sale_id,chassis_number,dealer_id,customer_id,sale_date,month,quarter,year,final_sale_price_inr,days_to_sell,discount_given_inr,finance_taken,exchange_vehicle,model_code,variant_id
SAL001231,VIN0001232,DLR006,CUST05311,2025-04-02,4,1,2025,1272486,23,32524,0,0,Baleno,VXI
SAL001232,VIN0001233,DLR014,CUST00908,2025-02-17,2,1,2025,1214763,76,34211,0,0,Alto,AGS
SAL001233,VIN0001234,DLR006,CUST12245,2025-05-01,5,1,2025,505866,70,24918,1,1,Ignis,AT
SAL001234,VIN0001235,DLR011,CUST11828,2025-04-25,4,1,2025,552377,89,44574,1,0,Alto,MT
SAL001235,VIN0001236,DLR007,CUST16580,2025-12-22,12,1,2025,600958,34,36128,1,0,Brezza,VXI
SAL001236,VIN0001237,DLR014,CUST04415,2025-01-03,1,1,2025,735807,54,24233,1,0,Swift,AT
SAL001237,VIN0001238,DLR001,CUST24942,2025-03-12,3,1,2025,1052510,51,33870,0,1,Swift,ZXI
SAL001238,VIN0001239,DLR007,CUST04653,2025-11-01,11,1,2025,774045,59,13735,0,0,Swift,Alpha
SAL001239,VIN0001240,DLR016,CUST18784,2025-10-18,10,1,2025,600399,61,20648,1,0,Baleno,ZXI
SAL001240,VIN0001241,DLR022,CUST19888,2025-10-11,10,1,2025,915002,39,32544,1,0,Swift,Delta
SAL001241,VIN0001242,DLR024,CUST00703,2025-11-18,11,1,2025,1108934,56,24711,1,0,Swift,ZXI
SAL001242,VIN0001243,DLR020,CUST22405,2025-11-18,11,1,2025,1259855,10,30763,0,0,Brezza,VXI
SAL001243,VIN0001244,DLR025,CUST16222,2025-03-17,3,1,2025,1032508,38,36979,0,1,Baleno,Sigma
SAL001244,VIN0001245,DLR002,CUST10816,2025-12-12,12,1,2025,633669,10,15809,0,0,Brezza,LXI
SAL001245,VIN0001246,DLR013,CUST20951,2025-09-24,9,1,2025,940189,68,14737,1,0,Ertiga,MT
SAL001246,VIN0001247,DLR009,CUST14987,2025-08-06,8,1,2025,611422,27,13187,1,1,Swift,Alpha
SAL001247,VIN0001248,DLR019,CUST07020,2025-10-02,10,1,2025,1290059,29,37077,0,0,Baleno,LXI
SAL001248,VIN0001249,DLR004,CUST07003,2025-11-05,11,1,2025,996172,45,17218,0,0,Grand Vitara,ZXI
SAL001249,VIN0001250,DLR005,CUST17257,2025-12-13,12,1,2025,1049950,18,37155,1,1,Brezza,LXI
SAL001250,VIN0001251,DLR024,CUST00827,2025-03-26,3,1,2025,938674,50,19980,0,0,Baleno,Alpha
SAL001251,VIN0001252,DLR025,CUST23934,2025-12-04,12,1,2025,617896,7,26515,1,1,Brezza,AT
SAL001252,VIN0001253,DLR014,CUST21746,2025-03-19,3,1,2025,532305,9,6844,1,0,Brezza,Sigma
SAL001253,VIN0001254,DLR005,CUST04927,2025-04-10,4,1,2025,1244501,67,36767,0,0,Baleno,LXI
SAL001254,VIN0001255,DLR028,CUST22824,2025-03-14,3,1,2025,753989,43,43000,1,0,Brezza,Delta
SAL001255,VIN0001256,DLR010,CUST20674,2025-11-22,11,1,2025,1048418,57,44892,0,1,Alto,AGS
SAL001256,VIN0001257,DLR001,CUST16021,2025-06-02,6,1,2025,604747,61,7973,0,0,Swift,Delta
SAL001257,VIN0001258,DLR012,CUST15275,2025-10-13,10,1,2025,545137,34,8711,0,0,Ignis,VXI
SAL001258,VIN0001259,DLR001,CUST22111,2025-04-24,4,1,2025,1412876,21,44554,1,1,Brezza,LXI
SAL001259,VIN0001260,DLR012,CUST07656,2025-06-09,6,1,2025,581574,78,12667,0,0,Alto,VXI
SAL001260,VIN0001261,DLR021,CUST02519,2025-12-04,12,1,2025,724968,58,24890,1,1,Alto,Sigma
SAL001261,VIN0001262,DLR028,CUST15514,2025-05-01,5,1,2025,1313527,84,39684,0,0,Celerio,Sigma
SAL001262,VIN0001263,DLR009,CUST21673,2025-08-04,8,1,2025,939772,68,39378,1,0,Baleno,VXI
SAL001263,VIN0001264,DLR026,CUST02547,2025-06-27,6,1,2025,1303918,88,17880,1,0,Alto,Delta
SAL001264,VIN0001265,DLR021,CUST22825,2025-11-23,11,1,2025,930350,5,40318,1,0,Brezza,AGS
SAL001265,VIN0001266,DLR030,CUST20132,2025-06-10,6,1,2025,715745,9,10864,1,1,Brezza,Alpha
SAL001266,VIN0001267,DLR003,CUST17841,2025-10-16,10,1,2025,505357,46,6425,1,1,Celerio,VXI
SAL001267,VIN0001268,DLR021,CUST09988,2025-09-05,9,1,2025,1322251,70,39314,1,0,Ertiga,Delta
SAL001268,VIN0001269,DLR002,CUST16140,2025-11-16,11,1,2025,1484861,47,5621,1,1,Alto,AT
SAL001269,VIN0001270,DLR024,CUST12259,2025-01-13,1,1,2025,1302665,25,27991,1,0,Brezza,Delta
SAL001270,VIN0001271,DLR024,CUST19806,2025-02-12,2,1,2025,1029901,61,9218,0,1,Ertiga,AGS
SAL001271,VIN0001272,DLR019,CUST00519,2025-10-25,10,1,2025,808356,41,33699,1,1,Dzire,VXI
SAL001272,VIN0001273,DLR005,CUST08838,2025-02-26,2,1,2025,641517,43,26509,1,0,Dzire,Delta
SAL001273,VIN0001274,DLR007,CUST02866,2025-04-02,4,1,2025,965745,26,28194,1,0,Baleno,Delta
SAL001274,VIN0001275,DLR030,CUST03722,2025-03-28,3,1,2025,1196112,5,40159,0,0,Brezza,Delta
SAL001275,VIN0001276,DLR005,CUST12076,2025-06-28,6,1,2025,589146,18,17187,0,0,Brezza,Alpha
SAL001276,VIN0001277,DLR016,CUST05473,2025-03-19,3,1,2025,1109503,40,22982,1,0,Ertiga,ZXI
SAL001277,VIN0001278,DLR013,CUST01837,2025-05-11,5,1,2025,1367295,67,36219,1,0,Ertiga,Alpha
SAL001278,VIN0001279,DLR023,CUST13975,2025-01-11,1,1,2025,1022126,76,24916,0,1,Celerio,AGS
SAL001279,VIN0001280,DLR030,CUST13456,2025-02-05,2,1,2025,1437599,69,36610,1,0,Baleno,ZXI
SAL001280,VIN0001281,DLR006,CUST09145,2025-02-18,2,1,2025,1424076,42,12612,1,0,Brezza,AGS
SAL001281,VIN0001282,DLR008,CUST00527,2025-03-06,3,1,2025,964946,40,33692,1,0,Ertiga,Delta
SAL001282,VIN0001283,DLR012,CUST09859,2025-03-25,3,1,2025,508139,56,27373,0,0,Swift,MT
SAL001283,VIN0001284,DLR027,CUST13495,2025-12-14,12,1,2025,930935,88,34777,0,1,Alto,AT
SAL001284,VIN0001285,DLR024,CUST13519,2025-07-26,7,1,2025,637081,36,11443,1,0,Baleno,Delta
SAL001285,VIN0001286,DLR020,CUST20060,2025-06-22,6,1,2025,1072809,77,8406,0,1,Celerio,Sigma
SAL001286,VIN0001287,DLR019,CUST20479,2025-07-26,7,1,2025,1066578,69,20411,1,0,Dzire,MT
SAL001287,VIN0001288,DLR017,CUST09885,2025-11-15,11,1,2025,1390208,41,9240,1,0,Baleno,Delta
SAL001288,VIN0001289,DLR010,CUST00039,2025-10-20,10,1,2025,728803,57,32119,1,1,Swift,Alpha
SAL001289,VIN0001290,DLR010,CUST20066,2025-03-23,3,1,2025,1076644,27,30923,1,0,Grand Vitara,AT
SAL001290,VIN0001291,DLR016,CUST19451,2025-12-16,12,1,2025,1165037,27,42872,1,0,Brezza,Sigma
SAL001291,VIN0001292,DLR009,CUST09139,2025-12-28,12,1,2025,1159378,44,22758,1,0,Alto,LXI
SAL001292,VIN0001293,DLR027,CUST04321,2025-07-17,7,1,2025,610122,34,27525,1,0,Brezza,Alpha
SAL001293,VIN0001294,DLR029,CUST02648,2025-08-25,8,1,2025,1483098,52,18392,1,0,Ertiga,Delta
SAL001294,VIN0001295,DLR010,CUST22990,2025-07-07,7,1,2025,994614,64,6971,1,0,Ignis,LXI
SAL001295,VIN0001296,DLR026,CUST22614,2025-12-01,12,1,2025,1238667,38,31065,1,0,Brezza,MT
SAL001296,VIN0001297,DLR007,CUST03551,2025-12-15,12,1,2025,1490556,55,39865,1,0,Baleno,MT
SAL001297,VIN0001298,DLR015,CUST13194,2025-04-14,4,1,2025,1454231,41,28909,0,0,Grand Vitara,AGS
SAL001298,VIN0001299,DLR011,CUST16484,2025-06-09,6,1,2025,1100722,35,17151,1,0,Brezza,ZXI
SAL001299,VIN0001300,DLR008,CUST19290,2025-08-19,8,1,2025,1419320,38,7704,1,1,Baleno,VXI
SAL001300,VIN0001301,DLR024,CUST15145,2025-01-07,1,1,2025,706969,44,24009,0,0,Baleno,Delta
SAL001301,VIN0001302,DLR004,CUST05496,2025-04-13,4,1,2025,1026766,16,43415,1,1,Brezza,LXI
SAL001302,VIN0001303,DLR025,CUST03349,2025-11-26,11,1,2025,1058792,56,34996,0,0,Ertiga,AGS
SAL001303,VIN0001304,DLR022,CUST00163,2025-06-11,6,1,2025,634766,90,17215,1,0,Celerio,VXI
SAL001304,VIN0001305,DLR012,CUST23397,2025-09-07,9,1,2025,518251,41,25992,0,1,Dzire,MT
SAL001305,VIN0001306,DLR025,CUST17357,2025-01-02,1,1,2025,1077772,37,33281,1,1,Brezza,MT
SAL001306,VIN0001307,DLR011,CUST19304,2025-12-23,12,1,2025,1197749,38,20621,1,0,Swift,MT
SAL001307,VIN0001308,DLR012,CUST19345,2025-09-19,9,1,2025,1341242,60,28716,0,0,Baleno,AGS
SAL001308,VIN0001309,DLR012,CUST09151,2025-10-14,10,1,2025,849095,51,9147,0,0,Swift,ZXI
SAL001309,VIN0001310,DLR010,CUST13897,2025-10-23,10,1,2025,816222,37,29122,1,0,Brezza,ZXI
SAL001310,VIN0001311,DLR022,CUST22111,2025-10-25,10,1,2025,708164,65,29930,1,0,Baleno,AGS
SAL001311,VIN0001312,DLR015,CUST03772,2025-12-20,12,1,2025,869712,76,41029,1,0,Celerio,LXI
SAL001312,VIN0001313,DLR019,CUST01016,2025-04-16,4,1,2025,766748,49,38816,0,0,Ertiga,LXI
SAL001313,VIN0001314,DLR030,CUST21398,2025-06-25,6,1,2025,1129228,65,42953,0,0,Swift,Sigma
SAL001314,VIN0001315,DLR030,CUST21546,2025-04-17,4,1,2025,1200135,43,38318,1,0,Brezza,Alpha
SAL001315,VIN0001316,DLR025,CUST15211,2025-11-21,11,1,2025,1495044,59,38859,0,1,Swift,AT
SAL001316,VIN0001317,DLR009,CUST16524,2025-01-26,1,1,2025,600813,65,34873,1,0,Swift,Delta
SAL001317,VIN0001318,DLR023,CUST02143,2025-10-07,10,1,2025,1203057,77,41655,0,0,Alto,LXI
SAL001318,VIN0001319,DLR025,CUST21736,2025-12-16,12,1,2025,945645,35,31891,0,0,Brezza,Sigma
SAL001319,VIN0001320,DLR003,CUST04626,2025-02-20,2,1,2025,1237244,58,44848,0,1,Baleno,Sigma
SAL001320,VIN0001321,DLR005,CUST14023,2025-04-08,4,1,2025,1212465,42,33330,1,0,Brezza,AGS
SAL001321,VIN0001322,DLR013,CUST14721,2025-04-17,4,1,2025,881004,20,33070,1,0,Dzire,Sigma
SAL001322,VIN0001323,DLR029,CUST11940,2025-10-25,10,1,2025,1033229,31,13227,0,0,Brezza,AGS
SAL001323,VIN0001324,DLR001,CUST16981,2025-08-01,8,1,2025,512943,31,13271,1,0,Dzire,MT
SAL001324,VIN0001325,DLR025,CUST08489,2025-04-17,4,1,2025,980991,23,33696,0,0,Brezza,AGS
SAL001325,VIN0001326,DLR012,CUST14135,2025-12-13,12,1,2025,787910,19,35007,1,0,Brezza,VXI
SAL001326,VIN0001327,DLR030,CUST14278,2025-12-24,12,1,2025,892815,36,7142,0,1,Brezza,ZXI
SAL001327,VIN0001328,DLR010,CUST00288,2025-07-21,7,1,2025,1072144,33,27035,1,1,Ertiga,MT
SAL001328,VIN0001329,DLR013,CUST18657,2025-06-11,6,1,2025,1163478,42,23811,1,1,Ignis,MT
SAL001329,VIN0001330,DLR009,CUST15442,2025-04-16,4,1,2025,1312518,22,39963,1,1,Brezza,AGS
SAL001330,VIN0001331,DLR017,CUST22965,2025-05-07,5,1,2025,596667,26,39933,1,0,Brezza,ZXI
SAL001331,VIN0001332,DLR003,CUST14797,2025-02-06,2,1,2025,1094942,66,9078,1,0,Celerio,AGS
SAL001332,VIN0001333,DLR008,CUST08252,2025-02-12,2,1,2025,1131729,25,34338,1,0,Dzire,AGS
SAL001333,VIN0001334,DLR008,CUST14743,2025-07-21,7,1,2025,1198747,30,36232,0,0,Dzire,LXI
SAL001334,VIN0001335,DLR017,CUST21113,2025-04-03,4,1,2025,1179273,54,8341,1,0,Alto,ZXI
SAL001335,VIN0001336,DLR030,CUST05907,2025-09-03,9,1,2025,1180998,56,40721,1,0,Baleno,AT
SAL001336,VIN0001337,DLR013,CUST14353,2025-08-06,8,1,2025,753425,24,19008,1,1,Ertiga,MT
SAL001337,VIN0001338,DLR029,CUST03654,2025-07-03,7,1,2025,1379111,66,39058,1,0,Swift,AT
SAL001338,VIN0001339,DLR014,CUST17231,2025-03-05,3,1,2025,669388,64,15131,1,0,Baleno,Alpha
SAL001339,VIN0001340,DLR004,CUST24354,2025-10-13,10,1,2025,1363686,46,20871,1,0,Baleno,Sigma
SAL001340,VIN0001341,DLR026,CUST22326,2025-01-25,1,1,2025,547351,18,22039,1,0,Brezza,ZXI
SAL001341,VIN0001342,DLR009,CUST16366,2025-09-10,9,1,2025,671147,75,6336,1,0,Alto,Alpha
SAL001342,VIN0001343,DLR002,CUST18028,2025-07-16,7,1,2025,640756,20,20006,1,1,Brezza,LXI
SAL001343,VIN0001344,DLR001,CUST20297,2025-02-01,2,1,2025,903995,10,40908,1,1,Brezza,AGS
SAL001344,VIN0001345,DLR001,CUST12372,2025-06-13,6,1,2025,1481614,8,15776,1,0,Brezza,AGS
SAL001345,VIN0001346,DLR015,CUST02455,2025-02-01,2,1,2025,714780,46,34714,1,0,Swift,Sigma
SAL001346,VIN0001347,DLR020,CUST09879,2025-09-05,9,1,2025,1055132,61,35075,1,0,Ertiga,Alpha
SAL001347,VIN0001348,DLR021,CUST19293,2025-09-26,9,1,2025,707065,34,8756,1,0,Grand Vitara,VXI
SAL001348,VIN0001349,DLR022,CUST16805,2025-08-05,8,1,2025,536418,37,40554,1,0,Grand Vitara,Alpha
SAL001349,VIN0001350,DLR012,CUST01656,2025-11-09,11,1,2025,1186656,27,43419,1,0,Ertiga,ZXI
SAL001350,VIN0001351,DLR010,CUST11577,2025-11-14,11,1,2025,853866,54,19931,0,1,Swift,ZXI
SAL001351,VIN0001352,DLR003,CUST15025,2025-11-28,11,1,2025,1056601,48,5237,1,1,Dzire,LXI
SAL001352,VIN0001353,DLR009,CUST24654,2025-12-17,12,1,2025,1109738,10,29696,0,1,Brezza,LXI
SAL001353,VIN0001354,DLR005,CUST12729,2025-03-26,3,1,2025,1061027,36,18117,1,0,Ertiga,AT
SAL001354,VIN0001355,DLR020,CUST12141,2025-10-12,10,1,2025,846809,51,38214,1,1,Celerio,Delta
SAL001355,VIN0001356,DLR020,CUST11711,2025-12-14,12,1,2025,657441,62,30089,1,0,Swift,AGS
SAL001356,VIN0001357,DLR024,CUST16065,2025-06-10,6,1,2025,1450334,21,28831,1,0,Baleno,Sigma
SAL001357,VIN0001358,DLR024,CUST07057,2025-07-25,7,1,2025,646425,42,9511,1,0,Brezza,Sigma
SAL001358,VIN0001359,DLR009,CUST19866,2025-08-08,8,1,2025,1331932,64,24878,0,0,Dzire,Delta
SAL001359,VIN0001360,DLR009,CUST24023,2025-03-08,3,1,2025,798056,25,44798,1,0,Swift,ZXI
SAL001360,VIN0001361,DLR027,CUST15407,2025-05-08,5,1,2025,729363,7,27188,0,0,Brezza,Sigma
SAL001361,VIN0001362,DLR008,CUST21500,2025-10-20,10,1,2025,1062939,44,29374,1,0,Baleno,ZXI
SAL001362,VIN0001363,DLR025,CUST20011,2025-09-15,9,1,2025,881590,64,6809,0,0,Celerio,ZXI
SAL001363,VIN0001364,DLR007,CUST01747,2025-03-28,3,1,2025,1268814,64,30522,0,1,Swift,ZXI
SAL001364,VIN0001365,DLR010,CUST21961,2025-12-20,12,1,2025,532330,19,38111,0,0,Grand Vitara,VXI
SAL001365,VIN0001366,DLR020,CUST04990,2025-09-27,9,1,2025,1271101,58,21269,1,1,Baleno,Delta
SAL001366,VIN0001367,DLR003,CUST13005,2025-02-25,2,1,2025,814825,12,26139,0,0,Brezza,Sigma
SAL001367,VIN0001368,DLR014,CUST06665,2025-10-21,10,1,2025,1165263,27,13964,1,0,Ertiga,Sigma
SAL001368,VIN0001369,DLR007,CUST05056,2025-02-27,2,1,2025,871494,20,6010,0,0,Ignis,Sigma
SAL001369,VIN0001370,DLR028,CUST08515,2025-11-01,11,1,2025,977564,47,43717,1,0,Alto,AGS
SAL001370,VIN0001371,DLR017,CUST16686,2025-01-13,1,1,2025,1104818,27,33912,1,0,Dzire,Delta
SAL001371,VIN0001372,DLR023,CUST13217,2025-09-16,9,1,2025,727982,50,44357,1,0,Ignis,AT
SAL001372,VIN0001373,DLR014,CUST03336,2025-10-24,10,1,2025,1324838,60,34669,1,0,Baleno,Alpha
SAL001373,VIN0001374,DLR005,CUST15153,2025-02-22,2,1,2025,1392091,53,30333,1,0,Dzire,LXI
SAL001374,VIN0001375,DLR018,CUST03613,2025-08-21,8,1,2025,1297974,25,7272,1,0,Baleno,AT
SAL001375,VIN0001376,DLR006,CUST05801,2025-02-25,2,1,2025,1024754,54,15775,1,0,Ertiga,AT
SAL001376,VIN0001377,DLR023,CUST17245,2025-01-05,1,1,2025,766788,41,37669,0,0,Swift,Sigma
SAL001377,VIN0001378,DLR020,CUST21556,2025-09-02,9,1,2025,1150949,18,36926,0,0,Brezza,AGS
SAL001378,VIN0001379,DLR017,CUST23751,2025-01-05,1,1,2025,561860,5,19589,1,0,Brezza,MT
SAL001379,VIN0001380,DLR023,CUST20825,2025-09-14,9,1,2025,1063128,52,30993,1,0,Celerio,Alpha
SAL001380,VIN0001381,DLR023,CUST07741,2025-10-07,10,1,2025,706119,44,9406,0,0,Baleno,AT
SAL001381,VIN0001382,DLR005,CUST16519,2025-07-12,7,1,2025,1294494,45,22637,0,1,Ignis,Sigma
SAL001382,VIN0001383,DLR023,CUST13566,2025-02-24,2,1,2025,1286324,61,35467,1,1,Alto,LXI
SAL001383,VIN0001384,DLR010,CUST03703,2025-12-24,12,1,2025,793532,23,9037,0,0,Brezza,AGS
SAL001384,VIN0001385,DLR007,CUST06381,2025-07-25,7,1,2025,1343116,27,37910,1,0,Ignis,AGS
SAL001385,VIN0001386,DLR006,CUST20202,2025-05-15,5,1,2025,1490644,57,11400,0,1,Swift,AGS
SAL001386,VIN0001387,DLR027,CUST07048,2025-10-06,10,1,2025,1351441,69,43824,0,1,Ignis,LXI
SAL001387,VIN0001388,DLR009,CUST20935,2025-03-13,3,1,2025,841453,58,29396,0,0,Baleno,Alpha
SAL001388,VIN0001389,DLR027,CUST23477,2025-12-10,12,1,2025,1405328,21,25746,1,0,Baleno,Alpha
SAL001389,VIN0001390,DLR006,CUST03024,2025-06-20,6,1,2025,1458498,53,29041,0,0,Swift,AGS
SAL001390,VIN0001391,DLR009,CUST17130,2025-09-28,9,1,2025,1177830,13,31461,0,0,Brezza,ZXI
SAL001391,VIN0001392,DLR028,CUST00867,2025-09-15,9,1,2025,1446468,52,31198,1,0,Dzire,AT
SAL001392,VIN0001393,DLR008,CUST08923,2025-09-16,9,1,2025,1008611,29,44203,1,0,Brezza,MT
SAL001393,VIN0001394,DLR024,CUST01003,2025-10-13,10,1,2025,1473658,42,28656,1,0,Ignis,LXI
SAL001394,VIN0001395,DLR001,CUST06453,2025-06-27,6,1,2025,1238999,62,8745,1,0,Ertiga,LXI
SAL001395,VIN0001396,DLR003,CUST06100,2025-08-28,8,1,2025,1344817,62,41810,1,0,Celerio,LXI
SAL001396,VIN0001397,DLR016,CUST04325,2025-01-07,1,1,2025,506384,55,11266,0,1,Baleno,Alpha
SAL001397,VIN0001398,DLR001,CUST20061,2025-08-26,8,1,2025,945114,86,17727,1,1,Alto,Delta
SAL001398,VIN0001399,DLR007,CUST21179,2025-10-24,10,1,2025,1191444,57,9843,0,0,Baleno,AT
SAL001399,VIN0001400,DLR028,CUST15856,2025-08-27,8,1,2025,1008850,58,30135,0,1,Ignis,Alpha
SAL001400,VIN0001401,DLR010,CUST17537,2025-09-27,9,1,2025,743538,58,10696,0,0,Alto,Sigma
SAL001401,VIN0001402,DLR002,CUST07299,2025-05-01,5,1,2025,630309,44,5347,1,0,Brezza,Delta
SAL001402,VIN0001403,DLR014,CUST02820,2025-03-20,3,1,2025,1320503,11,41314,0,0,Brezza,AGS
SAL001403,VIN0001404,DLR016,CUST22231,2025-02-06,2,1,2025,1200578,62,27067,1,0,Ertiga,VXI
SAL001404,VIN0001405,DLR013,CUST19895,2025-09-18,9,1,2025,573304,82,20559,1,0,Celerio,ZXI
SAL001405,VIN0001406,DLR005,CUST17716,2025-09-25,9,1,2025,784103,62,5741,1,0,Ignis,AGS
SAL001406,VIN0001407,DLR008,CUST10503,2025-01-07,1,1,2025,1432800,85,31955,0,0,Alto,Delta
SAL001407,VIN0001408,DLR014,CUST04783,2025-01-20,1,1,2025,1374506,34,9115,1,1,Grand Vitara,ZXI
SAL001408,VIN0001409,DLR014,CUST12179,2025-04-25,4,1,2025,502433,31,15655,0,0,Ertiga,AGS
SAL001409,VIN0001410,DLR018,CUST19052,2025-03-06,3,1,2025,912546,49,40424,1,1,Swift,ZXI
SAL001410,VIN0001411,DLR001,CUST16057,2025-12-27,12,1,2025,1026061,53,34579,1,0,Swift,VXI
SAL001411,VIN0001412,DLR026,CUST11553,2025-10-11,10,1,2025,1472513,54,23971,1,0,Alto,AGS
SAL001412,VIN0001413,DLR026,CUST22320,2025-12-26,12,1,2025,811274,41,38759,1,0,Celerio,LXI
SAL001413,VIN0001414,DLR001,CUST06250,2025-09-19,9,1,2025,1031342,31,41772,0,0,Ertiga,VXI
SAL001414,VIN0001415,DLR030,CUST10806,2025-07-10,7,1,2025,1232764,89,7461,1,0,Celerio,Alpha
SAL001415,VIN0001416,DLR014,CUST12714,2025-03-04,3,1,2025,699250,39,24198,1,0,Baleno,AGS
SAL001416,VIN0001417,DLR004,CUST02244,2025-09-27,9,1,2025,1079844,50,41612,1,0,Baleno,ZXI
SAL001417,VIN0001418,DLR008,CUST06260,2025-01-25,1,1,2025,1412204,66,44750,1,0,Swift,Alpha
SAL001418,VIN0001419,DLR018,CUST20738,2025-09-10,9,1,2025,1437703,26,29184,1,0,Swift,LXI
SAL001419,VIN0001420,DLR020,CUST21885,2025-07-14,7,1,2025,1208861,38,34589,0,0,Baleno,Delta
SAL001420,VIN0001421,DLR023,CUST12056,2025-06-10,6,1,2025,792238,5,20700,1,0,Brezza,ZXI
SAL001421,VIN0001422,DLR014,CUST03532,2025-02-28,2,1,2025,894958,31,44877,0,0,Dzire,Delta
SAL001422,VIN0001423,DLR012,CUST23712,2025-03-28,3,1,2025,1169311,62,27004,1,1,Baleno,Delta
SAL001423,VIN0001424,DLR001,CUST06014,2025-04-28,4,1,2025,597944,78,8497,1,0,Celerio,AGS
SAL001424,VIN0001425,DLR023,CUST20634,2025-08-08,8,1,2025,985848,30,7444,0,0,Ertiga,Alpha
SAL001425,VIN0001426,DLR017,CUST00598,2025-11-23,11,1,2025,952210,35,6539,0,0,Swift,ZXI
SAL001426,VIN0001427,DLR029,CUST06205,2025-07-24,7,1,2025,658571,68,26545,1,0,Alto,AT
SAL001427,VIN0001428,DLR019,CUST16787,2025-11-22,11,1,2025,958175,75,34040,1,0,Alto,Delta
SAL001428,VIN0001429,DLR016,CUST17678,2025-05-27,5,1,2025,913015,68,33705,1,0,Baleno,ZXI
SAL001429,VIN0001430,DLR007,CUST07062,2025-12-14,12,1,2025,738089,23,38829,1,0,Ertiga,MT
SAL001430,VIN0001431,DLR025,CUST06487,2025-02-25,2,1,2025,969632,80,26401,1,0,Celerio,AT
SAL001431,VIN0001432,DLR017,CUST02993,2025-02-15,2,1,2025,1460062,21,35400,1,0,Brezza,Sigma
SAL001432,VIN0001433,DLR013,CUST24105,2025-08-28,8,1,2025,738350,49,37054,0,0,Baleno,AGS
SAL001433,VIN0001434,DLR015,CUST22994,2025-01-04,1,1,2025,1388398,33,19858,1,0,Grand Vitara,Delta
SAL001434,VIN0001435,DLR015,CUST01833,2025-07-13,7,1,2025,641869,68,28410,1,0,Baleno,VXI
SAL001435,VIN0001436,DLR012,CUST00926,2025-03-01,3,1,2025,1215286,33,32264,1,0,Swift,ZXI
SAL001436,VIN0001437,DLR025,CUST10712,2025-04-13,4,1,2025,1242325,50,33236,0,1,Alto,VXI
SAL001437,VIN0001438,DLR010,CUST01589,2025-05-24,5,1,2025,1130612,89,13897,1,0,Alto,Sigma
SAL001438,VIN0001439,DLR018,CUST09542,2025-09-18,9,1,2025,1421806,29,25723,1,1,Grand Vitara,Sigma
SAL001439,VIN0001440,DLR004,CUST19187,2025-09-09,9,1,2025,603946,24,21654,1,0,Brezza,AGS
SAL001440,VIN0001441,DLR025,CUST09294,2025-05-21,5,1,2025,650756,48,5607,1,0,Dzire,AGS
SAL001441,VIN0001442,DLR001,CUST04794,2025-11-21,11,1,2025,945964,31,18742,0,0,Ignis,LXI
SAL001442,VIN0001443,DLR014,CUST05721,2025-01-23,1,1,2025,809568,53,44739,0,1,Ignis,AGS
SAL001443,VIN0001444,DLR029,CUST20958,2025-01-13,1,1,2025,1197983,33,5506,1,1,Grand Vitara,LXI
SAL001444,VIN0001445,DLR027,CUST09228,2025-12-15,12,1,2025,1212648,74,27666,1,1,Alto,LXI
SAL001445,VIN0001446,DLR030,CUST03139,2025-06-28,6,1,2025,873729,25,30066,0,0,Dzire,VXI
SAL001446,VIN0001447,DLR012,CUST06852,2025-05-01,5,1,2025,972106,15,39133,0,0,Grand Vitara,Alpha
SAL001447,VIN0001448,DLR023,CUST20104,2025-07-01,7,1,2025,1241242,57,25821,0,0,Swift,LXI
SAL001448,VIN0001449,DLR017,CUST04816,2025-12-22,12,1,2025,847782,48,6715,1,0,Ignis,MT
SAL001449,VIN0001450,DLR022,CUST09842,2025-04-19,4,1,2025,1230012,49,34287,0,1,Swift,Delta
SAL001450,VIN0001451,DLR022,CUST21143,2025-09-16,9,1,2025,1166534,74,20256,1,0,Alto,LXI
SAL001451,VIN0001452,DLR010,CUST06937,2025-03-26,3,1,2025,783370,72,24358,1,0,Alto,MT
SAL001452,VIN0001453,DLR014,CUST01687,2025-06-25,6,1,2025,698669,40,25889,1,0,Ignis,Alpha
SAL001453,VIN0001454,DLR010,CUST06331,2025-10-16,10,1,2025,850030,26,15431,0,1,Brezza,AT
SAL001454,VIN0001455,DLR019,CUST20875,2025-10-28,10,1,2025,1305051,59,43700,1,0,Swift,AGS
SAL001455,VIN0001456,DLR026,CUST07625,2025-05-12,5,1,2025,1102107,43,7423,0,0,Swift,Sigma
SAL001456,VIN0001457,DLR002,CUST07260,2025-12-26,12,1,2025,1250557,26,37619,1,0,Brezza,LXI
SAL001457,VIN0001458,DLR015,CUST11898,2025-09-01,9,1,2025,584366,25,5048,1,0,Ertiga,MT
SAL001458,VIN0001459,DLR019,CUST06115,2025-05-22,5,1,2025,1068303,68,15994,1,1,Dzire,ZXI
SAL001459,VIN0001460,DLR017,CUST23795,2025-12-09,12,1,2025,1344526,66,27275,1,0,Ertiga,LXI
SAL001460,VIN0001461,DLR012,CUST16474,2025-04-09,4,1,2025,578724,27,17068,0,0,Grand Vitara,Sigma
SAL001461,VIN0001462,DLR004,CUST15900,2025-01-20,1,1,2025,891694,77,38249,1,0,Celerio,LXI
SAL001462,VIN0001463,DLR008,CUST02492,2025-04-11,4,1,2025,605028,9,28860,0,0,Brezza,Sigma
SAL001463,VIN0001464,DLR025,CUST04748,2025-03-20,3,1,2025,1319466,27,9829,1,0,Swift,MT
