Demand_ID,Date,Year,Month,Day,Day_of_Week,Week_of_Year,Dealer_ID,Dealer_Name,Zone,Warehouse_ID,Part_Number,Description,Inventory_Level,Category_Group,Unit_Of_Measurement,Vehicle_Model,Variant_ID,Fuel_Type,Promotion_Flag,Recall_Flag,New_Vehicle_Flag,Demand_Qty,On_Hand_Qty,Reorder_Point,Min_Order_Qty,SOQ_Suggested_Qty,Manager_Modified_Qty,Fulfillment_Status,Unit_Price,Sales_Value,Stockout_Flag
DMD14794,2025-07-04,2025,7,4,4,1,DLR_014,Maruti Point 14,Unassigned,WH001,PRT_0005,MGP Alternator Type 2,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,18,52,40,5,10,10,Fulfilled,5600,5600,0
DMD14795,2025-06-07,2025,6,7,5,1,DLR_013,Maruti Point 13,Unassigned,WH001,PRT_0075,MGP Battery Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,4,90,42,5,10,10,Fulfilled,4500,18000,0
DMD14796,2025-01-20,2025,1,20,0,1,DLR_011,Maruti Point 11,Unassigned,WH001,PRT_0007,MGP Clutch Plate Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,13,45,18,5,10,10,Fulfilled,3200,6400,0
DMD14797,2025-11-11,2025,11,11,1,1,DLR_017,Maruti Point 17,Unassigned,WH001,PRT_0040,MGP Cabin Air Filter Type 5,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,20,41,15,5,10,10,Fulfilled,550,2750,0
DMD14798,2025-09-26,2025,9,26,4,1,DLR_012,Maruti Point 12,Unassigned,WH001,PRT_0003,MGP Wiper Blades Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,3,26,23,5,10,10,Fulfilled,600,3000,0
DMD14799,2025-12-11,2025,12,11,3,1,DLR_023,Maruti Point 23,Unassigned,WH001,PRT_0051,MGP Air Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,5,82,34,5,10,10,Fulfilled,450,450,0
DMD14800,2025-11-05,2025,11,5,2,1,DLR_016,Maruti Point 16,Unassigned,WH001,PRT_0066,MGP Headlight Bulb Type 4,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,16,67,42,5,10,10,Fulfilled,850,1700,0
DMD14801,2025-03-18,2025,3,18,1,1,DLR_019,Maruti Point 19,Unassigned,WH001,PRT_0048,MGP Cabin Air Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,19,68,32,5,10,10,Fulfilled,550,2200,0
DMD14802,2025-07-07,2025,7,7,0,1,DLR_017,Maruti Point 17,Unassigned,WH001,PRT_0090,MGP Spark Plug Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,1,67,49,5,10,10,Fulfilled,250,1250,0
DMD14803,2025-07-09,2025,7,9,2,1,DLR_004,Varun Motors,South,WH001,PRT_0071,MGP Radiator Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,15,44,30,5,10,10,Fulfilled,6500,26000,0
DMD14804,2025-06-01,2025,6,1,6,1,DLR_003,Popular Maruti,South,WH001,PRT_0061,MGP Thermostat Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,9,30,25,5,10,10,Fulfilled,1200,6000,0
DMD14805,2025-12-09,2025,12,9,1,1,DLR_016,Maruti Point 16,Unassigned,WH001,PRT_0019,MGP Wiper Blades Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,18,53,33,5,10,10,Fulfilled,600,2400,0
DMD14806,2025-06-05,2025,6,5,3,1,DLR_015,Maruti Point 15,Unassigned,WH001,PRT_0061,MGP Thermostat Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,19,76,27,5,10,10,Fulfilled,1200,6000,0
DMD14807,2025-02-27,2025,2,27,3,1,DLR_029,Maruti Point 29,Unassigned,WH001,PRT_0065,MGP Alternator Type 4,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,19,20,22,5,10,10,Fulfilled,5600,22400,1
DMD14808,2025-03-12,2025,3,12,2,1,DLR_008,Mandovi Motors,South,WH001,PRT_0031,MGP Battery Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,16,46,49,5,10,10,Fulfilled,4500,9000,1
DMD14809,2025-08-06,2025,8,6,2,1,DLR_012,Maruti Point 12,Unassigned,WH001,PRT_0050,MGP Alternator Type 4,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,5,88,43,5,10,10,Fulfilled,5600,22400,0
DMD14810,2025-02-24,2025,2,24,0,1,DLR_001,Competent Automobiles,North,WH001,PRT_0058,MGP Spark Plug Type 2,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,2,57,49,5,10,10,Fulfilled,250,1000,0
DMD14811,2025-02-26,2025,2,26,2,1,DLR_010,Machino Techno,East,WH001,PRT_0043,MGP Spark Plug Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,15,87,45,5,10,10,Fulfilled,250,1250,0
DMD14812,2025-07-07,2025,7,7,0,1,DLR_014,Maruti Point 14,Unassigned,WH001,PRT_0019,MGP Wiper Blades Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,11,50,23,5,10,10,Fulfilled,600,2400,0
DMD14813,2025-06-13,2025,6,13,4,1,DLR_022,Maruti Point 22,Unassigned,WH001,PRT_0093,MGP Fuel Pump Type 4,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,19,66,25,5,10,10,Fulfilled,4200,8400,0
DMD14814,2025-10-21,2025,10,21,1,1,DLR_006,Bimal Auto,South,WH001,PRT_0085,MGP Cabin Air Filter Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,16,63,30,5,10,10,Fulfilled,550,2200,0
DMD14815,2025-02-20,2025,2,20,3,1,DLR_026,Maruti Point 26,Unassigned,WH001,PRT_0014,MGP Alternator Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,19,81,33,5,10,10,Fulfilled,5600,28000,0
DMD14816,2025-05-17,2025,5,17,5,1,DLR_016,Maruti Point 16,Unassigned,WH001,PRT_0022,MGP Clutch Plate Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,9,55,16,5,10,10,Fulfilled,3200,6400,0
DMD14817,2025-09-04,2025,9,4,3,1,DLR_014,Maruti Point 14,Unassigned,WH001,PRT_0087,MGP Battery Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,4,59,24,5,10,10,Fulfilled,4500,9000,0
DMD14818,2025-10-11,2025,10,11,5,1,DLR_001,Competent Automobiles,North,WH001,PRT_0002,MGP Headlight Bulb Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,14,78,45,5,10,10,Fulfilled,850,3400,0
DMD14819,2025-02-17,2025,2,17,0,1,DLR_012,Maruti Point 12,Unassigned,WH001,PRT_0064,MGP Headlight Bulb Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,6,52,24,5,10,10,Fulfilled,850,1700,0
DMD14820,2025-11-20,2025,11,20,3,1,DLR_030,Maruti Point 30,Unassigned,WH001,PRT_0002,MGP Headlight Bulb Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,1,59,12,5,10,10,Fulfilled,850,850,0
DMD14821,2025-02-01,2025,2,1,5,1,DLR_014,Maruti Point 14,Unassigned,WH001,PRT_0041,MGP Spark Plug Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,17,54,43,5,10,10,Fulfilled,250,750,0
DMD14822,2025-02-26,2025,2,26,2,1,DLR_002,Vitesse Motors,West,WH001,PRT_0067,MGP Wiper Blades Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,17,52,44,5,10,10,Fulfilled,600,2400,0
DMD14823,2025-11-28,2025,11,28,4,1,DLR_001,Competent Automobiles,North,WH001,PRT_0059,MGP Wiper Blades Type 4,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,9,40,13,5,10,10,Fulfilled,600,1200,0
DMD14824,2025-05-11,2025,5,11,6,1,DLR_007,Kalyani Motors,South,WH001,PRT_0074,MGP Alternator Type 2,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,14,29,26,5,10,10,Fulfilled,5600,5600,0
DMD14825,2025-07-04,2025,7,4,4,1,DLR_019,Maruti Point 19,Unassigned,WH001,PRT_0009,MGP Fuel Pump Type 4,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,11,53,30,5,10,10,Fulfilled,4200,16800,0
DMD14826,2025-09-19,2025,9,19,4,1,DLR_018,Maruti Point 18,Unassigned,WH001,PRT_0084,MGP Wiper Blades Type 5,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,15,55,47,5,10,10,Fulfilled,600,2400,0
DMD14827,2025-11-11,2025,11,11,1,1,DLR_030,Maruti Point 30,Unassigned,WH001,PRT_0018,MGP Fuel Pump Type 4,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,6,97,49,5,10,10,Fulfilled,4200,16800,0
DMD14828,2025-09-15,2025,9,15,0,1,DLR_015,Maruti Point 15,Unassigned,WH001,PRT_0016,MGP Headlight Bulb Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,11,53,29,5,10,10,Fulfilled,850,4250,0
DMD14829,2025-10-14,2025,10,14,1,1,DLR_026,Maruti Point 26,Unassigned,WH001,PRT_0037,MGP Wiper Blades Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,13,61,22,5,10,10,Fulfilled,600,1800,0
DMD14830,2025-12-08,2025,12,8,0,1,DLR_001,Competent Automobiles,North,WH001,PRT_0051,MGP Air Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,14,20,37,5,10,10,Fulfilled,450,900,1
DMD14831,2025-11-12,2025,11,12,2,1,DLR_029,Maruti Point 29,Unassigned,WH001,PRT_0068,MGP Wiper Blades Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,5,76,37,5,10,10,Fulfilled,600,1200,0
DMD14832,2025-10-14,2025,10,14,1,1,DLR_002,Vitesse Motors,West,WH001,PRT_0095,MGP Radiator Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,18,30,29,5,10,10,Fulfilled,6500,26000,0
DMD14833,2025-12-07,2025,12,7,6,1,DLR_015,Maruti Point 15,Unassigned,WH001,PRT_0016,MGP Headlight Bulb Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,4,41,18,5,10,10,Fulfilled,850,1700,0
DMD14834,2025-04-05,2025,4,5,5,1,DLR_007,Kalyani Motors,South,WH001,PRT_0064,MGP Headlight Bulb Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,5,25,27,5,10,10,Fulfilled,850,1700,1
DMD14835,2025-07-05,2025,7,5,5,1,DLR_013,Maruti Point 13,Unassigned,WH001,PRT_0022,MGP Clutch Plate Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,5,69,35,5,10,10,Fulfilled,3200,12800,0
DMD14836,2025-05-25,2025,5,25,6,1,DLR_010,Machino Techno,East,WH001,PRT_0093,MGP Fuel Pump Type 4,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,5,54,26,5,10,10,Fulfilled,4200,8400,0
DMD14837,2025-06-06,2025,6,6,4,1,DLR_004,Varun Motors,South,WH001,PRT_0044,MGP Radiator Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,4,70,32,5,10,10,Fulfilled,6500,26000,0
DMD14838,2025-02-22,2025,2,22,5,1,DLR_010,Machino Techno,East,WH001,PRT_0085,MGP Cabin Air Filter Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,20,41,29,5,10,10,Fulfilled,550,1100,0
DMD14839,2025-08-10,2025,8,10,6,1,DLR_003,Popular Maruti,South,WH001,PRT_0053,MGP Fuel Pump Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,9,63,28,5,10,10,Fulfilled,4200,21000,0
DMD14840,2025-06-16,2025,6,16,0,1,DLR_021,Maruti Point 21,Unassigned,WH001,PRT_0084,MGP Wiper Blades Type 5,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,18,95,50,5,10,10,Fulfilled,600,3000,0
DMD14841,2025-03-17,2025,3,17,0,1,DLR_007,Kalyani Motors,South,WH001,PRT_0015,MGP Timing Belt Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,9,84,42,5,10,10,Fulfilled,1500,6000,0
DMD14842,2025-01-02,2025,1,2,3,1,DLR_017,Maruti Point 17,Unassigned,WH001,PRT_0027,MGP Radiator Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,7,73,23,5,10,10,Fulfilled,6500,13000,0
DMD14843,2025-12-08,2025,12,8,0,1,DLR_010,Machino Techno,East,WH001,PRT_0072,MGP Radiator Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,19,66,16,5,10,10,Fulfilled,6500,19500,0
DMD14844,2025-11-03,2025,11,3,0,1,DLR_029,Maruti Point 29,Unassigned,WH001,PRT_0033,MGP Timing Belt Type 2,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,17,58,11,5,10,10,Fulfilled,1500,1500,0
DMD14845,2025-06-13,2025,6,13,4,1,DLR_006,Bimal Auto,South,WH001,PRT_0025,MGP Fuel Pump Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,16,10,14,5,10,10,Fulfilled,4200,8400,1
DMD14846,2025-07-12,2025,7,12,5,1,DLR_001,Competent Automobiles,North,WH001,PRT_0087,MGP Battery Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,8,8,32,5,10,10,Fulfilled,4500,4500,1
DMD14847,2025-02-16,2025,2,16,6,1,DLR_002,Vitesse Motors,West,WH001,PRT_0030,MGP Alternator Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,7,26,24,5,10,10,Fulfilled,5600,11200,0
DMD14848,2025-04-14,2025,4,14,0,1,DLR_005,Sai Service,West,WH001,PRT_0068,MGP Wiper Blades Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,18,79,29,5,10,10,Fulfilled,600,600,0
DMD14849,2025-12-22,2025,12,22,0,1,DLR_015,Maruti Point 15,Unassigned,WH001,PRT_0075,MGP Battery Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,11,46,20,5,10,10,Fulfilled,4500,22500,0
DMD14850,2025-04-17,2025,4,17,3,1,DLR_002,Vitesse Motors,West,WH001,PRT_0036,MGP Headlight Bulb Type 2,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,12,34,19,5,10,10,Fulfilled,850,1700,0
DMD14851,2025-05-20,2025,5,20,1,1,DLR_008,Mandovi Motors,South,WH001,PRT_0066,MGP Headlight Bulb Type 4,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,4,34,48,5,10,10,Fulfilled,850,850,1
DMD14852,2025-12-19,2025,12,19,4,1,DLR_024,Maruti Point 24,Unassigned,WH001,PRT_0033,MGP Timing Belt Type 2,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,14,34,21,5,10,10,Fulfilled,1500,3000,0
DMD14853,2025-01-26,2025,1,26,6,1,DLR_010,Machino Techno,East,WH001,PRT_0062,MGP Air Filter Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,1,61,30,5,10,10,Fulfilled,450,900,0
DMD14854,2025-08-06,2025,8,6,2,1,DLR_017,Maruti Point 17,Unassigned,WH001,PRT_0066,MGP Headlight Bulb Type 4,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,5,72,45,5,10,10,Fulfilled,850,4250,0
DMD14855,2025-12-09,2025,12,9,1,1,DLR_018,Maruti Point 18,Unassigned,WH001,PRT_0041,MGP Spark Plug Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,7,59,32,5,10,10,Fulfilled,250,500,0
DMD14856,2025-02-21,2025,2,21,4,1,DLR_011,Maruti Point 11,Unassigned,WH001,PRT_0030,MGP Alternator Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,18,43,42,5,10,10,Fulfilled,5600,16800,0
DMD14857,2025-08-02,2025,8,2,5,1,DLR_022,Maruti Point 22,Unassigned,WH001,PRT_0040,MGP Cabin Air Filter Type 5,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,1,42,31,5,10,10,Fulfilled,550,550,0
DMD14858,2025-01-19,2025,1,19,6,1,DLR_014,Maruti Point 14,Unassigned,WH001,PRT_0076,MGP Fuel Pump Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,2,32,17,5,10,10,Fulfilled,4200,12600,0
DMD14859,2025-02-21,2025,2,21,4,1,DLR_026,Maruti Point 26,Unassigned,WH001,PRT_0069,MGP Shock Absorber Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,20,61,44,5,10,10,Fulfilled,2800,11200,0
DMD14860,2025-12-14,2025,12,14,6,1,DLR_004,Varun Motors,South,WH001,PRT_0082,MGP Air Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,14,13,44,5,10,10,Fulfilled,450,2250,1
DMD14861,2025-01-07,2025,1,7,1,1,DLR_006,Bimal Auto,South,WH001,PRT_0087,MGP Battery Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,13,74,47,5,10,10,Fulfilled,4500,9000,0
DMD14862,2025-06-08,2025,6,8,6,1,DLR_010,Machino Techno,East,WH001,PRT_0083,MGP Radiator Type 2,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,14,65,17,5,10,10,Fulfilled,6500,13000,0
DMD14863,2025-10-04,2025,10,4,5,1,DLR_006,Bimal Auto,South,WH001,PRT_0009,MGP Fuel Pump Type 4,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,18,50,30,5,10,10,Fulfilled,4200,21000,0
DMD14864,2025-03-17,2025,3,17,0,1,DLR_005,Sai Service,West,WH001,PRT_0091,MGP Spark Plug Type 5,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,11,48,27,5,10,10,Fulfilled,250,750,0
DMD14865,2025-01-14,2025,1,14,1,1,DLR_008,Mandovi Motors,South,WH001,PRT_0041,MGP Spark Plug Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,16,44,19,5,10,10,Fulfilled,250,1000,0
DMD14866,2025-10-06,2025,10,6,0,1,DLR_025,Maruti Point 25,Unassigned,WH001,PRT_0091,MGP Spark Plug Type 5,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,16,38,33,5,10,10,Fulfilled,250,1250,0
DMD14867,2025-09-14,2025,9,14,6,1,DLR_009,Chowgule Industries,West,WH001,PRT_0090,MGP Spark Plug Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,9,75,32,5,10,10,Fulfilled,250,1250,0
DMD14868,2025-09-08,2025,9,8,0,1,DLR_001,Competent Automobiles,North,WH001,PRT_0088,MGP Oil Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,1,77,47,5,10,10,Fulfilled,320,1600,0
DMD14869,2025-04-18,2025,4,18,4,1,DLR_004,Varun Motors,South,WH001,PRT_0044,MGP Radiator Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,6,68,20,5,10,10,Fulfilled,6500,13000,0
DMD14870,2025-12-18,2025,12,18,3,1,DLR_018,Maruti Point 18,Unassigned,WH001,PRT_0020,MGP Cabin Air Filter Type 4,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,16,57,46,5,10,10,Fulfilled,550,550,0
DMD14871,2025-01-03,2025,1,3,4,1,DLR_023,Maruti Point 23,Unassigned,WH001,PRT_0013,MGP Oil Filter Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,15,43,31,5,10,10,Fulfilled,320,320,0
DMD14872,2025-08-17,2025,8,17,6,1,DLR_020,Maruti Point 20,Unassigned,WH001,PRT_0043,MGP Spark Plug Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,1,36,34,5,10,10,Fulfilled,250,250,0
DMD14873,2025-01-21,2025,1,21,1,1,DLR_006,Bimal Auto,South,WH001,PRT_0033,MGP Timing Belt Type 2,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,20,13,17,5,10,10,Fulfilled,1500,1500,1
DMD14874,2025-09-19,2025,9,19,4,1,DLR_008,Mandovi Motors,South,WH001,PRT_0019,MGP Wiper Blades Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,7,21,10,5,10,10,Fulfilled,600,600,0
DMD14875,2025-12-02,2025,12,2,1,1,DLR_015,Maruti Point 15,Unassigned,WH001,PRT_0081,MGP Headlight Bulb Type 2,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,6,58,13,5,10,10,Fulfilled,850,3400,0
DMD14876,2025-07-22,2025,7,22,1,1,DLR_010,Machino Techno,East,WH001,PRT_0009,MGP Fuel Pump Type 4,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,17,70,47,5,10,10,Fulfilled,4200,12600,0
DMD14877,2025-11-10,2025,11,10,0,1,DLR_025,Maruti Point 25,Unassigned,WH001,PRT_0017,MGP Radiator Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,10,30,11,5,10,10,Fulfilled,6500,32500,0
DMD14878,2025-09-12,2025,9,12,4,1,DLR_026,Maruti Point 26,Unassigned,WH001,PRT_0007,MGP Clutch Plate Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,3,46,50,5,10,10,Fulfilled,3200,16000,1
DMD14879,2025-11-16,2025,11,16,6,1,DLR_001,Competent Automobiles,North,WH001,PRT_0082,MGP Air Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,14,92,42,5,10,10,Fulfilled,450,1350,0
DMD14880,2025-02-22,2025,2,22,5,1,DLR_021,Maruti Point 21,Unassigned,WH001,PRT_0024,MGP Headlight Bulb Type 2,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,4,81,50,5,10,10,Fulfilled,850,4250,0
DMD14881,2025-07-21,2025,7,21,0,1,DLR_024,Maruti Point 24,Unassigned,WH001,PRT_0079,MGP Thermostat Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,16,29,14,5,10,10,Fulfilled,1200,2400,0
DMD14882,2025-10-23,2025,10,23,3,1,DLR_028,Maruti Point 28,Unassigned,WH001,PRT_0081,MGP Headlight Bulb Type 2,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,16,90,48,5,10,10,Fulfilled,850,3400,0
DMD14883,2025-01-03,2025,1,3,4,1,DLR_002,Vitesse Motors,West,WH001,PRT_0035,MGP Fuel Pump Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,14,15,43,5,10,10,Fulfilled,4200,12600,1
DMD14884,2025-04-25,2025,4,25,4,1,DLR_024,Maruti Point 24,Unassigned,WH001,PRT_0008,MGP Radiator Type 2,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,15,58,31,5,10,10,Fulfilled,6500,13000,0
DMD14885,2025-12-10,2025,12,10,2,1,DLR_022,Maruti Point 22,Unassigned,WH001,PRT_0040,MGP Cabin Air Filter Type 5,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,1,51,21,5,10,10,Fulfilled,550,550,0
DMD14886,2025-05-18,2025,5,18,6,1,DLR_022,Maruti Point 22,Unassigned,WH001,PRT_0004,MGP Fuel Pump Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,14,26,33,5,10,10,Fulfilled,4200,16800,1
DMD14887,2025-03-23,2025,3,23,6,1,DLR_027,Maruti Point 27,Unassigned,WH001,PRT_0085,MGP Cabin Air Filter Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,6,65,47,5,10,10,Fulfilled,550,2750,0
DMD14888,2025-06-16,2025,6,16,0,1,DLR_015,Maruti Point 15,Unassigned,WH001,PRT_0060,MGP Oil Filter Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,9,41,18,5,10,10,Fulfilled,320,320,0
DMD14889,2025-05-20,2025,5,20,1,1,DLR_010,Machino Techno,East,WH001,PRT_0029,MGP Thermostat Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,12,74,44,5,10,10,Fulfilled,1200,2400,0
DMD14890,2025-08-21,2025,8,21,3,1,DLR_004,Varun Motors,South,WH001,PRT_0035,MGP Fuel Pump Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,2,47,15,5,10,10,Fulfilled,4200,8400,0
DMD14891,2025-04-09,2025,4,9,2,1,DLR_004,Varun Motors,South,WH001,PRT_0043,MGP Spark Plug Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,4,82,33,5,10,10,Fulfilled,250,1250,0
DMD14892,2025-04-04,2025,4,4,4,1,DLR_006,Bimal Auto,South,WH001,PRT_0014,MGP Alternator Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,14,58,25,5,10,10,Fulfilled,5600,16800,0
DMD14893,2025-04-23,2025,4,23,2,1,DLR_002,Vitesse Motors,West,WH001,PRT_0031,MGP Battery Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,14,52,37,5,10,10,Fulfilled,4500,9000,0
DMD14894,2025-04-19,2025,4,19,5,1,DLR_014,Maruti Point 14,Unassigned,WH001,PRT_0094,MGP Thermostat Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,13,70,46,5,10,10,Fulfilled,1200,1200,0
DMD14895,2025-04-08,2025,4,8,1,1,DLR_009,Chowgule Industries,West,WH001,PRT_0079,MGP Thermostat Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,17,43,21,5,10,10,Fulfilled,1200,3600,0
DMD14896,2025-02-20,2025,2,20,3,1,DLR_019,Maruti Point 19,Unassigned,WH001,PRT_0011,MGP Air Filter Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,19,34,33,5,10,10,Fulfilled,450,2250,0
DMD14897,2025-01-14,2025,1,14,1,1,DLR_010,Machino Techno,East,WH001,PRT_0024,MGP Headlight Bulb Type 2,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,6,5,40,5,10,10,Fulfilled,850,4250,1
DMD14898,2025-11-24,2025,11,24,0,1,DLR_018,Maruti Point 18,Unassigned,WH001,PRT_0024,MGP Headlight Bulb Type 2,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,19,4,13,5,10,10,Fulfilled,850,3400,1
DMD14899,2025-05-01,2025,5,1,3,1,DLR_001,Competent Automobiles,North,WH001,PRT_0006,MGP Battery Type 5,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,14,13,49,5,10,10,Fulfilled,4500,13500,1
DMD14900,2025-06-10,2025,6,10,1,1,DLR_026,Maruti Point 26,Unassigned,WH001,PRT_0055,MGP Fuel Pump Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,4,67,34,5,10,10,Fulfilled,4200,12600,0
DMD14901,2025-11-26,2025,11,26,2,1,DLR_009,Chowgule Industries,West,WH001,PRT_0001,MGP Spark Plug Type 5,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,12,61,15,5,10,10,Fulfilled,250,750,0
DMD14902,2025-06-08,2025,6,8,6,1,DLR_015,Maruti Point 15,Unassigned,WH001,PRT_0060,MGP Oil Filter Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,16,36,14,5,10,10,Fulfilled,320,320,0
