Date,Dealer_ID,Inventory_Level,Total_Demand_Qty,Avg_Unit_Price,Total_Sales_Value,Stockout_Count
2025-02-04,DLR_011,Standard,294,1200,352800,1
2025-02-04,DLR_012,Standard,198,1200,237600,0
2025-02-04,DLR_013,Standard,97,1200,116400,3
2025-02-04,DLR_014,Standard,224,1200,268800,2
2025-02-04,DLR_015,Standard,54,1200,64800,1
2025-02-04,DLR_016,Standard,60,1200,72000,2
2025-02-04,DLR_017,Standard,276,1200,331200,3
2025-02-04,DLR_018,Standard,300,1200,360000,3
2025-02-04,DLR_019,Standard,170,1200,204000,3
2025-02-04,DLR_020,Standard,93,1200,111600,3
2025-02-04,DLR_021,Standard,178,1200,213600,0
2025-02-04,DLR_022,Standard,45,1200,54000,2
2025-02-04,DLR_023,Standard,155,1200,186000,1
2025-02-04,DLR_024,Standard,293,1200,351600,0
2025-02-04,DLR_025,Standard,74,1200,88800,0
2025-02-04,DLR_026,Standard,99,1200,118800,3
2025-02-04,DLR_027,Standard,178,1200,213600,3
2025-02-04,DLR_028,Standard,175,1200,210000,3
2025-02-04,DLR_029,Standard,30,1200,36000,3
2025-02-04,DLR_030,Standard,82,1200,98400,3
2025-02-05,DLR_001,Standard,145,1200,174000,1
2025-02-05,DLR_002,Standard,71,1200,85200,0
2025-02-05,DLR_003,Standard,101,1200,121200,3
2025-02-05,DLR_004,Standard,237,1200,284400,1
2025-02-05,DLR_005,Standard,137,1200,164400,3
2025-02-05,DLR_006,Standard,69,1200,82800,2
2025-02-05,DLR_007,Standard,44,1200,52800,1
2025-02-05,DLR_008,Standard,277,1200,332400,2
2025-02-05,DLR_009,Standard,78,1200,93600,1
2025-02-05,DLR_010,Standard,162,1200,194400,3
2025-02-05,DLR_011,Standard,23,1200,27600,2
2025-02-05,DLR_012,Standard,229,1200,274800,2
2025-02-05,DLR_013,Standard,34,1200,40800,0
2025-02-05,DLR_014,Standard,256,1200,307200,3
2025-02-05,DLR_015,Standard,288,1200,345600,1
2025-02-05,DLR_016,Standard,66,1200,79200,3
2025-02-05,DLR_017,Standard,159,1200,190800,1
2025-02-05,DLR_018,Standard,258,1200,309600,2
2025-02-05,DLR_019,Standard,291,1200,349200,2
2025-02-05,DLR_020,Standard,109,1200,130800,2
2025-02-05,DLR_021,Standard,292,1200,350400,0
2025-02-05,DLR_022,Standard,132,1200,158400,3
2025-02-05,DLR_023,Standard,246,1200,295200,3
2025-02-05,DLR_024,Standard,89,1200,106800,2
2025-02-05,DLR_025,Standard,234,1200,280800,0
2025-02-05,DLR_026,Standard,59,1200,70800,3
2025-02-05,DLR_027,Standard,267,1200,320400,0
2025-02-05,DLR_028,Standard,23,1200,27600,1
2025-02-05,DLR_029,Standard,177,1200,212400,0
2025-02-05,DLR_030,Standard,71,1200,85200,1
2025-02-06,DLR_001,Standard,202,1200,242400,1
2025-02-06,DLR_002,Standard,61,1200,73200,2
2025-02-06,DLR_003,Standard,98,1200,117600,0
2025-02-06,DLR_004,Standard,72,1200,86400,1
2025-02-06,DLR_005,Standard,156,1200,187200,3
2025-02-06,DLR_006,Standard,244,1200,292800,1
2025-02-06,DLR_007,Standard,63,1200,75600,2
2025-02-06,DLR_008,Standard,241,1200,289200,1
2025-02-06,DLR_009,Standard,32,1200,38400,1
2025-02-06,DLR_010,Standard,45,1200,54000,0
2025-02-06,DLR_011,Standard,190,1200,228000,1
2025-02-06,DLR_012,Standard,174,1200,208800,3
2025-02-06,DLR_013,Standard,48,1200,57600,1
2025-02-06,DLR_014,Standard,264,1200,316800,2
2025-02-06,DLR_015,Standard,24,1200,28800,0
2025-02-06,DLR_016,Standard,127,1200,152400,2
2025-02-06,DLR_017,Standard,70,1200,84000,1
2025-02-06,DLR_018,Standard,262,1200,314400,1
2025-02-06,DLR_019,Standard,251,1200,301200,1
2025-02-06,DLR_020,Standard,149,1200,178800,3
2025-02-06,DLR_021,Standard,56,1200,67200,2
2025-02-06,DLR_022,Standard,267,1200,320400,3
2025-02-06,DLR_023,Standard,274,1200,328800,2
2025-02-06,DLR_024,Standard,61,1200,73200,2
2025-02-06,DLR_025,Standard,199,1200,238800,1
2025-02-06,DLR_026,Standard,222,1200,266400,3
2025-02-06,DLR_027,Standard,261,1200,313200,3
2025-02-06,DLR_028,Standard,212,1200,254400,1
2025-02-06,DLR_029,Standard,71,1200,85200,3
2025-02-06,DLR_030,Standard,179,1200,214800,1
2025-02-07,DLR_001,Standard,26,1200,31200,2
2025-02-07,DLR_002,Standard,230,1200,276000,2
2025-02-07,DLR_003,Standard,221,1200,265200,0
2025-02-07,DLR_004,Standard,105,1200,126000,3
2025-02-07,DLR_005,Standard,114,1200,136800,0
2025-02-07,DLR_006,Standard,219,1200,262800,0
2025-02-07,DLR_007,Standard,245,1200,294000,1
2025-02-07,DLR_008,Standard,201,1200,241200,1
2025-02-07,DLR_009,Standard,155,1200,186000,2
2025-02-07,DLR_010,Standard,154,1200,184800,0
2025-02-07,DLR_011,Standard,144,1200,172800,1
2025-02-07,DLR_012,Standard,287,1200,344400,2
2025-02-07,DLR_013,Standard,260,1200,312000,0
2025-02-07,DLR_014,Standard,86,1200,103200,0
2025-02-07,DLR_015,Standard,190,1200,228000,2
2025-02-07,DLR_016,Standard,241,1200,289200,1
2025-02-07,DLR_017,Standard,66,1200,79200,2
2025-02-07,DLR_018,Standard,92,1200,110400,3
2025-02-07,DLR_019,Standard,274,1200,328800,0
2025-02-07,DLR_020,Standard,260,1200,312000,1
2025-02-07,DLR_021,Standard,95,1200,114000,2
2025-02-07,DLR_022,Standard,287,1200,344400,1
2025-02-07,DLR_023,Standard,248,1200,297600,2
2025-02-07,DLR_024,Standard,46,1200,55200,3
2025-02-07,DLR_025,Standard,288,1200,345600,2
2025-02-07,DLR_026,Standard,26,1200,31200,2
2025-02-07,DLR_027,Standard,55,1200,66000,0
2025-02-07,DLR_028,Standard,155,1200,186000,2
2025-02-07,DLR_029,Standard,127,1200,152400,2
2025-02-07,DLR_030,Standard,210,1200,252000,3
2025-02-08,DLR_001,Standard,150,1200,180000,2
2025-02-08,DLR_002,Standard,279,1200,334800,3
2025-02-08,DLR_003,Standard,220,1200,264000,1
2025-02-08,DLR_004,Standard,223,1200,267600,2
2025-02-08,DLR_005,Standard,227,1200,272400,3
2025-02-08,DLR_006,Standard,161,1200,193200,2
2025-02-08,DLR_007,Standard,242,1200,290400,0
2025-02-08,DLR_008,Standard,224,1200,268800,0
2025-02-08,DLR_009,Standard,84,1200,100800,2
2025-02-08,DLR_010,Standard,197,1200,236400,0
2025-02-08,DLR_011,Standard,195,1200,234000,0
2025-02-08,DLR_012,Standard,141,1200,169200,3
2025-02-08,DLR_013,Standard,270,1200,324000,2
2025-02-08,DLR_014,Standard,49,1200,58800,1
2025-02-08,DLR_015,Standard,71,1200,85200,0
2025-02-08,DLR_016,Standard,171,1200,205200,2
2025-02-08,DLR_017,Standard,76,1200,91200,1
2025-02-08,DLR_018,Standard,86,1200,103200,3
2025-02-08,DLR_019,Standard,125,1200,150000,3
2025-02-08,DLR_020,Standard,212,1200,254400,2
2025-02-08,DLR_021,Standard,266,1200,319200,3
2025-02-08,DLR_022,Standard,38,1200,45600,0
2025-02-08,DLR_023,Standard,133,1200,159600,0
2025-02-08,DLR_024,Standard,30,1200,36000,0
2025-02-08,DLR_025,Standard,35,1200,42000,1
2025-02-08,DLR_026,Standard,236,1200,283200,0
2025-02-08,DLR_027,Standard,203,1200,243600,2
2025-02-08,DLR_028,Standard,219,1200,262800,0
2025-02-08,DLR_029,Standard,124,1200,148800,0
2025-02-08,DLR_030,Standard,264,1200,316800,1
2025-02-09,DLR_001,Standard,57,1200,68400,2
2025-02-09,DLR_002,Standard,139,1200,166800,2
2025-02-09,DLR_003,Standard,260,1200,312000,1
2025-02-09,DLR_004,Standard,242,1200,290400,1
2025-02-09,DLR_005,Standard,270,1200,324000,3
2025-02-09,DLR_006,Standard,105,1200,126000,2
2025-02-09,DLR_007,Standard,228,1200,273600,1
2025-02-09,DLR_008,Standard,65,1200,78000,2
2025-02-09,DLR_009,Standard,204,1200,244800,1
2025-02-09,DLR_010,Standard,166,1200,199200,3
2025-02-09,DLR_011,Standard,61,1200,73200,3
2025-02-09,DLR_012,Standard,41,1200,49200,0
2025-02-09,DLR_013,Standard,227,1200,272400,0
2025-02-09,DLR_014,Standard,191,1200,229200,1
2025-02-09,DLR_015,Standard,80,1200,96000,1
2025-02-09,DLR_016,Standard,52,1200,62400,0
2025-02-09,DLR_017,Standard,160,1200,192000,2
2025-02-09,DLR_018,Standard,218,1200,261600,3
2025-02-09,DLR_019,Standard,268,1200,321600,0
2025-02-09,DLR_020,Standard,159,1200,190800,0
2025-02-09,DLR_021,Standard,23,1200,27600,1
2025-02-09,DLR_022,Standard,192,1200,230400,2
2025-02-09,DLR_023,Standard,53,1200,63600,0
2025-02-09,DLR_024,Standard,154,1200,184800,1
2025-02-09,DLR_025,Standard,32,1200,38400,0
2025-02-09,DLR_026,Standard,158,1200,189600,3
2025-02-09,DLR_027,Standard,173,1200,207600,3
2025-02-09,DLR_028,Standard,267,1200,320400,3
2025-02-09,DLR_029,Standard,186,1200,223200,1
2025-02-09,DLR_030,Standard,180,1200,216000,0
2025-02-10,DLR_001,Standard,43,1200,51600,0
2025-02-10,DLR_002,Standard,101,1200,121200,0
2025-02-10,DLR_003,Standard,65,1200,78000,2
2025-02-10,DLR_004,Standard,149,1200,178800,1
2025-02-10,DLR_005,Standard,241,1200,289200,1
2025-02-10,DLR_006,Standard,27,1200,32400,1
2025-02-10,DLR_007,Standard,184,1200,220800,2
2025-02-10,DLR_008,Standard,244,1200,292800,1
2025-02-10,DLR_009,Standard,231,1200,277200,0
2025-02-10,DLR_010,Standard,83,1200,99600,0
2025-02-10,DLR_011,Standard,86,1200,103200,1
2025-02-10,DLR_012,Standard,137,1200,164400,3
2025-02-10,DLR_013,Standard,259,1200,310800,1
2025-02-10,DLR_014,Standard,46,1200,55200,0
2025-02-10,DLR_015,Standard,175,1200,210000,3
2025-02-10,DLR_016,Standard,258,1200,309600,0
2025-02-10,DLR_017,Standard,160,1200,192000,3
2025-02-10,DLR_018,Standard,217,1200,260400,3
2025-02-10,DLR_019,Standard,40,1200,48000,0
2025-02-10,DLR_020,Standard,267,1200,320400,2
2025-02-10,DLR_021,Standard,172,1200,206400,3
2025-02-10,DLR_022,Standard,265,1200,318000,0
2025-02-10,DLR_023,Standard,223,1200,267600,1
2025-02-10,DLR_024,Standard,98,1200,117600,3
2025-02-10,DLR_025,Standard,98,1200,117600,0
2025-02-10,DLR_026,Standard,70,1200,84000,3
2025-02-10,DLR_027,Standard,211,1200,253200,1
2025-02-10,DLR_028,Standard,113,1200,135600,1
2025-02-10,DLR_029,Standard,179,1200,214800,2
2025-02-10,DLR_030,Standard,224,1200,268800,3
2025-02-11,DLR_001,Standard,30,1200,36000,2
2025-02-11,DLR_002,Standard,36,1200,43200,0
2025-02-11,DLR_003,Standard,255,1200,306000,3
2025-02-11,DLR_004,Standard,142,1200,170400,0
2025-02-11,DLR_005,Standard,111,1200,133200,0
2025-02-11,DLR_006,Standard,57,1200,68400,0
2025-02-11,DLR_007,Standard,122,1200,146400,0
2025-02-11,DLR_008,Standard,105,1200,126000,1
2025-02-11,DLR_009,Standard,185,1200,222000,2
2025-02-11,DLR_010,Standard,220,1200,264000,2
2025-02-11,DLR_011,Standard,150,1200,180000,0
2025-02-11,DLR_012,Standard,239,1200,286800,2
2025-02-11,DLR_013,Standard,182,1200,218400,1
2025-02-11,DLR_014,Standard,90,1200,108000,2
2025-02-11,DLR_015,Standard,59,1200,70800,0
2025-02-11,DLR_016,Standard,140,1200,168000,0
2025-02-11,DLR_017,Standard,53,1200,63600,3
2025-02-11,DLR_018,Standard,162,1200,194400,0
2025-02-11,DLR_019,Standard,151,1200,181200,3
2025-02-11,DLR_020,Standard,40,1200,48000,1
2025-02-11,DLR_021,Standard,41,1200,49200,1
2025-02-11,DLR_022,Standard,168,1200,201600,1
2025-02-11,DLR_023,Standard,63,1200,75600,1
2025-02-11,DLR_024,Standard,253,1200,303600,2
2025-02-11,DLR_025,Standard,184,1200,220800,2
2025-02-11,DLR_026,Standard,70,1200,84000,1
2025-02-11,DLR_027,Standard,242,1200,290400,3
2025-02-11,DLR_028,Standard,263,1200,315600,3
2025-02-11,DLR_029,Standard,201,1200,241200,0
2025-02-11,DLR_030,Standard,101,1200,121200,2
2025-02-12,DLR_001,Standard,115,1200,138000,1
2025-02-12,DLR_002,Standard,131,1200,157200,0
2025-02-12,DLR_003,Standard,129,1200,154800,0
2025-02-12,DLR_004,Standard,263,1200,315600,2
2025-02-12,DLR_005,Standard,127,1200,152400,0
2025-02-12,DLR_006,Standard,109,1200,130800,2
2025-02-12,DLR_007,Standard,177,1200,212400,1
2025-02-12,DLR_008,Standard,151,1200,181200,3
2025-02-12,DLR_009,Standard,217,1200,260400,2
2025-02-12,DLR_010,Standard,36,1200,43200,1
2025-02-12,DLR_011,Standard,144,1200,172800,2
2025-02-12,DLR_012,Standard,247,1200,296400,2
2025-02-12,DLR_013,Standard,27,1200,32400,2
2025-02-12,DLR_014,Standard,226,1200,271200,0
2025-02-12,DLR_015,Standard,249,1200,298800,0
2025-02-12,DLR_016,Standard,181,1200,217200,0
2025-02-12,DLR_017,Standard,131,1200,157200,2
2025-02-12,DLR_018,Standard,173,1200,207600,3
2025-02-12,DLR_019,Standard,162,1200,194400,2
2025-02-12,DLR_020,Standard,193,1200,231600,2
2025-02-12,DLR_021,Standard,160,1200,192000,1
2025-02-12,DLR_022,Standard,26,1200,31200,1
2025-02-12,DLR_023,Standard,118,1200,141600,3
2025-02-12,DLR_024,Standard,167,1200,200400,2
2025-02-12,DLR_025,Standard,150,1200,180000,1
2025-02-12,DLR_026,Standard,147,1200,176400,3
2025-02-12,DLR_027,Standard,29,1200,34800,1
2025-02-12,DLR_028,Standard,213,1200,255600,3
2025-02-12,DLR_029,Standard,89,1200,106800,1
2025-02-12,DLR_030,Standard,235,1200,282000,0
2025-02-13,DLR_001,Standard,80,1200,96000,2
2025-02-13,DLR_002,Standard,164,1200,196800,2
2025-02-13,DLR_003,Standard,35,1200,42000,0
2025-02-13,DLR_004,Standard,182,1200,218400,2
2025-02-13,DLR_005,Standard,180,1200,216000,3
2025-02-13,DLR_006,Standard,133,1200,159600,3
2025-02-13,DLR_007,Standard,230,1200,276000,1
2025-02-13,DLR_008,Standard,228,1200,273600,3
2025-02-13,DLR_009,Standard,236,1200,283200,3
2025-02-13,DLR_010,Standard,90,1200,108000,3
2025-02-13,DLR_011,Standard,70,1200,84000,0
2025-02-13,DLR_012,Standard,113,1200,135600,3
2025-02-13,DLR_013,Standard,145,1200,174000,0
2025-02-13,DLR_014,Standard,219,1200,262800,3
2025-02-13,DLR_015,Standard,68,1200,81600,0
2025-02-13,DLR_016,Standard,256,1200,307200,1
2025-02-13,DLR_017,Standard,34,1200,40800,1
2025-02-13,DLR_018,Standard,145,1200,174000,3
2025-02-13,DLR_019,Standard,137,1200,164400,0
2025-02-13,DLR_020,Standard,220,1200,264000,0
2025-02-13,DLR_021,Standard,258,1200,309600,0
2025-02-13,DLR_022,Standard,247,1200,296400,3
2025-02-13,DLR_023,Standard,87,1200,104400,3
2025-02-13,DLR_024,Standard,91,1200,109200,3
2025-02-13,DLR_025,Standard,195,1200,234000,2
2025-02-13,DLR_026,Standard,180,1200,216000,2
2025-02-13,DLR_027,Standard,258,1200,309600,1
2025-02-13,DLR_028,Standard,178,1200,213600,2
2025-02-13,DLR_029,Standard,111,1200,133200,0
2025-02-13,DLR_030,Standard,239,1200,286800,3
2025-02-14,DLR_001,Standard,91,1200,109200,1
2025-02-14,DLR_002,Standard,111,1200,133200,0
2025-02-14,DLR_003,Standard,30,1200,36000,1
2025-02-14,DLR_004,Standard,133,1200,159600,2
2025-02-14,DLR_005,Standard,50,1200,60000,1
2025-02-14,DLR_006,Standard,236,1200,283200,0
2025-02-14,DLR_007,Standard,117,1200,140400,2
2025-02-14,DLR_008,Standard,155,1200,186000,1
2025-02-14,DLR_009,Standard,194,1200,232800,1
2025-02-14,DLR_010,Standard,241,1200,289200,2
2025-02-14,DLR_011,Standard,254,1200,304800,1
2025-02-14,DLR_012,Standard,49,1200,58800,3
2025-02-14,DLR_013,Standard,23,1200,27600,3
2025-02-14,DLR_014,Standard,179,1200,214800,3
2025-02-14,DLR_015,Standard,43,1200,51600,1
2025-02-14,DLR_016,Standard,128,1200,153600,2
2025-02-14,DLR_017,Standard,245,1200,294000,1
2025-02-14,DLR_018,Standard,173,1200,207600,2
2025-02-14,DLR_019,Standard,166,1200,199200,2
2025-02-14,DLR_020,Standard,187,1200,224400,1
2025-02-14,DLR_021,Standard,21,1200,25200,3
2025-02-14,DLR_022,Standard,228,1200,273600,3
2025-02-14,DLR_023,Standard,206,1200,247200,0
2025-02-14,DLR_024,Standard,185,1200,222000,3
2025-02-14,DLR_025,Standard,103,1200,123600,2
2025-02-14,DLR_026,Standard,33,1200,39600,2
2025-02-14,DLR_027,Standard,21,1200,25200,2
2025-02-14,DLR_028,Standard,166,1200,199200,3
2025-02-14,DLR_029,Standard,177,1200,212400,2
2025-02-14,DLR_030,Standard,161,1200,193200,3
2025-02-15,DLR_001,Standard,55,1200,66000,1
2025-02-15,DLR_002,Standard,151,1200,181200,3
2025-02-15,DLR_003,Standard,90,1200,108000,0
2025-02-15,DLR_004,Standard,72,1200,86400,1
2025-02-15,DLR_005,Standard,214,1200,256800,3
2025-02-15,DLR_006,Standard,226,1200,271200,0
2025-02-15,DLR_007,Standard,125,1200,150000,1
2025-02-15,DLR_008,Standard,26,1200,31200,1
2025-02-15,DLR_009,Standard,201,1200,241200,0
2025-02-15,DLR_010,Standard,158,1200,189600,1
2025-02-15,DLR_011,Standard,38,1200,45600,2
2025-02-15,DLR_012,Standard,224,1200,268800,0
2025-02-15,DLR_013,Standard,45,1200,54000,0
2025-02-15,DLR_014,Standard,118,1200,141600,2
2025-02-15,DLR_015,Standard,51,1200,61200,3
2025-02-15,DLR_016,Standard,189,1200,226800,2
2025-02-15,DLR_017,Standard,213,1200,255600,1
2025-02-15,DLR_018,Standard,153,1200,183600,1
2025-02-15,DLR_019,Standard,77,1200,92400,0
2025-02-15,DLR_020,Standard,48,1200,57600,0
2025-02-15,DLR_021,Standard,28,1200,33600,2
2025-02-15,DLR_022,Standard,24,1200,28800,3
2025-02-15,DLR_023,Standard,198,1200,237600,2
2025-02-15,DLR_024,Standard,206,1200,247200,0
2025-02-15,DLR_025,Standard,167,1200,200400,2
2025-02-15,DLR_026,Standard,178,1200,213600,3
2025-02-15,DLR_027,Standard,114,1200,136800,0
2025-02-15,DLR_028,Standard,177,1200,212400,0
2025-02-15,DLR_029,Standard,48,1200,57600,0
2025-02-15,DLR_030,Standard,227,1200,272400,1
2025-02-16,DLR_001,Standard,87,1200,104400,0
2025-02-16,DLR_002,Standard,212,1200,254400,2
2025-02-16,DLR_003,Standard,92,1200,110400,3
2025-02-16,DLR_004,Standard,20,1200,24000,2
2025-02-16,DLR_005,Standard,223,1200,267600,3
2025-02-16,DLR_006,Standard,210,1200,252000,0
2025-02-16,DLR_007,Standard,229,1200,274800,1
2025-02-16,DLR_008,Standard,77,1200,92400,3
2025-02-16,DLR_009,Standard,148,1200,177600,1
2025-02-16,DLR_010,Standard,41,1200,49200,0
2025-02-16,DLR_011,Standard,65,1200,78000,0
2025-02-16,DLR_012,Standard,235,1200,282000,3
2025-02-16,DLR_013,Standard,125,1200,150000,3
2025-02-16,DLR_014,Standard,199,1200,238800,2
2025-02-16,DLR_015,Standard,50,1200,60000,1
2025-02-16,DLR_016,Standard,48,1200,57600,1
2025-02-16,DLR_017,Standard,73,1200,87600,3
2025-02-16,DLR_018,Standard,91,1200,109200,1
2025-02-16,DLR_019,Standard,139,1200,166800,0
2025-02-16,DLR_020,Standard,106,1200,127200,0
2025-02-16,DLR_021,Standard,191,1200,229200,2
2025-02-16,DLR_022,Standard,62,1200,74400,2
2025-02-16,DLR_023,Standard,224,1200,268800,1
2025-02-16,DLR_024,Standard,56,1200,67200,3
2025-02-16,DLR_025,Standard,92,1200,110400,2
2025-02-16,DLR_026,Standard,42,1200,50400,2
2025-02-16,DLR_027,Standard,120,1200,144000,3
2025-02-16,DLR_028,Standard,158,1200,189600,1
2025-02-16,DLR_029,Standard,74,1200,88800,0
2025-02-16,DLR_030,Standard,173,1200,207600,1
2025-02-17,DLR_001,Standard,48,1200,57600,1
2025-02-17,DLR_002,Standard,209,1200,250800,3
2025-02-17,DLR_003,Standard,204,1200,244800,2
2025-02-17,DLR_004,Standard,121,1200,145200,2
2025-02-17,DLR_005,Standard,162,1200,194400,0
2025-02-17,DLR_006,Standard,176,1200,211200,1
2025-02-17,DLR_007,Standard,228,1200,273600,0
2025-02-17,DLR_008,Standard,28,1200,33600,2
2025-02-17,DLR_009,Standard,52,1200,62400,1
2025-02-17,DLR_010,Standard,61,1200,73200,1
2025-02-17,DLR_011,Standard,222,1200,266400,3
2025-02-17,DLR_012,Standard,200,1200,240000,0
2025-02-17,DLR_013,Standard,215,1200,258000,3
2025-02-17,DLR_014,Standard,48,1200,57600,3
2025-02-17,DLR_015,Standard,235,1200,282000,2
2025-02-17,DLR_016,Standard,76,1200,91200,0
2025-02-17,DLR_017,Standard,181,1200,217200,1
2025-02-17,DLR_018,Standard,115,1200,138000,1
2025-02-17,DLR_019,Standard,111,1200,133200,3
2025-02-17,DLR_020,Standard,164,1200,196800,2
2025-02-17,DLR_021,Standard,223,1200,267600,1
2025-02-17,DLR_022,Standard,197,1200,236400,1
2025-02-17,DLR_023,Standard,156,1200,187200,1
2025-02-17,DLR_024,Standard,181,1200,217200,3
2025-02-17,DLR_025,Standard,33,1200,39600,1
2025-02-17,DLR_026,Standard,203,1200,243600,1
2025-02-17,DLR_027,Standard,77,1200,92400,1
2025-02-17,DLR_028,Standard,44,1200,52800,3
2025-02-17,DLR_029,Standard,72,1200,86400,0
2025-02-17,DLR_030,Standard,235,1200,282000,2
2025-02-18,DLR_001,Standard,143,1200,171600,0
2025-02-18,DLR_002,Standard,157,1200,188400,1
2025-02-18,DLR_003,Standard,212,1200,254400,1
2025-02-18,DLR_004,Standard,42,1200,50400,0
2025-02-18,DLR_005,Standard,139,1200,166800,1
2025-02-18,DLR_006,Standard,133,1200,159600,0
2025-02-18,DLR_007,Standard,171,1200,205200,2
2025-02-18,DLR_008,Standard,218,1200,261600,3
2025-02-18,DLR_009,Standard,120,1200,144000,2
2025-02-18,DLR_010,Standard,78,1200,93600,0
2025-02-18,DLR_011,Standard,218,1200,261600,0
2025-02-18,DLR_012,Standard,143,1200,171600,3
2025-02-18,DLR_013,Standard,103,1200,123600,1
2025-02-18,DLR_014,Standard,160,1200,192000,3
2025-02-18,DLR_015,Standard,105,1200,126000,0
2025-02-18,DLR_016,Standard,94,1200,112800,0
2025-02-18,DLR_017,Standard,66,1200,79200,1
2025-02-18,DLR_018,Standard,109,1200,130800,1
2025-02-18,DLR_019,Standard,173,1200,207600,1
2025-02-18,DLR_020,Standard,77,1200,92400,3
2025-02-18,DLR_021,Standard,118,1200,141600,1
2025-02-18,DLR_022,Standard,46,1200,55200,1
2025-02-18,DLR_023,Standard,131,1200,157200,2
2025-02-18,DLR_024,Standard,77,1200,92400,3
2025-02-18,DLR_025,Standard,217,1200,260400,2
2025-02-18,DLR_026,Standard,212,1200,254400,1
2025-02-18,DLR_027,Standard,165,1200,198000,3
2025-02-18,DLR_028,Standard,128,1200,153600,3
2025-02-18,DLR_029,Standard,74,1200,88800,0
2025-02-18,DLR_030,Standard,120,1200,144000,1
2025-02-19,DLR_001,Standard,47,1200,56400,1
2025-02-19,DLR_002,Standard,138,1200,165600,3
2025-02-19,DLR_003,Standard,73,1200,87600,0
2025-02-19,DLR_004,Standard,138,1200,165600,2
2025-02-19,DLR_005,Standard,136,1200,163200,1
2025-02-19,DLR_006,Standard,169,1200,202800,0
2025-02-19,DLR_007,Standard,194,1200,232800,2
2025-02-19,DLR_008,Standard,153,1200,183600,1
2025-02-19,DLR_009,Standard,220,1200,264000,2
2025-02-19,DLR_010,Standard,18,1200,21600,2
2025-02-19,DLR_011,Standard,101,1200,121200,2
2025-02-19,DLR_012,Standard,223,1200,267600,3
2025-02-19,DLR_013,Standard,189,1200,226800,1
2025-02-19,DLR_014,Standard,23,1200,27600,3
2025-02-19,DLR_015,Standard,110,1200,132000,3
2025-02-19,DLR_016,Standard,105,1200,126000,0
2025-02-19,DLR_017,Standard,169,1200,202800,1
2025-02-19,DLR_018,Standard,51,1200,61200,0
2025-02-19,DLR_019,Standard,166,1200,199200,1
2025-02-19,DLR_020,Standard,74,1200,88800,0
2025-02-19,DLR_021,Standard,203,1200,243600,1
2025-02-19,DLR_022,Standard,71,1200,85200,1
2025-02-19,DLR_023,Standard,212,1200,254400,2
2025-02-19,DLR_024,Standard,190,1200,228000,1
2025-02-19,DLR_025,Standard,128,1200,153600,1
2025-02-19,DLR_026,Standard,91,1200,109200,0
2025-02-19,DLR_027,Standard,182,1200,218400,0
2025-02-19,DLR_028,Standard,153,1200,183600,3
2025-02-19,DLR_029,Standard,154,1200,184800,1
2025-02-19,DLR_030,Standard,34,1200,40800,3
2025-02-20,DLR_001,Standard,35,1200,42000,1
2025-02-20,DLR_002,Standard,79,1200,94800,0
2025-02-20,DLR_003,Standard,71,1200,85200,3
2025-02-20,DLR_004,Standard,223,1200,267600,2
2025-02-20,DLR_005,Standard,192,1200,230400,2
2025-02-20,DLR_006,Standard,206,1200,247200,2
2025-02-20,DLR_007,Standard,62,1200,74400,2
2025-02-20,DLR_008,Standard,190,1200,228000,3
2025-02-20,DLR_009,Standard,159,1200,190800,3
2025-02-20,DLR_010,Standard,46,1200,55200,3
2025-02-20,DLR_011,Standard,182,1200,218400,0
2025-02-20,DLR_012,Standard,199,1200,238800,1
2025-02-20,DLR_013,Standard,75,1200,90000,0
2025-02-20,DLR_014,Standard,83,1200,99600,3
2025-02-20,DLR_015,Standard,87,1200,104400,0
2025-02-20,DLR_016,Standard,34,1200,40800,2
2025-02-20,DLR_017,Standard,128,1200,153600,3
2025-02-20,DLR_018,Standard,104,1200,124800,1
2025-02-20,DLR_019,Standard,39,1200,46800,3
2025-02-20,DLR_020,Standard,99,1200,118800,1
2025-02-20,DLR_021,Standard,175,1200,210000,3
2025-02-20,DLR_022,Standard,19,1200,22800,1
2025-02-20,DLR_023,Standard,206,1200,247200,2
2025-02-20,DLR_024,Standard,32,1200,38400,1
2025-02-20,DLR_025,Standard,61,1200,73200,1
2025-02-20,DLR_026,Standard,64,1200,76800,2
2025-02-20,DLR_027,Standard,85,1200,102000,3
2025-02-20,DLR_028,Standard,105,1200,126000,1
2025-02-20,DLR_029,Standard,32,1200,38400,1
2025-02-20,DLR_030,Standard,45,1200,54000,3
2025-02-21,DLR_001,Standard,32,1200,38400,2
2025-02-21,DLR_002,Standard,47,1200,56400,2
2025-02-21,DLR_003,Standard,132,1200,158400,2
2025-02-21,DLR_004,Standard,87,1200,104400,2
2025-02-21,DLR_005,Standard,179,1200,214800,0
2025-02-21,DLR_006,Standard,39,1200,46800,0
2025-02-21,DLR_007,Standard,214,1200,256800,3
2025-02-21,DLR_008,Standard,186,1200,223200,2
2025-02-21,DLR_009,Standard,127,1200,152400,3
2025-02-21,DLR_010,Standard,162,1200,194400,3
2025-02-21,DLR_011,Standard,177,1200,212400,2
2025-02-21,DLR_012,Standard,114,1200,136800,0
2025-02-21,DLR_013,Standard,183,1200,219600,3
2025-02-21,DLR_014,Standard,213,1200,255600,1
2025-02-21,DLR_015,Standard,163,1200,195600,2
2025-02-21,DLR_016,Standard,152,1200,182400,1
