vin,dealer_id,model,variant,color,days_in_inventory,status
9C90WXLL5UBEVSZLC,DLR_14,Nexon,Smart,Daytona Grey,9,Available
HEX7SAOEOG4MSZKNU,DLR_05,Nexon,Pure,Daytona Grey,43,Available
SAXQC63RJLBFRJSJJ,DLR_01,Nexon,Smart+,Calgary White,8,Available
120ETCCGRPH3QVPSK,DLR_06,Curvv,Creative+,Opera Blue,128,Critical
X36DOLK32J1WMPQ30,DLR_07,Harrier,Smart,Lunar Slate,41,Available
H9CH1JFGMGWUTNYJN,DLR_12,Tiago,XM,Opal White,115,Critical
WML7O610HLSEFGBCP,DLR_10,Punch,Accomplished,Tornado Blue,16,Available
0SPWQIGBU990MZ9HG,DLR_06,Curvv,Pure,Pristine White,41,Available
EZ96SJMHJ6C6AB5GT,DLR_01,Punch,Accomplished,Daytona Grey,20,Available
DNZ3LVR26OMPI8YH6,DLR_06,Punch,Pure,Meteor Bronze,1,Available
7QFUJ7VLSGO7F0BRO,DLR_07,Nexon,Smart,Flame Red,42,Available
D3BMYU8TN8FQMJ22O,DLR_10,Safari,Adventure,Daytona Grey,191,Critical
B47ZPO0LLQIXUCE5Y,DLR_03,Nexon,Smart+,Calgary White,32,Available
CFVP1XNKVB2HQBWO7,DLR_05,Nexon,Creative,Pristine White,16,Available
39JY193AT6MDVBO10,DLR_01,Nexon,Smart+,Pure Grey,4,Available
RMGVGQ2UOKFF5V7IJ,DLR_03,Nexon,Pure,Pure Grey,7,Available
NRFJ6NS395PAVH9KS,DLR_05,Tiago,XZ+,Arizona Blue,4,Available
WGOSNSTAVPIAGF9AH,DLR_14,Harrier,Pure,Lunar Slate,13,Available
IH2JYHRQG3IGFO0SK,DLR_15,Punch,Adventure,Daytona Grey,1,Available
0IOU8H1BQ2S2WMSWY,DLR_04,Tiago,XM,Daytona Grey,44,Available
0JWI0P91LERVER2YZ,DLR_11,Curvv,Smart,Virtual Sunrise,33,Available
BDWU1G7PNDXMZ2CAO,DLR_03,Punch,Pure,Calypso Red,3,Available
P3A0MQ4XO06R9DD6E,DLR_04,Harrier,Pure+,Orcus White,8,Available
9LNBOHUXS928Q0P5M,DLR_02,Nexon,Creative,Fearless Purple,2,Available
O0EN9UU2Y4IX0HY9K,DLR_13,Tiago,XE,Arizona Blue,210,Critical
ZJGDGK8DZVR9D02U7,DLR_06,Nexon,Pure,Calgary White,14,Available
NIUA0IRAL0L8LPHYK,DLR_03,Nexon,Pure,Fearless Purple,8,Available
31JWZ55H7W8FKROUF,DLR_12,Nexon,Fearless,Fearless Purple,177,Critical
J1YGSKQYP891XSD0N,DLR_01,Harrier,Fearless,Lunar Slate,57,Available
HSP2OY4CD3LIQA123,DLR_09,Punch,Pure,Orcus White,62,Aging
6NICD23V4XN1FVQFB,DLR_01,Punch,Adventure,Tornado Blue,22,Available
P7WLYUYRJ55VFNIE9,DLR_06,Nexon,Pure+,Pure Grey,204,Critical
T07BVQ4RKP3WUDE71,DLR_01,Punch,Adventure,Tornado Blue,2,Available
LSSG7FWPS64HMZYWD,DLR_06,Tiago,XM,Daytona Grey,24,Available
ZXFMX9IYHOSDQE3NH,DLR_17,Tiago,XM,Flame Red,18,Available
3PUWSXVTI2V0ZSLWE,DLR_09,Tiago,XM,Midnight Plum,4,Available
UEFCJZ9BO4F6T8RBA,DLR_12,Tiago,XZ,Daytona Grey,10,Available
2HJQN33BQ85UVLYAB,DLR_02,Harrier,Adventure,Lunar Slate,36,Available
38K2D0JZCBFFBFL1H,DLR_05,Harrier,Adventure+,Oberon Black,103,Critical
P63QWBMNERGWJ8RR1,DLR_02,Nexon,Creative,Pure Grey,49,Available
3I6WTL0OC7HKHBEDB,DLR_17,Punch,Adventure,Meteor Bronze,2,Available
BN0I97ERR59HZX7ZB,DLR_01,Punch,Accomplished,Atomic Orange,82,Available
TDNAPGFHTN9XED3A2,DLR_15,Harrier,Fearless,Lunar Slate,81,Available
9Y61F42Q5IMLX6VYM,DLR_02,Curvv,Accomplished,Pure Grey,3,Available
LAFSJWCCWWJABXXWN,DLR_07,Curvv,Smart,Pure Grey,167,Critical
25DNZIHSQ8LH1TBGK,DLR_07,Punch,Adventure,Calypso Red,6,Available
00AA79Z67YYKL4RFQ,DLR_07,Punch,Accomplished,Daytona Grey,15,Available
YG0QLWE10W7TUA9GY,DLR_02,Nexon,Creative,Pure Grey,95,Aging
65QV3Q95EPQXRV170,DLR_01,Nexon,Pure+,Pure Grey,1,Available
4WG6RPDHKUZUX887O,DLR_01,Nexon,Smart,Calgary White,15,Available
6U5CKNHP41169G871,DLR_18,Nexon,Pure,Pure Grey,42,Available
XYRAEON3OV1OKMDVA,DLR_06,Punch,Adventure,Meteor Bronze,46,Available
FJ8RM4T2KO4YWHZ3G,DLR_16,Tiago,XZ+,Arizona Blue,10,Available
2XAWGGG1IAUYKZN94,DLR_12,Punch,Pure,Meteor Bronze,29,Available
VQDYEVLN2V0TIW5L5,DLR_05,Curvv,Pure,Daytona Grey,11,Available
IM1XZFTRYC9UBTRKU,DLR_09,Punch,Creative,Tornado Blue,17,Available
4UVD5LAY1VO4WQXJB,DLR_01,Nexon,Smart,Calgary White,3,Available
0GAKASKDST7OJBQPL,DLR_09,Harrier,Pure,Coral Red,139,Critical
HNQQA4P29XB4O6PJH,DLR_05,Nexon,Smart,Flame Red,37,Available
V92VN8R0YU45O4DNU,DLR_02,Punch,Creative,Daytona Grey,7,Available
PAGI3XAW5NV1VM2HJ,DLR_03,Harrier,Smart,Oberon Black,53,Available
M5ZJYITRZRAUD2YZD,DLR_03,Nexon,Smart+,Calgary White,4,Available
JFC6AQ1DRRVI0R3X4,DLR_03,Harrier,Pure,Lunar Slate,204,Critical
BKK3ILVS5UOJME129,DLR_03,Harrier,Fearless,Orcus White,112,Critical
FJDBE2X8IWDRYHB96,DLR_05,Harrier,Adventure,Lunar Slate,79,Aging
I7SIS1BWMF8YWT9OC,DLR_13,Safari,Pure,Cosmic Gold,89,Aging
3JQ1NKWM3N3E1I0B4,DLR_07,Punch,Accomplished,Tornado Blue,11,Available
AEU4SSVVMYZKVFK4X,DLR_04,Nexon,Fearless,Fearless Purple,223,Critical
4OUV73L5KKYNLCKLL,DLR_04,Harrier,Smart,Daytona Grey,53,Available
55V6J9RUFIVIPV8MS,DLR_07,Harrier,Pure+,Ash Grey,5,Available
FJFL12Z4YJDKEI5QF,DLR_07,Tiago,XM,Arizona Blue,61,Aging
BPFV7UW67H8F9T6GX,DLR_17,Punch,Accomplished,Meteor Bronze,6,Available
DV21NDCS1UYSZDED8,DLR_11,Punch,Accomplished,Orcus White,160,Critical
2AJH706LGLGUQDVEA,DLR_02,Tiago,XE,Midnight Plum,1,Available
1384BAXY8QEGEXAS2,DLR_17,Nexon,Pure,Daytona Grey,2,Available
EE6GR37PVCF4US3G1,DLR_19,Punch,Adventure,Orcus White,81,Available
U3M3TD7URUDO4CDTB,DLR_04,Altroz,XZ,Downtown Red,38,Available
5IOMQD9ANOTQLV7RX,DLR_20,Nexon,Creative,Calgary White,7,Available
6S5IBGG2TGG48LEFX,DLR_16,Tiago,XM,Opal White,80,Aging
FPNNQK0GM5FFK6O81,DLR_13,Curvv,Smart,Virtual Sunrise,3,Available
MV4HMM04K3HF9PQN4,DLR_07,Harrier,Smart,Oberon Black,5,Available
A29MFF0GBVP8FKQBJ,DLR_17,Nexon,Pure,Pristine White,37,Available
G42W6HDBM4I5VGD1X,DLR_09,Punch,Creative,Meteor Bronze,7,Available
0HXV2ZOTTSMZNMS8I,DLR_04,Curvv,Creative+,Virtual Sunrise,18,Available
1ZJMKFU904HT2LSVR,DLR_04,Nexon,Pure,Intensi-Teal,19,Available
56RGLCSMA48S15JD4,DLR_05,Harrier,Adventure+,Ash Grey,60,Available
XXWFMH6AAF28NWNL2,DLR_17,Curvv,Creative,Daytona Grey,9,Available
ICYAK3J8WRZ3XCCPL,DLR_07,Tiago,XM,Daytona Grey,7,Available
8Q3518RWDJ4VTRZR8,DLR_05,Curvv,Creative,Pure Grey,72,Aging
L7DAOVXPKAYBSEWYO,DLR_06,Nexon,Pure,Pristine White,36,Available
BR3D71EEZUH9WL4B7,DLR_01,Harrier,Smart,Oberon Black,118,Aging
20E26PSRC4DWC279I,DLR_14,Safari,Accomplished,Cosmic Gold,22,Available
677SNPFC5A23JK3OL,DLR_02,Nexon,Smart,Calgary White,1,Available
4JSLQM4L9GFJ1PINI,DLR_12,Altroz,Dark,Downtown Red,164,Aging
FOYWWADSQ32QL5G0T,DLR_10,Harrier,Pure,Orcus White,134,Critical
BUNOQ4GNW8Z48LVC9,DLR_03,Punch,Pure,Calypso Red,31,Available
98W406MQ8I3WEHGSU,DLR_14,Nexon,Pure,Pristine White,91,Aging
131PL1TKRKV29YMJC,DLR_02,Tiago,NRG,Daytona Grey,7,Available
L48K6H9G9EI2LIMP3,DLR_01,Curvv,Smart,Daytona Grey,3,Available
K6FA2HZTEIWWCW6YR,DLR_14,Altroz,XM+,Opera Blue,127,Critical
TW4HMVFCMQ0OB1N6Q,DLR_17,Nexon,Fearless,Flame Red,23,Available
E2CXV3CX4KAFREANO,DLR_01,Tiago,NRG,Midnight Plum,51,Available
5753PIXDI0QIV55RC,DLR_06,Punch,Adventure,Tornado Blue,112,Critical
BN9JNE7SH6S0OK0Y0,DLR_16,Nexon,Fearless,Pristine White,2,Available
I2K5ESV2FK3QU7TG2,DLR_17,Safari,Accomplished,Stardust Ash,54,Available
AKVOD3RS2NU4BMZTN,DLR_11,Punch,Pure,Calypso Red,1,Available
270A0WEMMHMX5NYQ3,DLR_13,Nexon,Pure,Daytona Grey,3,Available
43E90EQEIHUO63WED,DLR_03,Harrier,Smart,Coral Red,34,Available
7I85H6YYDCM3T19LF,DLR_04,Punch,Pure,Daytona Grey,18,Available
FXW7PT0RKXQLLOPEY,DLR_03,Curvv,Pure,Pristine White,79,Aging
D7E0L4OL5KP3ID6DN,DLR_18,Punch,Creative,Meteor Bronze,24,Available
DBZXAI9IINELGVD3O,DLR_08,Tiago,XM,Arizona Blue,59,Available
CYSY8L5BQKMY6QR7E,DLR_17,Nexon,Creative,Daytona Grey,63,Available
OHGN48IPBQMY3OC9G,DLR_17,Safari,Adventure+,Stardust Ash,175,Critical
NXMSMFCBSOM4HN9R5,DLR_05,Curvv,Pure,Opera Blue,22,Available
SSHU1BACXF6RNH5EH,DLR_04,Tiago,XE,Flame Red,4,Available
3U48T5EOA48QNPAS8,DLR_10,Harrier,Smart,Orcus White,33,Available
VDESIS69OP2C8HH41,DLR_06,Punch,Creative,Orcus White,15,Available
PG2MIRXC55L1P1DHD,DLR_04,Punch,Pure,Orcus White,65,Available
D08KIMGKAR9OWSLK0,DLR_02,Nexon,Smart+,Daytona Grey,17,Available
4RWUG166S78KB2C1M,DLR_04,Punch,Accomplished,Tornado Blue,26,Available
YW7YHRJRRIDMI2471,DLR_14,Nexon,Smart+,Fearless Purple,33,Available
E09WQ4N18153W56I9,DLR_16,Nexon,Smart,Pure Grey,28,Available
6YJV601S9BAY6B0M1,DLR_11,Punch,Adventure,Tornado Blue,8,Available
E8BCAOKPM4SJSSZXQ,DLR_13,Nexon,Smart,Daytona Grey,48,Available
MZRD5D7VKC5BNZ72W,DLR_20,Tiago,XM,Arizona Blue,54,Available
SOSP89UKAI77LX956,DLR_05,Tiago,XE,Daytona Grey,249,Critical
9IM4KNPI91PY9T27Y,DLR_02,Nexon,Creative,Calgary White,142,Aging
TOF1QRF87HKL19Z9E,DLR_12,Nexon,Pure,Pristine White,4,Available
7G9BSL7L9BGDYBOJ5,DLR_17,Harrier,Fearless,Lunar Slate,144,Critical
KWES65O412Q4X0808,DLR_12,Safari,Smart,Cosmic Gold,2,Available
TEZ66190RUIIJC57V,DLR_02,Tiago,XE,Daytona Grey,14,Available
OGDMBP7TY2P47HSZQ,DLR_09,Safari,Pure,Cosmic Gold,35,Available
4XVDN0A59WAGP510L,DLR_17,Nexon,Pure,Intensi-Teal,30,Available
HTS1P2K6MU0D1TT03,DLR_07,Nexon,Creative+,Flame Red,24,Available
HUGT7SAYQN92T2KRY,DLR_07,Tiago,XZ,Daytona Grey,28,Available
6EEG9NJEPLI20AK6N,DLR_04,Punch,Pure,Atomic Orange,155,Critical
PFXRPHT28C8CFL1ZY,DLR_10,Harrier,Smart,Oberon Black,6,Available
WVX12I21IHHQPST2S,DLR_02,Punch,Adventure,Daytona Grey,32,Available
T6NGFLR3VZWR9IWEU,DLR_02,Safari,Pure+,Daytona Grey,61,Aging
HHKV4WMTQ9FXPT6QP,DLR_05,Tiago,XM+,Midnight Plum,24,Available
ZRTCVMUJP8UUHNYKY,DLR_06,Harrier,Adventure,Ash Grey,49,Available
9YRODT2DTOOHUAINR,DLR_03,Nexon,Smart+,Daytona Grey,2,Available
XSBQTYKIXZS5AU36P,DLR_06,Nexon,Smart,Calgary White,59,Available
9Y7CJBSQIZRJ48L94,DLR_17,Curvv,Pure+,Daytona Grey,37,Available
QFFP5NY1LI8ARE104,DLR_06,Tiago,XZ,Midnight Plum,40,Available
ITBLJITXYEP6C15R5,DLR_06,Punch,Creative,Meteor Bronze,65,Available
N5MU56FFJL7MHEK99,DLR_06,Nexon,Creative+,Fearless Purple,3,Available
DQUH7ICPL6RMX1VZA,DLR_14,Punch,Pure,Daytona Grey,42,Available
KZSEQGAN2ITCLT62U,DLR_15,Punch,Adventure,Tornado Blue,73,Available
GKMCML5UGDDXBZT0T,DLR_17,Harrier,Pure,Daytona Grey,10,Available
VI73MLC16X7YNSLQM,DLR_04,Punch,Creative,Calypso Red,1,Available
V9JODAD46Y07BONN4,DLR_03,Punch,Creative,Tornado Blue,95,Aging
ZPR6H2U8V7LJQ54BG,DLR_15,Safari,Smart,Orcus White,170,Critical
AEEP2R61LJXGD3UEX,DLR_01,Safari,Adventure+,Cosmic Gold,255,Aging
82A6TDJ9IT1ALHH5S,DLR_02,Harrier,Pure,Lunar Slate,169,Aging
T087BBMUX7ZHEQN66,DLR_02,Nexon,Smart+,Intensi-Teal,20,Available
DW8Q8ZJ772595EY49,DLR_04,Safari,Adventure,Cosmic Gold,94,Critical
QB5ON46OTN4LL1WOR,DLR_18,Safari,Pure,Oberon Black,63,Aging
GIK1E6U4GN9SLXSOL,DLR_06,Safari,Pure,Stardust Ash,47,Available
X1HXCHYHP386FSRKQ,DLR_08,Safari,Smart,Stardust Ash,50,Available
NV8OFGSM897JHHZLY,DLR_14,Safari,Pure,Daytona Grey,85,Aging
FWDROPV3CE60JLDBL,DLR_01,Punch,Adventure,Tornado Blue,76,Available
E8ITA84DQ6XNVELHI,DLR_01,Punch,Creative,Calypso Red,8,Available
J7DYKC5IR6SAWHCRC,DLR_05,Harrier,Smart,Coral Red,17,Available
6DUDUYMTGRHT8QVPC,DLR_07,Tiago,XM+,Opal White,34,Available
LFQGH53VQAL7JMIXN,DLR_01,Safari,Smart,Oberon Black,145,Aging
4RHBR3I93QF2HP4C3,DLR_05,Nexon,Creative,Intensi-Teal,1,Available
MLFP36JH83MH8QGKN,DLR_10,Nexon,Fearless,Flame Red,2,Available
W3ZVWQQ5ZDXI7NDCW,DLR_10,Nexon,Creative,Pristine White,1,Available
MK3PBE1UGGJMQ6GXL,DLR_03,Nexon,Smart+,Flame Red,208,Critical
R5LVWQOLF43YWLPTP,DLR_05,Tiago,NRG,Daytona Grey,23,Available
ECI1ZSMH12GK0H2K1,DLR_05,Punch,Adventure,Atomic Orange,1,Available
PSHYNNKB47Y7M8MRY,DLR_14,Punch,Adventure,Atomic Orange,41,Available
UZ98JDM2ODTXC23F6,DLR_05,Punch,Creative,Meteor Bronze,227,Critical
PSEFMJJEF3WO9EKL6,DLR_03,Harrier,Pure,Daytona Grey,12,Available
5RSB3CEMVHPKHGYGM,DLR_10,Nexon,Smart+,Intensi-Teal,20,Available
54PUIHTMME870P2WA,DLR_09,Nexon,Smart,Calgary White,80,Aging
W1TS9VNRURUOUUY89,DLR_03,Nexon,Pure,Fearless Purple,25,Available
NG8DZAFDMR6SOH7QL,DLR_02,Altroz,Dark,Cosmo Dark,367,Critical
OPP5T33JCN6CYO51K,DLR_17,Nexon,Smart,Pure Grey,33,Available
CMPCBHBXFLOUW91TV,DLR_15,Tiago,XE,Arizona Blue,68,Available
U1GDM57PPX116DBJX,DLR_20,Tiago,NRG,Flame Red,100,Critical
80KMCMXZYRJFVOHOC,DLR_12,Safari,Adventure,Orcus White,44,Available
Z0GMV0AKJTDKWEY7Z,DLR_14,Nexon,Smart+,Fearless Purple,2,Available
39SGUTTFL9NEJF1B2,DLR_14,Safari,Pure,Cosmic Gold,13,Available
YM63YWCMHEBYMHRRT,DLR_01,Nexon,Creative,Fearless Purple,3,Available
1HDEYLIAH5MN6OQJ6,DLR_17,Nexon,Smart,Pristine White,29,Available
IKT2KFXHN5A5W9XXL,DLR_17,Nexon,Smart,Flame Red,36,Available
ZPDOP6HD7LG1EFLHL,DLR_03,Tiago,XM,Flame Red,8,Available
4MPLIXMEVAYK8KF78,DLR_12,Harrier,Adventure+,Oberon Black,68,Aging
5QMDHRAGJEDAMNVO3,DLR_01,Harrier,Pure,Coral Red,258,Critical
O8Y7HRS7R8RLR4GVO,DLR_04,Punch,Adventure,Tornado Blue,8,Available
107TEDQG8XRVNKVW4,DLR_17,Nexon,Smart,Daytona Grey,5,Available
HK89FBP548QLOLDA6,DLR_04,Punch,Adventure,Tornado Blue,226,Critical
8QV6S2BUG35I08038,DLR_11,Punch,Adventure,Orcus White,4,Available
5W8W3Z3YFW9BFH2I0,DLR_01,Harrier,Smart,Orcus White,107,Aging
8W9U1Q2TXVP9OPTFO,DLR_03,Nexon,Pure,Flame Red,1,Available
KY2NQH6FATLY4W3WE,DLR_12,Tiago,XE,Arizona Blue,74,Aging
AAJ7HEKDZE9ZWVIHW,DLR_06,Tiago,XE,Midnight Plum,2,Available
K4GD4FUXAZK8J72OY,DLR_20,Altroz,XZ,Avenue White,6,Available
19E6XIIDR90RXCIOF,DLR_20,Tiago,NRG,Flame Red,131,Aging
5TSDPLS9EK1ZOS3DG,DLR_13,Punch,Accomplished,Calypso Red,10,Available
S445Y4TS63BKBG0IM,DLR_09,Harrier,Adventure+,Orcus White,115,Aging
8T4YMICRNBQOUQ6TJ,DLR_19,Harrier,Pure+,Orcus White,5,Available
H8IR60MDX1ZR99TGS,DLR_14,Punch,Accomplished+,Daytona Grey,6,Available
5D00A1LUTVFLOK711,DLR_03,Curvv,Creative,Pure Grey,5,Available
MCDNXHBA14CAZDYO0,DLR_09,Curvv,Pure,Pure Grey,2,Available
SELS3CDOOF2JJLP4L,DLR_04,Safari,Adventure,Daytona Grey,75,Available
ZUO88V78RZ5CWCC2P,DLR_02,Harrier,Adventure+,Ash Grey,131,Critical
THM707X3KB5NQ323L,DLR_17,Safari,Smart,Orcus White,71,Aging
PDQ2ECEBRDYAMSU1U,DLR_05,Altroz,Dark,Opera Blue,32,Available
5EQCBZ45G5VWXT4PS,DLR_09,Punch,Pure,Meteor Bronze,7,Available
8FVXRNE5YAZHUUHUK,DLR_11,Harrier,Adventure,Daytona Grey,90,Aging
7XXA6BMLA4QRY3VVV,DLR_07,Nexon,Creative,Intensi-Teal,21,Available
VCVUE11PJ1GEV8CZN,DLR_17,Nexon,Creative,Pristine White,16,Available
VZYZ72YWMJTW7TDWD,DLR_19,Punch,Creative,Atomic Orange,15,Available
BT9MMLFK3C020ZTX6,DLR_05,Nexon,Smart,Pure Grey,15,Available
EUSC74C5AI4324H90,DLR_19,Punch,Accomplished,Tornado Blue,7,Available
LTYHMP1HXRIBXAL1L,DLR_14,Tiago,XE,Opal White,2,Available
VKVUDQZG2R7UC5UX8,DLR_04,Harrier,Fearless,Daytona Grey,103,Aging
CAUE1H4O8LYEC9WBS,DLR_15,Harrier,Pure+,Coral Red,28,Available
21KCP41YB606RP26G,DLR_13,Punch,Creative,Calypso Red,11,Available
AGB0XZZB7QA4F0SV3,DLR_07,Nexon,Pure,Intensi-Teal,6,Available
WJN5L3J8KKP9V905P,DLR_10,Nexon,Fearless,Pristine White,19,Available
PN3N1UJQINY4WUNOF,DLR_10,Punch,Adventure,Daytona Grey,26,Available
TI9CK6XPQOHQZ89GS,DLR_07,Harrier,Fearless,Orcus White,52,Available
885YSSNY20GAYB3LT,DLR_14,Punch,Creative+,Meteor Bronze,21,Available
DZ41MDC6YISWS4WT3,DLR_02,Punch,Creative,Calypso Red,53,Available
OB2R20UWQD6YN5GL0,DLR_07,Punch,Adventure,Atomic Orange,8,Available
VZU88HLNIA3F5ZCXS,DLR_05,Nexon,Fearless,Fearless Purple,40,Available
J9L4MYIYHUIVG9ZC2,DLR_01,Nexon,Smart+,Flame Red,58,Available
MSAJV3RE9QLJMFDXQ,DLR_06,Tiago,XM+,Flame Red,35,Available
TWBCO3UQHBP7PO9ST,DLR_04,Tiago,XM,Midnight Plum,6,Available
C0Y2YB8QVY3VDCEG1,DLR_08,Tiago,XE,Flame Red,16,Available
SBKDNL9RAT6RNW1HF,DLR_02,Punch,Pure,Calypso Red,3,Available
IP85LJWCC2HHI733I,DLR_01,Harrier,Smart,Ash Grey,20,Available
W5JM8PFJDEXCM97SS,DLR_19,Harrier,Pure,Coral Red,66,Aging
71QXQCRWY9XX4K63K,DLR_02,Harrier,Smart,Orcus White,2,Available
D3YOSREBKNKV25UKP,DLR_07,Safari,Adventure,Orcus White,13,Available
MYSRNYZRBGWVNG0GT,DLR_07,Punch,Accomplished,Daytona Grey,8,Available
PO01WURNWLZA0WUOW,DLR_02,Punch,Creative,Daytona Grey,2,Available
LACCE7SABATFEBI0B,DLR_13,Nexon,Fearless+,Calgary White,6,Available
BPCQ4ADQTJQMUZ16G,DLR_09,Tiago,XM,Opal White,42,Available
SQPBQ7EA3MFK5A38E,DLR_06,Nexon,Smart+,Intensi-Teal,40,Available
66X7VJ10PKTNOWXZO,DLR_15,Punch,Pure,Atomic Orange,29,Available
6AZH7PGSRD1I3GGL0,DLR_02,Safari,Smart,Orcus White,13,Available
5HILEJQOQ99PBXB5V,DLR_08,Harrier,Smart,Daytona Grey,48,Available
1WWHKXDCOVY86DLZW,DLR_02,Safari,Accomplished,Cosmic Gold,8,Available
8HS10T7RXTJN7LDHT,DLR_01,Harrier,Smart,Ash Grey,87,Aging
GI809QC588I4RBBNO,DLR_05,Nexon,Fearless+,Pure Grey,2,Available
CBFNXRL47VZ0PAEP3,DLR_14,Punch,Creative,Orcus White,14,Available
4GU5Z9LPHUIVL9YH8,DLR_19,Nexon,Smart+,Flame Red,8,Available
OXLOPJLJVNKYGO3U1,DLR_20,Tiago,XE,Arizona Blue,152,Critical
3TXZ1NW8JKD4BS4KU,DLR_05,Harrier,Pure,Orcus White,11,Available
743P2KR4WG7S7DXD9,DLR_17,Tiago,NRG,Daytona Grey,14,Available
RHCLQ9DWCJTAC15DI,DLR_02,Punch,Pure,Orcus White,8,Available
6C0641UDXU0CF17JI,DLR_11,Safari,Smart,Oberon Black,58,Available
PUD6W0H67WPRB98DS,DLR_06,Punch,Adventure,Daytona Grey,60,Available
ISE0MEQW2N5EOYUN4,DLR_11,Harrier,Pure+,Oberon Black,106,Aging
3P2M7270NVP8V6RRY,DLR_16,Safari,Adventure,Lunar Slate,73,Available
OEXIR4IIQKDXGRS3Q,DLR_10,Safari,Smart,Stardust Ash,15,Available
1F997EIAL2YV2S599,DLR_10,Punch,Accomplished,Calypso Red,75,Available
1BSH3BVUCZV0PGXC0,DLR_18,Harrier,Pure+,Coral Red,111,Critical
QW8K0REP1KTLVIHN2,DLR_04,Nexon,Pure+,Calgary White,24,Available
YOQJSNURDZFD5OQC5,DLR_01,Harrier,Adventure,Daytona Grey,58,Available
UVZB365TYAGI9UOLG,DLR_07,Nexon,Pure,Pure Grey,18,Available
6JDO7NL3GIH9NC210,DLR_02,Punch,Creative,Orcus White,4,Available
SZSLB7JL6LXCUOIJA,DLR_10,Nexon,Pure,Daytona Grey,14,Available
W3HC2F8J7JVYLMAAJ,DLR_06,Punch,Adventure,Atomic Orange,20,Available
VVJ0N2H7DBWU5P86K,DLR_13,Altroz,XE,Downtown Red,356,Aging
FABV94IY7X32EUH5P,DLR_19,Harrier,Pure,Orcus White,85,Aging
90F16H5P51EH7XGNO,DLR_14,Punch,Pure,Daytona Grey,3,Available
WDRW6FI9LE0NCNMG1,DLR_07,Tiago,XM,Midnight Plum,19,Available
Z9YUD2XD3TTVGTEKT,DLR_12,Safari,Adventure,Cosmic Gold,123,Aging
PXXZ9XX5FZHFEFPQ5,DLR_02,Safari,Smart,Lunar Slate,7,Available
9727TRVJQZPLJCMVY,DLR_06,Harrier,Adventure,Coral Red,5,Available
EKJTI0E8N71XVR7JE,DLR_11,Nexon,Smart,Daytona Grey,41,Available
2AZ7GKXQ9J5TRKJ8P,DLR_02,Tiago,XM,Arizona Blue,15,Available
1T04UBG0X4VSG9UEG,DLR_17,Punch,Creative,Atomic Orange,3,Available
YRCBF5UV8ALA26GV7,DLR_10,Nexon,Creative,Daytona Grey,3,Available
2Y0JHPBGGBAXRBI1D,DLR_05,Nexon,Pure,Intensi-Teal,103,Critical
S6UV3FYTEM2F4ONB8,DLR_05,Nexon,Fearless,Daytona Grey,1,Available
D96IK7ZIEMYXADLUS,DLR_12,Tiago,NRG,Flame Red,90,Available
7PRM99430U1MW51LR,DLR_03,Tiago,XZ,Midnight Plum,227,Critical
VDX0BNH36WE7GJ81D,DLR_04,Harrier,Adventure,Orcus White,1,Available
79XYTCDMF6E4Z1WMJ,DLR_19,Punch,Creative,Meteor Bronze,30,Available
EHOOKEIHQJ90ZUCED,DLR_02,Harrier,Smart,Coral Red,45,Available
MJ73LXVXEUSX4CQEK,DLR_03,Curvv,Smart,Daytona Grey,3,Available
ZTVB9WBB5BAVOTVZG,DLR_09,Nexon,Fearless,Fearless Purple,86,Aging
K14IBMM3UXPAENDUP,DLR_17,Altroz,XE,Harbour Blue,32,Available
ANHRUMMTVDN4P0L58,DLR_02,Punch,Accomplished+,Daytona Grey,7,Available
0AW2059ZYGCQWHR1E,DLR_07,Nexon,Pure,Pure Grey,169,Critical
XZWE0QDNDB94LJQ22,DLR_02,Harrier,Fearless,Coral Red,146,Critical
ORGJ5T2PX2DOJ4W8C,DLR_03,Nexon,Pure+,Pristine White,41,Available
XLUG0N3PI6W380292,DLR_12,Safari,Smart,Orcus White,49,Available
4XG8I41RVA7MUDENC,DLR_07,Harrier,Pure,Ash Grey,17,Available
BDFFE1OH6XM6AQWQ4,DLR_08,Punch,Adventure,Atomic Orange,68,Available
XJEQ4AY94EH1EWCF5,DLR_07,Punch,Creative,Meteor Bronze,3,Available
AQT1ZNI1MKSLO87TQ,DLR_01,Harrier,Adventure+,Ash Grey,20,Available
KFM35VJ8QCNXHB9FP,DLR_02,Nexon,Pure,Pure Grey,3,Available
9335MR83DE2NGTG5H,DLR_12,Altroz,XM,Downtown Red,54,Available
ZW56071NMO3DEEI9Y,DLR_10,Nexon,Pure,Intensi-Teal,91,Aging
3ZG9BEKGI8D9L9XG2,DLR_04,Punch,Accomplished,Calypso Red,26,Available
FCCE9F1A2WYHB3PJB,DLR_05,Curvv,Smart,Pure Grey,19,Available
9CCWE81OBLXBV36TO,DLR_12,Curvv,Smart,Opera Blue,215,Critical
GQZT360AMHLTT7R9V,DLR_01,Punch,Accomplished,Orcus White,20,Available
MVFUJIC51MIQUY5CC,DLR_06,Harrier,Pure,Coral Red,31,Available
FXJJUKQ22TS2OW5L8,DLR_07,Nexon,Pure+,Fearless Purple,175,Critical
DEZRH2DITP2XE1HVL,DLR_04,Nexon,Smart,Daytona Grey,36,Available
4P4AOQWYCWYUIW0JU,DLR_17,Punch,Accomplished,Calypso Red,51,Available
