dealer_id,sku,quantity_on_hand,floorplan_interest_rate
DLR_15,PRT_0069,50,0.101
DLR_15,PRT_0070,5,0.105
DLR_15,PRT_0071,22,0.1
DLR_15,PRT_0072,42,0.081
DLR_15,PRT_0073,37,0.108
DLR_15,PRT_0074,44,0.095
DLR_15,PRT_0075,24,0.12
DLR_15,PRT_0076,32,0.102
DLR_15,PRT_0077,22,0.099
DLR_15,PRT_0078,49,0.098
DLR_15,PRT_0079,31,0.11
DLR_15,PRT_0080,21,0.089
DLR_15,PRT_0081,28,0.097
DLR_15,PRT_0082,13,0.095
DLR_15,PRT_0083,41,0.106
DLR_15,PRT_0084,29,0.083
DLR_15,PRT_0085,10,0.118
DLR_15,PRT_0086,9,0.106
DLR_15,PRT_0087,13,0.083
DLR_15,PRT_0088,43,0.114
DLR_15,PRT_0089,13,0.09
DLR_15,PRT_0090,38,0.118
DLR_15,PRT_0091,45,0.081
DLR_15,PRT_0092,36,0.085
DLR_15,PRT_0093,48,0.12
DLR_15,PRT_0094,17,0.12
DLR_15,PRT_0095,36,0.106
DLR_15,PRT_0096,36,0.107
DLR_15,PRT_0097,29,0.104
DLR_15,PRT_0098,17,0.107
DLR_15,PRT_0099,35,0.085
DLR_15,PRT_0100,18,0.102
DLR_16,PRT_0001,26,0.107
DLR_16,PRT_0002,41,0.092
DLR_16,PRT_0003,13,0.1
DLR_16,PRT_0004,19,0.109
DLR_16,PRT_0005,40,0.104
DLR_16,PRT_0006,38,0.105
DLR_16,PRT_0007,20,0.117
DLR_16,PRT_0008,27,0.083
DLR_16,PRT_0009,38,0.115
DLR_16,PRT_0010,12,0.11
DLR_16,PRT_0011,18,0.097
DLR_16,PRT_0012,21,0.081
DLR_16,PRT_0013,42,0.085
DLR_16,PRT_0014,26,0.1
DLR_16,PRT_0015,23,0.082
DLR_16,PRT_0016,30,0.097
DLR_16,PRT_0017,37,0.104
DLR_16,PRT_0018,21,0.083
DLR_16,PRT_0019,46,0.099
DLR_16,PRT_0020,28,0.08
DLR_16,PRT_0021,30,0.104
DLR_16,PRT_0022,24,0.105
DLR_16,PRT_0023,48,0.111
DLR_16,PRT_0024,23,0.092
DLR_16,PRT_0025,18,0.107
DLR_16,PRT_0026,40,0.11
DLR_16,PRT_0027,46,0.111
DLR_16,PRT_0028,18,0.118
DLR_16,PRT_0029,28,0.118
DLR_16,PRT_0030,37,0.091
DLR_16,PRT_0031,43,0.089
DLR_16,PRT_0032,11,0.116
DLR_16,PRT_0033,15,0.093
DLR_16,PRT_0034,50,0.104
DLR_16,PRT_0035,39,0.088
DLR_16,PRT_0036,24,0.119
DLR_16,PRT_0037,33,0.089
DLR_16,PRT_0038,28,0.12
DLR_16,PRT_0039,18,0.116
DLR_16,PRT_0040,47,0.116
DLR_16,PRT_0041,50,0.088
DLR_16,PRT_0042,10,0.104
DLR_16,PRT_0043,16,0.112
DLR_16,PRT_0044,45,0.092
DLR_16,PRT_0045,48,0.101
DLR_16,PRT_0046,27,0.102
DLR_16,PRT_0047,32,0.093
DLR_16,PRT_0048,35,0.118
DLR_16,PRT_0049,13,0.084
DLR_16,PRT_0050,5,0.093
DLR_16,PRT_0051,33,0.089
DLR_16,PRT_0052,15,0.1
DLR_16,PRT_0053,6,0.097
DLR_16,PRT_0054,23,0.118
DLR_16,PRT_0055,45,0.088
DLR_16,PRT_0056,49,0.103
DLR_16,PRT_0057,16,0.109
DLR_16,PRT_0058,11,0.105
DLR_16,PRT_0059,20,0.108
DLR_16,PRT_0060,7,0.106
DLR_16,PRT_0061,9,0.093
DLR_16,PRT_0062,34,0.107
DLR_16,PRT_0063,33,0.092
DLR_16,PRT_0064,48,0.11
DLR_16,PRT_0065,19,0.093
DLR_16,PRT_0066,20,0.105
DLR_16,PRT_0067,17,0.102
DLR_16,PRT_0068,26,0.111
DLR_16,PRT_0069,9,0.106
DLR_16,PRT_0070,41,0.1
DLR_16,PRT_0071,34,0.106
DLR_16,PRT_0072,39,0.098
DLR_16,PRT_0073,6,0.117
DLR_16,PRT_0074,13,0.115
DLR_16,PRT_0075,29,0.082
DLR_16,PRT_0076,27,0.108
DLR_16,PRT_0077,44,0.115
DLR_16,PRT_0078,40,0.115
DLR_16,PRT_0079,50,0.096
DLR_16,PRT_0080,18,0.112
DLR_16,PRT_0081,32,0.081
DLR_16,PRT_0082,13,0.105
DLR_16,PRT_0083,8,0.083
DLR_16,PRT_0084,22,0.105
DLR_16,PRT_0085,20,0.085
DLR_16,PRT_0086,30,0.101
DLR_16,PRT_0087,8,0.092
DLR_16,PRT_0088,37,0.12
DLR_16,PRT_0089,22,0.105
DLR_16,PRT_0090,37,0.116
DLR_16,PRT_0091,33,0.111
DLR_16,PRT_0092,25,0.11
DLR_16,PRT_0093,29,0.09
DLR_16,PRT_0094,13,0.095
DLR_16,PRT_0095,10,0.086
DLR_16,PRT_0096,20,0.096
DLR_16,PRT_0097,36,0.096
DLR_16,PRT_0098,21,0.113
DLR_16,PRT_0099,22,0.1
DLR_16,PRT_0100,27,0.085
DLR_17,PRT_0001,34,0.09
DLR_17,PRT_0002,11,0.089
DLR_17,PRT_0003,42,0.082
DLR_17,PRT_0004,23,0.116
DLR_17,PRT_0005,15,0.107
DLR_17,PRT_0006,7,0.113
DLR_17,PRT_0007,6,0.087
DLR_17,PRT_0008,26,0.112
DLR_17,PRT_0009,37,0.11
DLR_17,PRT_0010,17,0.111
DLR_17,PRT_0011,25,0.086
DLR_17,PRT_0012,38,0.088
DLR_17,PRT_0013,42,0.119
DLR_17,PRT_0014,31,0.085
DLR_17,PRT_0015,24,0.12
DLR_17,PRT_0016,35,0.108
DLR_17,PRT_0017,28,0.104
DLR_17,PRT_0018,35,0.108
DLR_17,PRT_0019,5,0.105
DLR_17,PRT_0020,50,0.093
DLR_17,PRT_0021,35,0.117
DLR_17,PRT_0022,6,0.102
DLR_17,PRT_0023,44,0.113
DLR_17,PRT_0024,49,0.117
DLR_17,PRT_0025,23,0.104
DLR_17,PRT_0026,16,0.089
DLR_17,PRT_0027,34,0.108
DLR_17,PRT_0028,47,0.116
DLR_17,PRT_0029,42,0.099
DLR_17,PRT_0030,37,0.082
DLR_17,PRT_0031,46,0.104
DLR_17,PRT_0032,45,0.087
DLR_17,PRT_0033,26,0.119
DLR_17,PRT_0034,10,0.091
DLR_17,PRT_0035,32,0.112
DLR_17,PRT_0036,40,0.086
DLR_17,PRT_0037,42,0.101
DLR_17,PRT_0038,32,0.1
DLR_17,PRT_0039,42,0.085
DLR_17,PRT_0040,21,0.093
DLR_17,PRT_0041,30,0.096
DLR_17,PRT_0042,35,0.091
DLR_17,PRT_0043,14,0.107
DLR_17,PRT_0044,6,0.093
DLR_17,PRT_0045,34,0.097
DLR_17,PRT_0046,25,0.103
DLR_17,PRT_0047,48,0.112
DLR_17,PRT_0048,19,0.098
DLR_17,PRT_0049,37,0.099
DLR_17,PRT_0050,38,0.105
DLR_17,PRT_0051,11,0.084
DLR_17,PRT_0052,38,0.119
DLR_17,PRT_0053,38,0.118
DLR_17,PRT_0054,31,0.092
DLR_17,PRT_0055,36,0.095
DLR_17,PRT_0056,7,0.105
DLR_17,PRT_0057,13,0.117
DLR_17,PRT_0058,15,0.114
DLR_17,PRT_0059,15,0.095
DLR_17,PRT_0060,35,0.107
DLR_17,PRT_0061,36,0.103
DLR_17,PRT_0062,37,0.113
DLR_17,PRT_0063,27,0.086
DLR_17,PRT_0064,7,0.113
DLR_17,PRT_0065,44,0.083
DLR_17,PRT_0066,44,0.112
DLR_17,PRT_0067,22,0.084
DLR_17,PRT_0068,28,0.091
DLR_17,PRT_0069,43,0.106
DLR_17,PRT_0070,31,0.109
DLR_17,PRT_0071,38,0.106
DLR_17,PRT_0072,43,0.103
DLR_17,PRT_0073,34,0.09
DLR_17,PRT_0074,14,0.093
DLR_17,PRT_0075,50,0.101
DLR_17,PRT_0076,7,0.106
DLR_17,PRT_0077,10,0.102
DLR_17,PRT_0078,43,0.102
DLR_17,PRT_0079,50,0.112
DLR_17,PRT_0080,10,0.094
DLR_17,PRT_0081,24,0.1
DLR_17,PRT_0082,19,0.09
DLR_17,PRT_0083,11,0.098
DLR_17,PRT_0084,33,0.096
DLR_17,PRT_0085,12,0.11
DLR_17,PRT_0086,25,0.09
DLR_17,PRT_0087,29,0.096
DLR_17,PRT_0088,7,0.086
DLR_17,PRT_0089,48,0.119
DLR_17,PRT_0090,44,0.094
DLR_17,PRT_0091,6,0.096
DLR_17,PRT_0092,37,0.119
DLR_17,PRT_0093,25,0.12
DLR_17,PRT_0094,39,0.096
DLR_17,PRT_0095,5,0.118
DLR_17,PRT_0096,30,0.104
DLR_17,PRT_0097,38,0.085
DLR_17,PRT_0098,37,0.101
DLR_17,PRT_0099,22,0.11
DLR_17,PRT_0100,49,0.11
DLR_18,PRT_0001,28,0.095
DLR_18,PRT_0002,41,0.106
DLR_18,PRT_0003,20,0.103
DLR_18,PRT_0004,20,0.118
DLR_18,PRT_0005,5,0.084
DLR_18,PRT_0006,7,0.118
DLR_18,PRT_0007,42,0.097
DLR_18,PRT_0008,28,0.108
DLR_18,PRT_0009,26,0.103
DLR_18,PRT_0010,16,0.095
DLR_18,PRT_0011,47,0.098
DLR_18,PRT_0012,7,0.117
DLR_18,PRT_0013,15,0.082
DLR_18,PRT_0014,41,0.104
DLR_18,PRT_0015,43,0.098
DLR_18,PRT_0016,26,0.082
DLR_18,PRT_0017,6,0.114
DLR_18,PRT_0018,43,0.105
DLR_18,PRT_0019,27,0.095
DLR_18,PRT_0020,49,0.113
DLR_18,PRT_0021,27,0.115
DLR_18,PRT_0022,33,0.09
DLR_18,PRT_0023,30,0.117
DLR_18,PRT_0024,36,0.118
DLR_18,PRT_0025,38,0.083
DLR_18,PRT_0026,48,0.094
DLR_18,PRT_0027,25,0.118
DLR_18,PRT_0028,50,0.105
DLR_18,PRT_0029,29,0.117
DLR_18,PRT_0030,31,0.101
DLR_18,PRT_0031,50,0.088
DLR_18,PRT_0032,15,0.118
DLR_18,PRT_0033,36,0.112
DLR_18,PRT_0034,8,0.098
DLR_18,PRT_0035,42,0.093
DLR_18,PRT_0036,38,0.08
DLR_18,PRT_0037,7,0.106
DLR_18,PRT_0038,18,0.109
DLR_18,PRT_0039,8,0.102
DLR_18,PRT_0040,31,0.087
DLR_18,PRT_0041,5,0.097
DLR_18,PRT_0042,13,0.096
DLR_18,PRT_0043,25,0.105
DLR_18,PRT_0044,47,0.092
DLR_18,PRT_0045,40,0.114
DLR_18,PRT_0046,23,0.104
DLR_18,PRT_0047,31,0.085
DLR_18,PRT_0048,26,0.101
DLR_18,PRT_0049,46,0.094
DLR_18,PRT_0050,44,0.097
DLR_18,PRT_0051,30,0.103
DLR_18,PRT_0052,5,0.113
DLR_18,PRT_0053,24,0.105
DLR_18,PRT_0054,16,0.097
DLR_18,PRT_0055,19,0.107
DLR_18,PRT_0056,13,0.118
DLR_18,PRT_0057,7,0.085
DLR_18,PRT_0058,23,0.082
DLR_18,PRT_0059,38,0.094
DLR_18,PRT_0060,37,0.116
DLR_18,PRT_0061,22,0.108
DLR_18,PRT_0062,10,0.085
DLR_18,PRT_0063,34,0.106
DLR_18,PRT_0064,12,0.081
DLR_18,PRT_0065,12,0.113
DLR_18,PRT_0066,25,0.117
DLR_18,PRT_0067,7,0.087
DLR_18,PRT_0068,29,0.094
DLR_18,PRT_0069,48,0.09
DLR_18,PRT_0070,36,0.093
DLR_18,PRT_0071,23,0.1
DLR_18,PRT_0072,36,0.089
DLR_18,PRT_0073,44,0.093
DLR_18,PRT_0074,40,0.083
DLR_18,PRT_0075,21,0.102
DLR_18,PRT_0076,15,0.113
DLR_18,PRT_0077,15,0.112
DLR_18,PRT_0078,40,0.099
DLR_18,PRT_0079,47,0.1
DLR_18,PRT_0080,29,0.099
DLR_18,PRT_0081,37,0.082
DLR_18,PRT_0082,20,0.11
DLR_18,PRT_0083,25,0.085
DLR_18,PRT_0084,21,0.088
DLR_18,PRT_0085,41,0.086
DLR_18,PRT_0086,43,0.105
DLR_18,PRT_0087,45,0.113
DLR_18,PRT_0088,37,0.087
DLR_18,PRT_0089,37,0.088
DLR_18,PRT_0090,24,0.095
DLR_18,PRT_0091,47,0.1
DLR_18,PRT_0092,17,0.099
DLR_18,PRT_0093,47,0.094
DLR_18,PRT_0094,38,0.096
DLR_18,PRT_0095,14,0.107
DLR_18,PRT_0096,33,0.101
DLR_18,PRT_0097,27,0.094
DLR_18,PRT_0098,38,0.099
DLR_18,PRT_0099,34,0.085
DLR_18,PRT_0100,40,0.104
DLR_19,PRT_0001,21,0.106
DLR_19,PRT_0002,15,0.093
DLR_19,PRT_0003,7,0.085
DLR_19,PRT_0004,46,0.113
DLR_19,PRT_0005,27,0.105
DLR_19,PRT_0006,32,0.091
DLR_19,PRT_0007,20,0.088
DLR_19,PRT_0008,23,0.102
DLR_19,PRT_0009,47,0.101
DLR_19,PRT_0010,50,0.08
DLR_19,PRT_0011,22,0.105
DLR_19,PRT_0012,8,0.102
DLR_19,PRT_0013,11,0.085
DLR_19,PRT_0014,16,0.08
DLR_19,PRT_0015,25,0.118
DLR_19,PRT_0016,28,0.101
DLR_19,PRT_0017,9,0.081
DLR_19,PRT_0018,35,0.092
DLR_19,PRT_0019,40,0.087
DLR_19,PRT_0020,19,0.115
DLR_19,PRT_0021,48,0.112
DLR_19,PRT_0022,23,0.095
DLR_19,PRT_0023,13,0.093
DLR_19,PRT_0024,44,0.087
DLR_19,PRT_0025,9,0.108
DLR_19,PRT_0026,13,0.09
DLR_19,PRT_0027,15,0.117
DLR_19,PRT_0028,32,0.093
DLR_19,PRT_0029,12,0.111
DLR_19,PRT_0030,37,0.118
DLR_19,PRT_0031,48,0.084
DLR_19,PRT_0032,15,0.104
DLR_19,PRT_0033,35,0.084
DLR_19,PRT_0034,47,0.109
DLR_19,PRT_0035,24,0.114
DLR_19,PRT_0036,47,0.097
DLR_19,PRT_0037,7,0.101
DLR_19,PRT_0038,23,0.081
DLR_19,PRT_0039,23,0.088
DLR_19,PRT_0040,23,0.086
DLR_19,PRT_0041,28,0.109
DLR_19,PRT_0042,37,0.086
DLR_19,PRT_0043,48,0.103
DLR_19,PRT_0044,47,0.084
DLR_19,PRT_0045,43,0.106
DLR_19,PRT_0046,43,0.104
DLR_19,PRT_0047,45,0.105
DLR_19,PRT_0048,37,0.104
DLR_19,PRT_0049,22,0.081
DLR_19,PRT_0050,35,0.1
DLR_19,PRT_0051,23,0.104
DLR_19,PRT_0052,41,0.097
DLR_19,PRT_0053,38,0.118
DLR_19,PRT_0054,39,0.085
DLR_19,PRT_0055,23,0.088
DLR_19,PRT_0056,33,0.097
DLR_19,PRT_0057,15,0.096
DLR_19,PRT_0058,29,0.111
DLR_19,PRT_0059,28,0.119
DLR_19,PRT_0060,22,0.115
DLR_19,PRT_0061,33,0.114
DLR_19,PRT_0062,14,0.085
DLR_19,PRT_0063,5,0.086
DLR_19,PRT_0064,45,0.099
DLR_19,PRT_0065,11,0.11
DLR_19,PRT_0066,10,0.108
DLR_19,PRT_0067,42,0.089
DLR_19,PRT_0068,15,0.083
DLR_19,PRT_0069,6,0.099
DLR_19,PRT_0070,23,0.095
DLR_19,PRT_0071,28,0.082
DLR_19,PRT_0072,8,0.113
DLR_19,PRT_0073,42,0.113
DLR_19,PRT_0074,30,0.09
DLR_19,PRT_0075,36,0.11
DLR_19,PRT_0076,45,0.083
DLR_19,PRT_0077,48,0.095
DLR_19,PRT_0078,26,0.095
DLR_19,PRT_0079,25,0.088
DLR_19,PRT_0080,46,0.088
DLR_19,PRT_0081,22,0.092
DLR_19,PRT_0082,49,0.095
DLR_19,PRT_0083,49,0.119
DLR_19,PRT_0084,35,0.106
DLR_19,PRT_0085,50,0.115
DLR_19,PRT_0086,31,0.114
DLR_19,PRT_0087,30,0.115
DLR_19,PRT_0088,6,0.1
DLR_19,PRT_0089,5,0.082
DLR_19,PRT_0090,26,0.085
DLR_19,PRT_0091,10,0.094
DLR_19,PRT_0092,10,0.097
DLR_19,PRT_0093,31,0.092
DLR_19,PRT_0094,42,0.114
DLR_19,PRT_0095,16,0.095
DLR_19,PRT_0096,17,0.09
DLR_19,PRT_0097,31,0.116
DLR_19,PRT_0098,43,0.084
DLR_19,PRT_0099,15,0.085
DLR_19,PRT_0100,17,0.085
DLR_20,PRT_0001,20,0.081
DLR_20,PRT_0002,10,0.115
DLR_20,PRT_0003,44,0.118
DLR_20,PRT_0004,36,0.115
DLR_20,PRT_0005,27,0.101
DLR_20,PRT_0006,41,0.115
DLR_20,PRT_0007,21,0.091
DLR_20,PRT_0008,16,0.098
DLR_20,PRT_0009,43,0.116
DLR_20,PRT_0010,13,0.098
DLR_20,PRT_0011,21,0.114
DLR_20,PRT_0012,12,0.097
DLR_20,PRT_0013,50,0.097
DLR_20,PRT_0014,26,0.1
DLR_20,PRT_0015,45,0.105
DLR_20,PRT_0016,21,0.101
DLR_20,PRT_0017,14,0.099
DLR_20,PRT_0018,5,0.115
DLR_20,PRT_0019,26,0.096
DLR_20,PRT_0020,37,0.102
DLR_20,PRT_0021,48,0.116
DLR_20,PRT_0022,14,0.095
DLR_20,PRT_0023,22,0.081
DLR_20,PRT_0024,31,0.12
DLR_20,PRT_0025,11,0.098
DLR_20,PRT_0026,23,0.113
DLR_20,PRT_0027,32,0.11
DLR_20,PRT_0028,16,0.114
DLR_20,PRT_0029,38,0.111
DLR_20,PRT_0030,45,0.09
DLR_20,PRT_0031,28,0.099
DLR_20,PRT_0032,21,0.095
DLR_20,PRT_0033,21,0.106
DLR_20,PRT_0034,31,0.104
DLR_20,PRT_0035,21,0.107
DLR_20,PRT_0036,39,0.105
DLR_20,PRT_0037,45,0.091
DLR_20,PRT_0038,29,0.1
DLR_20,PRT_0039,39,0.101
DLR_20,PRT_0040,21,0.116
DLR_20,PRT_0041,46,0.094
DLR_20,PRT_0042,43,0.092
DLR_20,PRT_0043,49,0.083
DLR_20,PRT_0044,25,0.09
DLR_20,PRT_0045,15,0.107
DLR_20,PRT_0046,25,0.118
DLR_20,PRT_0047,12,0.113
DLR_20,PRT_0048,26,0.114
DLR_20,PRT_0049,22,0.102
DLR_20,PRT_0050,23,0.119
DLR_20,PRT_0051,10,0.101
DLR_20,PRT_0052,8,0.095
DLR_20,PRT_0053,38,0.107
DLR_20,PRT_0054,43,0.086
DLR_20,PRT_0055,18,0.097
DLR_20,PRT_0056,28,0.119
DLR_20,PRT_0057,7,0.117
DLR_20,PRT_0058,34,0.081
DLR_20,PRT_0059,30,0.119
DLR_20,PRT_0060,44,0.115
DLR_20,PRT_0061,19,0.093
DLR_20,PRT_0062,49,0.11
DLR_20,PRT_0063,48,0.111
DLR_20,PRT_0064,9,0.111
DLR_20,PRT_0065,19,0.12
DLR_20,PRT_0066,20,0.107
DLR_20,PRT_0067,7,0.112
DLR_20,PRT_0068,39,0.101
DLR_20,PRT_0069,48,0.097
DLR_20,PRT_0070,29,0.103
DLR_20,PRT_0071,39,0.106
DLR_20,PRT_0072,18,0.097
DLR_20,PRT_0073,6,0.083
DLR_20,PRT_0074,36,0.09
DLR_20,PRT_0075,35,0.085
DLR_20,PRT_0076,11,0.115
DLR_20,PRT_0077,27,0.1
DLR_20,PRT_0078,13,0.097
DLR_20,PRT_0079,26,0.103
DLR_20,PRT_0080,20,0.1
DLR_20,PRT_0081,11,0.104
DLR_20,PRT_0082,7,0.108
DLR_20,PRT_0083,45,0.116
DLR_20,PRT_0084,41,0.103
DLR_20,PRT_0085,17,0.1
DLR_20,PRT_0086,18,0.116
DLR_20,PRT_0087,30,0.101
DLR_20,PRT_0088,44,0.105
DLR_20,PRT_0089,26,0.108
DLR_20,PRT_0090,40,0.082
DLR_20,PRT_0091,22,0.109
DLR_20,PRT_0092,12,0.103
DLR_20,PRT_0093,7,0.099
DLR_20,PRT_0094,10,0.083
DLR_20,PRT_0095,9,0.09
DLR_20,PRT_0096,6,0.114
DLR_20,PRT_0097,37,0.089
DLR_20,PRT_0098,9,0.114
DLR_20,PRT_0099,33,0.105
DLR_20,PRT_0100,13,0.112
