Line_Item_ID,Job_Card_Number,Part_Number,Description,Inventory_Level,Quantity_Consumed,Unit_Price,Billed_Amount,Tax_Code
LI000031603,JC00018614,99000M51417,Foam Wash Liquid,Consumable,1.0,2142.25,2142.25,GST18
LI000031604,JC00018615,4863797,Spacer Shim,Micro,4.0,800.51,3202.04,GST18
LI000031605,JC00018616,99000M43494,Microfibre Cloth,Consumable,0.5,2288.01,1144.01,GST12
LI000031606,JC00018616,99000M78079,Foam Wash Liquid,Consumable,0.5,741.04,370.52,GST18
LI000031607,JC00018617,34262233,ECM Harness,Mid,1.0,17959.96,17959.96,GST12
LI000031608,JC00018617,99000M20169,Upholstery Cleaner,Consumable,1.0,1748.42,1748.42,GST12
LI000031609,JC00018617,4869070,Spacer Shim,Micro,1.0,723.85,723.85,GST5
LI000031610,JC00018618,42173416,AC Compressor Bracket,Mid,1.0,39367.12,39367.12,GST5
LI000031611,JC00018618,95153585,Brake Pad Set,Mid,1.0,36077.72,36077.72,GST18
LI000031612,JC00018619,4862792,Crush Washer,Micro,1.0,357.68,357.68,GST12
LI000031613,JC00018620,4867881,Crush Washer,Micro,1.0,914.09,914.09,GST12
LI000031614,JC00018620,990J0M54278,Seat Protection Cover,Consumable,0.25,2269.84,567.46,GST5
LI000031615,JC00018621,137145186,Brake Fluid,PM,1.0,4806.52,4806.52,GST18
LI000031616,JC00018622,38236385,Damper Pulley,Mid,1.0,19125.53,19125.53,GST18
LI000031617,JC00018622,990J0M25955,Seat Protection Cover,Consumable,0.25,468.99,117.25,GST12
LI000031618,JC00018623,0922604,Banjo Connector Screw,Micro,2.0,1120.23,2240.46,GST18
LI000031619,JC00018624,34221561,ECM Harness,Mid,2.0,15227.52,30455.04,GST12
LI000031620,JC00018625,990J0M45535,Windshield Washer Fluid,Consumable,2.0,633.65,1267.3,GST12
LI000031621,JC00018626,6A029201,Complete Body Shell,Macro,1.0,146079.1,146079.1,GST5
LI000031622,JC00018626,17680326,Brake Disc,Mid,1.0,6886.07,6886.07,GST18
LI000031623,JC00018626,4866401,Crush Washer,Micro,1.0,370.31,370.31,GST5
LI000031624,JC00018627,990J0M87102,Windshield Washer Fluid,Consumable,3.0,1124.98,3374.94,GST12
LI000031625,JC00018628,4863204,Crush Washer,Micro,2.0,1129.84,2259.68,GST5
LI000031626,JC00018628,990J0M194270,Air Filter Element,PM,1.0,3811.97,3811.97,GST12
LI000031627,JC00018628,990J0M93620,Tyre Shine,Consumable,0.5,1568.59,784.3,GST5
LI000031628,JC00018629,3836779,Crush Washer,Micro,1.0,1438.82,1438.82,GST12
LI000031629,JC00018630,17660677,Brake Disc,Mid,1.0,16498.32,16498.32,GST5
LI000031630,JC00018630,99000M99178,Super Lubricant,Consumable,1.0,370.0,370.0,GST18
LI000031631,JC00018631,99000M61486,Tyre Shine,Consumable,0.25,1078.2,269.55,GST12
LI000031632,JC00018632,99000M35930,Super Adhesive,Consumable,1.0,463.77,463.77,GST18
LI000031633,JC00018633,6A041890,Cylinder Head Assembly,Macro,1.0,169838.09,169838.09,GST18
LI000031634,JC00018634,990J0M26800,Super Cleaner,Consumable,1.0,629.32,629.32,GST18
LI000031635,JC00018635,42131804,AC Compressor Bracket,Mid,1.0,34474.83,34474.83,GST18
LI000031636,JC00018636,990J0M56189,Foam Wash Liquid,Consumable,1.0,1356.18,1356.18,GST12
LI000031637,JC00018636,42154965,Wheel Cylinder,Mid,1.0,17768.03,17768.03,GST18
LI000031638,JC00018636,13780M72R00,Air Filter Element,PM,1.0,420.0,420.0,GST12
LI000031639,JC00018637,3866342,Bolt Kit,Micro,4.0,599.79,2399.16,GST18
LI000031640,JC00018638,990J0M25955,Seat Protection Cover,Consumable,1.0,468.99,468.99,GST12
LI000031641,JC00018638,990J0M06112,Super Cleaner,Consumable,3.0,799.14,2397.42,GST5
LI000031642,JC00018639,6A088714,Chassis Frame,Macro,1.0,19284.66,19284.66,GST12
LI000031643,JC00018639,5M013712,Powertrain Assembly,Macro,1.0,142954.94,142954.94,GST5
LI000031644,JC00018640,3863371,Bolt Kit,Micro,1.0,1158.96,1158.96,GST12
LI000031645,JC00018641,990J0M23299,Super Adhesive,Consumable,1.0,1262.81,1262.81,GST12
LI000031646,JC00018641,42154965,Wheel Cylinder,Mid,1.0,17768.03,17768.03,GST5
LI000031647,JC00018642,38236385,Damper Pulley,Mid,1.0,19125.53,19125.53,GST18
LI000031648,JC00018643,0928043,Tie Rod Lock Washer,Micro,1.0,1390.25,1390.25,GST12
LI000031649,JC00018643,990J0M87102,Windshield Washer Fluid,Consumable,0.5,1124.98,562.49,GST18
LI000031650,JC00018644,3866115,Spring Clip,Micro,2.0,935.02,1870.04,GST5
LI000031651,JC00018644,990J0M807280,Air Filter Element,PM,1.0,183.69,183.69,GST12
LI000031652,JC00018645,17680326,Brake Disc,Mid,1.0,6886.07,6886.07,GST12
LI000031653,JC00018645,990J0M89485,Super Cleaner,Consumable,0.25,1068.64,267.16,GST18
LI000031654,JC00018645,99000M27360,Microfibre Cloth,Consumable,1.0,1642.75,1642.75,GST18
LI000031655,JC00018646,3833645,Lock Pin,Micro,1.0,1144.88,1144.88,GST18
LI000031656,JC00018646,99000M86682,Microfibre Cloth,Consumable,1.0,1089.47,1089.47,GST12
LI000031657,JC00018646,990J0M11103,Car Primer,Consumable,2.0,358.81,717.62,GST18
LI000031658,JC00018647,990J0M07410,Rubber Care,Consumable,0.5,1753.89,876.94,GST5
LI000031659,JC00018647,99000M00216,Upholstery Cleaner,Consumable,1.0,286.12,286.12,GST18
LI000031660,JC00018648,990J0M11404,Foam Wash Liquid,Consumable,1.0,1522.79,1522.79,GST18
LI000031661,JC00018648,990J0M45535,Windshield Washer Fluid,Consumable,1.0,633.65,633.65,GST5
LI000031662,JC00018649,1120067993,Powertrain Assembly,Macro,1.0,106862.91,106862.91,GST18
LI000031663,JC00018649,99000M67979,Super Cleaner,Consumable,0.25,466.68,116.67,GST12
LI000031664,JC00018650,99000M80652,Foam Wash Liquid,Consumable,0.5,1467.02,733.51,GST12
LI000031665,JC00018650,99000M61486,Tyre Shine,Consumable,0.25,1078.2,269.55,GST12
LI000031666,JC00018650,990J0M46224,Body G3 Advance Liquid,Consumable,1.0,1647.46,1647.46,GST5
LI000031667,JC00018651,99000M93724,Body G3 Advance Liquid,Consumable,2.0,1091.79,2183.58,GST18
LI000031668,JC00018652,99000M87245,Rubber Care,Consumable,0.25,138.69,34.67,GST12
LI000031669,JC00018652,990J0M43062,Coolant,PM,1.0,1757.88,1757.88,GST18
LI000031670,JC00018652,5M060138,Engine Block Assembly,Macro,1.0,177038.79,177038.79,GST12
LI000031671,JC00018653,99000M02879,Super Lubricant,Consumable,1.0,1633.38,1633.38,GST12
LI000031672,JC00018653,95170112,Brake Pad Set,Mid,1.0,3361.65,3361.65,GST5
LI000031673,JC00018654,0921876,Banjo Connector Screw,Micro,1.0,910.63,910.63,GST12
LI000031674,JC00018654,990J0M26800,Super Cleaner,Consumable,2.0,629.32,1258.64,GST5
LI000031675,JC00018655,990J0M80229,Rubber Care,Consumable,1.0,1006.56,1006.56,GST18
LI000031676,JC00018656,99000M51417,Foam Wash Liquid,Consumable,2.0,2142.25,4284.5,GST5
LI000031677,JC00018656,0927376,Bolt Kit,Micro,1.0,313.47,313.47,GST12
LI000031678,JC00018657,990J0M23059,Steering Cover,Consumable,0.25,1591.38,397.84,GST12
LI000031679,JC00018657,4864419,Lock Pin,Micro,1.0,174.77,174.77,GST18
LI000031680,JC00018658,6A088714,Chassis Frame,Macro,1.0,19284.66,19284.66,GST18
LI000031681,JC00018658,99000M55026,Foam Wash Liquid,Consumable,1.0,27.31,27.31,GST18
LI000031682,JC00018659,42158787,Wheel Cylinder,Mid,2.0,22606.12,45212.24,GST18
LI000031683,JC00018659,990J0M45535,Windshield Washer Fluid,Consumable,3.0,633.65,1900.95,GST18
LI000031684,JC00018659,165756701,Engine Oil Filter,PM,1.0,4406.74,4406.74,GST5
LI000031685,JC00018660,13760072,Fuel Filter Kit,PM,2.0,2557.07,5114.14,GST18
LI000031686,JC00018660,990J0M68507,Steering Cover,Consumable,0.25,1376.35,344.09,GST18
LI000031687,JC00018661,99000M67979,Super Cleaner,Consumable,1.0,466.68,466.68,GST18
LI000031688,JC00018662,38238602,Thermostat,Mid,1.0,16204.98,16204.98,GST12
LI000031689,JC00018663,3832619,Spacer Shim,Micro,2.0,212.54,425.08,GST12
LI000031690,JC00018663,3E091889,Front End Module,Macro,1.0,72826.37,72826.37,GST5
LI000031691,JC00018663,137956101,Clutch Fluid,PM,1.0,4354.35,4354.35,GST12
LI000031692,JC00018664,3865018,Tie Rod Lock Washer,Micro,1.0,179.76,179.76,GST5
LI000031693,JC00018665,3836109,Spacer Shim,Micro,4.0,1105.98,4423.92,GST18
LI000031694,JC00018665,990J0M88678,Seat Protection Cover,Consumable,0.25,1707.22,426.8,GST12
LI000031695,JC00018666,17694878,Ignition Coil,Mid,1.0,5696.92,5696.92,GST18
LI000031696,JC00018666,99000M21687,Upholstery Cleaner,Consumable,1.0,564.22,564.22,GST5
LI000031697,JC00018667,990J0M45535,Windshield Washer Fluid,Consumable,1.0,633.65,633.65,GST12
LI000031698,JC00018668,991999005,Wiper Blade Insert,PM,1.0,300.45,300.45,GST5
LI000031699,JC00018669,38236385,Damper Pulley,Mid,1.0,19125.53,19125.53,GST18
LI000031700,JC00018670,42184137,AC Compressor Bracket,Mid,1.0,25921.32,25921.32,GST5
LI000031701,JC00018671,17610526,Ignition Coil,Mid,2.0,548.66,1097.32,GST18
LI000031702,JC00018671,990J0M91093,Steering Cover,Consumable,2.0,851.61,1703.22,GST12
LI000031703,JC00018672,990J0M35280,Steering Cover,Consumable,0.25,2375.65,593.91,GST12
LI000031704,JC00018672,16510M68K20,Engine Oil Filter,PM,1.0,250.0,250.0,GST12
LI000031705,JC00018672,0928043,Tie Rod Lock Washer,Micro,1.0,1390.25,1390.25,GST18
LI000031706,JC00018673,99000M83221,Super Lubricant,Consumable,0.25,1743.8,435.95,GST5
LI000031707,JC00018673,42154965,Wheel Cylinder,Mid,1.0,17768.03,17768.03,GST18
LI000031708,JC00018674,95184318,Brake Pad Set,Mid,1.0,33868.94,33868.94,GST12
LI000031709,JC00018675,990J0M713217,Coolant,PM,1.0,2197.79,2197.79,GST12
LI000031710,JC00018675,3831364,Seal Ring,Micro,1.0,59.84,59.84,GST18
LI000031711,JC00018676,0926468,Tie Rod Lock Washer,Micro,1.0,1193.92,1193.92,GST5
LI000031712,JC00018677,16548197,Engine Oil Filter,PM,1.0,4992.32,4992.32,GST18
LI000031713,JC00018677,165605815,Air Filter Element,PM,1.0,4047.76,4047.76,GST12
LI000031714,JC00018678,3832908,Lock Pin,Micro,1.0,1407.82,1407.82,GST5
LI000031715,JC00018678,38259153,Damper Pulley,Mid,1.0,16814.73,16814.73,GST12
LI000031716,JC00018678,990J0M194270,Air Filter Element,PM,1.0,3811.97,3811.97,GST18
LI000031717,JC00018679,99000M73979,Microfibre Cloth,Consumable,0.5,768.49,384.24,GST12
LI000031718,JC00018680,1120023467,Transmission Assembly,Macro,1.0,151519.03,151519.03,GST12
LI000031719,JC00018680,990J0M89485,Super Cleaner,Consumable,2.0,1068.64,2137.28,GST18
LI000031720,JC00018681,3866124,Tie Rod Lock Washer,Micro,1.0,421.49,421.49,GST5
LI000031721,JC00018681,1120088916,Transmission Assembly,Macro,1.0,40049.36,40049.36,GST18
LI000031722,JC00018681,4863204,Crush Washer,Micro,2.0,1129.84,2259.68,GST5
LI000031723,JC00018682,990J0M427073,Spark Plug,PM,2.0,1496.87,2993.74,GST5
LI000031724,JC00018682,990J0M43595,Super Cleaner,Consumable,0.5,2022.22,1011.11,GST5
LI000031725,JC00018683,3836449,Seal Ring,Micro,1.0,391.08,391.08,GST18
LI000031726,JC00018683,990J0M22710,Microfibre Cloth,Consumable,0.25,813.49,203.37,GST18
LI000031727,JC00018684,42119847,AC Compressor Bracket,Mid,1.0,18131.56,18131.56,GST12
LI000031728,JC00018684,990J0M53016,Windshield Washer Fluid,Consumable,0.5,1347.34,673.67,GST12
LI000031729,JC00018684,990J0M88411,Engine Oil 5W30,PM,1.0,684.14,684.14,GST18
LI000031730,JC00018685,1120091571,Body Shell in White,Macro,2.0,121165.4,242330.8,GST12
LI000031731,JC00018686,99000M61097,Seat Protection Cover,Consumable,0.25,1015.55,253.89,GST18
LI000031732,JC00018687,990J0M47212,Seat Protection Cover,Consumable,1.0,48.49,48.49,GST5
LI000031733,JC00018687,4866240,Crush Washer,Micro,1.0,127.23,127.23,GST5
LI000031734,JC00018688,16511007,Engine Oil Filter,PM,1.0,1735.89,1735.89,GST5
LI000031735,JC00018688,3867031,Banjo Connector Screw,Micro,1.0,276.91,276.91,GST18
LI000031736,JC00018689,3E086329,Gearbox,Macro,1.0,196566.34,196566.34,GST18
LI000031737,JC00018690,99000M76830,Seat Protection Cover,Consumable,1.0,1120.12,1120.12,GST12
LI000031738,JC00018690,99000M99178,Super Lubricant,Consumable,0.25,370.0,92.5,GST12
LI000031739,JC00018691,990J0M46437,Tyre Shine,Consumable,1.0,1164.61,1164.61,GST18
LI000031740,JC00018692,0923219,Bolt Kit,Micro,4.0,486.92,1947.68,GST12
LI000031741,JC00018692,165769648,Coolant,PM,1.0,2735.75,2735.75,GST18
LI000031742,JC00018693,99000M16381,Windshield Washer Fluid,Consumable,0.5,659.46,329.73,GST18
LI000031743,JC00018693,990J0M21969,Upholstery Cleaner,Consumable,0.5,1049.35,524.67,GST5
LI000031744,JC00018694,99000M09672,Windshield Washer Fluid,Consumable,0.5,1533.18,766.59,GST18
LI000031745,JC00018695,990J0M38766,Body Wax Top,Consumable,1.0,1425.62,1425.62,GST18
LI000031746,JC00018696,0925227,O-Ring Washer,Micro,4.0,1316.41,5265.64,GST5
LI000031747,JC00018696,99000M39744,Upholstery Cleaner,Consumable,3.0,340.54,1021.62,GST18
LI000031748,JC00018697,99000M23724,Car Primer,Consumable,1.0,1369.33,1369.33,GST5
LI000031749,JC00018697,34244531,ECM Harness,Mid,1.0,8420.73,8420.73,GST18
LI000031750,JC00018698,990J0M811998,Coolant,PM,1.0,3624.75,3624.75,GST18
LI000031751,JC00018698,990J0M53717,Body G3 Advance Liquid,Consumable,1.0,1316.64,1316.64,GST5
LI000031752,JC00018699,42158787,Wheel Cylinder,Mid,2.0,22606.12,45212.24,GST5
LI000031753,JC00018699,99000M26651,Body G3 Advance Liquid,Consumable,3.0,992.78,2978.34,GST18
LI000031754,JC00018700,137678316,Wiper Blade Insert,PM,1.0,3245.0,3245.0,GST18
LI000031755,JC00018700,990J0M43062,Coolant,PM,1.0,1757.88,1757.88,GST18
LI000031756,JC00018701,990J0M07553,Super Cleaner,Consumable,0.5,1050.69,525.34,GST18
LI000031757,JC00018701,99000M43494,Microfibre Cloth,Consumable,0.5,2288.01,1144.01,GST18
LI000031758,JC00018702,99000M67979,Super Cleaner,Consumable,0.25,466.68,116.67,GST18
LI000031759,JC00018703,990J0M82858,Upholstery Cleaner,Consumable,3.0,1096.48,3289.44,GST12
LI000031760,JC00018704,99000M26319,Car Primer,Consumable,0.5,1683.62,841.81,GST5
LI000031761,JC00018704,99000M73979,Microfibre Cloth,Consumable,1.0,768.49,768.49,GST18
LI000031762,JC00018705,38270315,Thermostat,Mid,1.0,16428.82,16428.82,GST12
LI000031763,JC00018706,38238602,Thermostat,Mid,1.0,16204.98,16204.98,GST5
LI000031764,JC00018707,4864900,Seal Ring,Micro,4.0,137.61,550.44,GST12
LI000031765,JC00018707,95193194,Relay Module,Mid,2.0,1850.42,3700.84,GST12
LI000031766,JC00018708,0923551,O-Ring Washer,Micro,1.0,1004.62,1004.62,GST18
LI000031767,JC00018708,990J0M68876,Body G3 Advance Liquid,Consumable,3.0,123.16,369.48,GST18
LI000031768,JC00018708,13760072,Fuel Filter Kit,PM,1.0,2557.07,2557.07,GST5
LI000031769,JC00018709,4861009,Seal Ring,Micro,2.0,99.75,199.5,GST18
LI000031770,JC00018710,99000M03758,RTV Gasket Maker,Consumable,0.5,308.46,154.23,GST5
LI000031771,JC00018711,99149974,Cabin Air Filter,PM,2.0,2136.74,4273.48,GST5
LI000031772,JC00018711,990J0M89484,Super Adhesive,Consumable,1.0,378.74,378.74,GST18
LI000031773,JC00018711,99000M09672,Windshield Washer Fluid,Consumable,1.0,1533.18,1533.18,GST12
LI000031774,JC00018712,99000M29602,RTV Gasket Maker,Consumable,1.0,213.17,213.17,GST5
LI000031775,JC00018713,4866569,Spacer Shim,Micro,1.0,317.65,317.65,GST5
LI000031776,JC00018713,990J0M23059,Steering Cover,Consumable,1.0,1591.38,1591.38,GST5
LI000031777,JC00018713,99000M47936,Tyre Shine,Consumable,2.0,1732.37,3464.74,GST18
LI000031778,JC00018714,991752465,Cabin Air Filter,PM,1.0,3970.6,3970.6,GST18
LI000031779,JC00018714,34240707,Brake Shoe Set,Mid,2.0,25235.7,50471.4,GST18
LI000031780,JC00018715,4869070,Spacer Shim,Micro,1.0,723.85,723.85,GST18
LI000031781,JC00018716,17610526,Ignition Coil,Mid,1.0,548.66,548.66,GST12
LI000031782,JC00018716,990J0M88471,Windshield Washer Fluid,Consumable,1.0,149.12,149.12,GST5
LI000031783,JC00018716,99000M83052,Windshield Washer Fluid,Consumable,0.5,936.33,468.16,GST5
LI000031784,JC00018717,99000M29602,RTV Gasket Maker,Consumable,2.0,213.17,426.34,GST18
LI000031785,JC00018718,0925719,Bolt Kit,Micro,1.0,48.03,48.03,GST12
LI000031786,JC00018718,990J0M37935,Air Filter Element,PM,1.0,3550.17,3550.17,GST12
LI000031787,JC00018719,990J0M65555,Super Lubricant,Consumable,0.5,2166.5,1083.25,GST18
LI000031788,JC00018720,990J0M45246,Super Lubricant,Consumable,0.5,2409.41,1204.7,GST5
LI000031789,JC00018720,95180135,Brake Pad Set,Mid,2.0,14689.72,29379.44,GST18
LI000031790,JC00018721,38210281,Damper Pulley,Mid,1.0,25780.12,25780.12,GST18
LI000031791,JC00018722,990J0M95991,Upholstery Cleaner,Consumable,2.0,1762.11,3524.22,GST18
LI000031792,JC00018722,17660677,Brake Disc,Mid,1.0,16498.32,16498.32,GST12
LI000031793,JC00018723,99000M50025,Microfibre Cloth,Consumable,0.25,1193.67,298.42,GST18
LI000031794,JC00018724,1120019110,Body Shell in White,Macro,1.0,140077.57,140077.57,GST12
LI000031795,JC00018725,990J0M46853,Body Wax Top,Consumable,1.0,2455.6,2455.6,GST5
LI000031796,JC00018725,99000M40774,Upholstery Cleaner,Consumable,1.0,1434.29,1434.29,GST18
LI000031797,JC00018726,990J0M71736,Super Adhesive,Consumable,0.25,549.85,137.46,GST5
LI000031798,JC00018726,990J0M52880,Coolant,PM,1.0,3767.33,3767.33,GST18
LI000031799,JC00018727,0929795,Bolt Kit,Micro,2.0,912.04,1824.08,GST18
LI000031800,JC00018727,3833645,Lock Pin,Micro,1.0,1144.88,1144.88,GST5
LI000031801,JC00018728,34240707,Brake Shoe Set,Mid,2.0,25235.7,50471.4,GST18
LI000031802,JC00018729,3834228,Seal Ring,Micro,4.0,732.1,2928.4,GST12
LI000031803,JC00018730,0927359,Tie Rod Lock Washer,Micro,1.0,598.94,598.94,GST12
LI000031804,JC00018730,990J0M07815,Super Cleaner,Consumable,0.25,1789.34,447.34,GST5
LI000031805,JC00018731,3835780,Crush Washer,Micro,2.0,314.81,629.62,GST18
LI000031806,JC00018732,38286367,Damper Pulley,Mid,1.0,18226.71,18226.71,GST18
LI000031807,JC00018732,38236385,Damper Pulley,Mid,1.0,19125.53,19125.53,GST5
LI000031808,JC00018732,990J0M48200,Steering Cover,Consumable,0.5,505.12,252.56,GST12
LI000031809,JC00018733,5M075661,Transmission Assembly,Macro,1.0,90935.7,90935.7,GST5
LI000031810,JC00018733,99172483,Fuel Filter Kit,PM,1.0,3173.94,3173.94,GST12
LI000031811,JC00018734,99000M02378,Seat Protection Cover,Consumable,1.0,1991.52,1991.52,GST5
LI000031812,JC00018734,34240015,Brake Shoe Set,Mid,1.0,19457.58,19457.58,GST18
LI000031813,JC00018734,3836560,Crush Washer,Micro,1.0,837.36,837.36,GST18
LI000031814,JC00018735,99000M99845,Foam Wash Liquid,Consumable,1.0,216.4,216.4,GST18
LI000031815,JC00018736,3E042556,Front End Module,Macro,1.0,180599.98,180599.98,GST5
LI000031816,JC00018736,99000M72946,Seat Protection Cover,Consumable,3.0,237.3,711.9,GST12
LI000031817,JC00018737,3835780,Crush Washer,Micro,1.0,314.81,314.81,GST18
LI000031818,JC00018738,42174674,AC Compressor Bracket,Mid,1.0,856.7,856.7,GST12
LI000031819,JC00018738,4866401,Crush Washer,Micro,2.0,370.31,740.62,GST18
LI000031820,JC00018739,99000M13413,Super Lubricant,Consumable,1.0,244.02,244.02,GST18
LI000031821,JC00018740,95125313,Relay Module,Mid,1.0,23934.51,23934.51,GST5
LI000031822,JC00018741,38270315,Thermostat,Mid,1.0,16428.82,16428.82,GST5
LI000031823,JC00018742,99000M61097,Seat Protection Cover,Consumable,0.25,1015.55,253.89,GST5
LI000031824,JC00018743,990J0M45455,Seat Protection Cover,Consumable,0.5,1047.43,523.72,GST5
LI000031825,JC00018743,137145186,Brake Fluid,PM,1.0,4806.52,4806.52,GST18
LI000031826,JC00018744,4864900,Seal Ring,Micro,1.0,137.61,137.61,GST18
LI000031827,JC00018745,990J0M98816,Foam Wash Liquid,Consumable,0.5,647.61,323.8,GST18
LI000031828,JC00018745,42131804,AC Compressor Bracket,Mid,1.0,34474.83,34474.83,GST12
LI000031829,JC00018745,1120039371,Transmission Assembly,Macro,1.0,39465.77,39465.77,GST12
LI000031830,JC00018746,3839434,Seal Ring,Micro,1.0,618.54,618.54,GST5
LI000031831,JC00018746,38236385,Damper Pulley,Mid,1.0,19125.53,19125.53,GST12
LI000031832,JC00018747,165698260,Air Filter Element,PM,1.0,3783.66,3783.66,GST18
LI000031833,JC00018747,4864419,Lock Pin,Micro,1.0,174.77,174.77,GST18
LI000031834,JC00018747,38276435,Thermostat,Mid,1.0,32783.26,32783.26,GST12
LI000031835,JC00018748,990J0M47290,Microfibre Cloth,Consumable,0.25,36.99,9.25,GST18
LI000031836,JC00018748,1120079967,Powertrain Assembly,Macro,1.0,31750.86,31750.86,GST5
LI000031837,JC00018749,3E074174,Front End Module,Macro,1.0,188165.33,188165.33,GST18
LI000031838,JC00018750,990J0M37204,Steering Cover,Consumable,2.0,2166.78,4333.56,GST18
LI000031839,JC00018751,13771268,Wiper Blade Insert,PM,1.0,3480.27,3480.27,GST12
LI000031840,JC00018751,4869472,Lock Pin,Micro,4.0,1312.1,5248.4,GST5
LI000031841,JC00018751,137346584,Cabin Air Filter,PM,1.0,268.56,268.56,GST18
LI000031842,JC00018752,99000M61486,Tyre Shine,Consumable,1.0,1078.2,1078.2,GST12
LI000031843,JC00018753,990J0M626338,Spark Plug,PM,1.0,2160.0,2160.0,GST12
LI000031844,JC00018754,4866569,Spacer Shim,Micro,1.0,317.65,317.65,GST18
LI000031845,JC00018754,990J0M39394,Super Cleaner,Consumable,0.25,2312.49,578.12,GST12
LI000031846,JC00018755,3866115,Spring Clip,Micro,1.0,935.02,935.02,GST18
LI000031847,JC00018756,99129541,Fuel Filter Kit,PM,1.0,1911.49,1911.49,GST12
LI000031848,JC00018757,990J0M31626,Car Primer,Consumable,2.0,2244.07,4488.14,GST18
LI000031849,JC00018758,5M027014,Differential Assembly,Macro,1.0,37492.92,37492.92,GST12
LI000031850,JC00018759,990J0M22710,Microfibre Cloth,Consumable,0.5,813.49,406.74,GST5
LI000031851,JC00018760,99000M64905,Super Lubricant,Consumable,0.25,1437.86,359.46,GST12
LI000031852,JC00018761,5M047650,Engine Block Assembly,Macro,1.0,54087.93,54087.93,GST18
LI000031853,JC00018762,4862792,Crush Washer,Micro,2.0,357.68,715.36,GST18
LI000031854,JC00018763,42131804,AC Compressor Bracket,Mid,1.0,34474.83,34474.83,GST5
LI000031855,JC00018764,99000M60170,Super Cleaner,Consumable,0.25,1713.07,428.27,GST18
LI000031856,JC00018765,990J0M84674,Rubber Care,Consumable,0.5,299.02,149.51,GST18
LI000031857,JC00018766,99000M83052,Windshield Washer Fluid,Consumable,0.5,936.33,468.16,GST5
LI000031858,JC00018766,95153585,Brake Pad Set,Mid,1.0,36077.72,36077.72,GST5
LI000031859,JC00018767,990J0M86198,Body Wax Top,Consumable,3.0,1018.95,3056.85,GST18
LI000031860,JC00018767,5M014470,Differential Assembly,Macro,1.0,59262.03,59262.03,GST5
LI000031861,JC00018768,0925719,Bolt Kit,Micro,1.0,48.03,48.03,GST12
LI000031862,JC00018768,3837777,Hose Clamp,Micro,1.0,66.1,66.1,GST18
LI000031863,JC00018769,6A041890,Cylinder Head Assembly,Macro,1.0,169838.09,169838.09,GST18
LI000031864,JC00018769,42155500,AC Compressor Bracket,Mid,1.0,17026.79,17026.79,GST12
LI000031865,JC00018770,99000M80633,Upholstery Cleaner,Consumable,0.25,385.29,96.32,GST18
LI000031866,JC00018771,99000M93026,Body Wax Top,Consumable,0.5,1316.69,658.34,GST5
LI000031867,JC00018772,990J0M39109,Upholstery Cleaner,Consumable,2.0,697.24,1394.48,GST5
LI000031868,JC00018772,990J0M61277,Microfibre Cloth,Consumable,3.0,32.9,98.7,GST12
LI000031869,JC00018773,99000M47936,Tyre Shine,Consumable,0.25,1732.37,433.09,GST18
LI000031870,JC00018773,99000M02378,Seat Protection Cover,Consumable,1.0,1991.52,1991.52,GST18
LI000031871,JC00018774,4869472,Lock Pin,Micro,1.0,1312.1,1312.1,GST18
LI000031872,JC00018775,99000M05959,Steering Cover,Consumable,1.0,1076.5,1076.5,GST18
LI000031873,JC00018775,3869152,Banjo Connector Screw,Micro,1.0,569.04,569.04,GST5
LI000031874,JC00018776,990J0M45768,Body Wax Top,Consumable,0.25,1940.08,485.02,GST18
LI000031875,JC00018776,99000M76830,Seat Protection Cover,Consumable,1.0,1120.12,1120.12,GST18
LI000031876,JC00018777,3E086329,Gearbox,Macro,1.0,196566.34,196566.34,GST18
LI000031877,JC00018778,95184318,Brake Pad Set,Mid,1.0,33868.94,33868.94,GST18
LI000031878,JC00018778,5M075108,Engine Block Assembly,Macro,1.0,110014.91,110014.91,GST12
LI000031879,JC00018779,990J0M62866,RTV Gasket Maker,Consumable,1.0,2230.82,2230.82,GST18
LI000031880,JC00018780,99000M02757,Car Primer,Consumable,0.5,1145.61,572.8,GST18
LI000031881,JC00018780,4863797,Spacer Shim,Micro,1.0,800.51,800.51,GST18
LI000031882,JC00018780,3865530,O-Ring Washer,Micro,1.0,208.88,208.88,GST18
LI000031883,JC00018781,99000M68395,Super Lubricant,Consumable,2.0,942.79,1885.58,GST5
LI000031884,JC00018782,3863832,O-Ring Washer,Micro,1.0,895.48,895.48,GST12
LI000031885,JC00018783,99145772,Clutch Fluid,PM,1.0,5703.91,5703.91,GST18
LI000031886,JC00018783,0927283,Spring Clip,Micro,1.0,1062.31,1062.31,GST18
LI000031887,JC00018784,99000M46550,Windshield Washer Fluid,Consumable,0.5,1177.05,588.52,GST18
LI000031888,JC00018785,99000M37167,Rubber Care,Consumable,1.0,1584.44,1584.44,GST5
LI000031889,JC00018785,3832619,Spacer Shim,Micro,1.0,212.54,212.54,GST18
LI000031890,JC00018786,3831770,Hose Clamp,Micro,2.0,465.13,930.26,GST5
LI000031891,JC00018787,6A075429,Complete Body Shell,Macro,1.0,136066.17,136066.17,GST18
LI000031892,JC00018787,13761571,Wiper Blade Insert,PM,1.0,2758.1,2758.1,GST5
LI000031893,JC00018788,6A013726,Complete Body Shell,Macro,1.0,101118.46,101118.46,GST18
LI000031894,JC00018789,3865820,Bolt Kit,Micro,1.0,1222.79,1222.79,GST18
