Job_Card_Number,Date_In,Dealer_ID,Chassis_Number,Customer_ID,Service_Type,Odometer_Reading,Visit_Reason
JC00029522,2025-03-16,DLR016,VIN0013889,CUST012845,General Repair,58517,Routine
JC00029523,2025-05-28,DLR030,VIN0018104,CUST021232,Periodic Service,48788,Routine
JC00029524,2025-07-17,DLR013,VIN0005394,CUST009756,Inspection,17035,Routine
JC00029525,2025-06-20,DLR002,VIN0015154,CUST012661,Accident Repair,32221,Routine
JC00029526,2025-08-07,DLR016,VIN0009358,CUST011740,Periodic Service,36034,Routine
JC00029527,2025-12-18,DLR029,VIN0024714,CUST017594,Inspection,948,Routine
JC00029528,2025-07-15,DLR020,VIN0006283,CUST002566,Periodic Service,65743,Routine
JC00029529,2025-12-12,DLR015,VIN0005101,CUST022475,Inspection,22970,Routine
JC00029530,2025-04-07,DLR016,VIN0008376,CUST013921,Accident Repair,37960,Routine
JC00029531,2025-12-17,DLR011,VIN0016242,CUST006824,General Repair,99797,Routine
JC00029532,2025-03-08,DLR014,VIN0012582,CUST024298,General Repair,63619,Routine
JC00029533,2025-05-19,DLR018,VIN0021566,CUST008461,Accident Repair,83439,Routine
JC00029534,2025-07-09,DLR005,VIN0014287,CUST000262,Inspection,105295,Routine
JC00029535,2025-05-09,DLR007,VIN0016294,CUST013095,Accident Repair,38730,Routine
JC00029536,2025-05-21,DLR006,VIN0015639,CUST007150,Periodic Service,108330,Routine
JC00029537,2025-11-24,DLR009,VIN0024443,CUST009350,General Repair,13345,Routine
JC00029538,2025-05-03,DLR017,VIN0014212,CUST004642,Recall,111793,Routine
JC00029539,2025-10-25,DLR015,VIN0000255,CUST013616,General Repair,111357,Routine
JC00029540,2025-07-10,DLR027,VIN0000718,CUST003492,Inspection,66100,Routine
JC00029541,2025-04-15,DLR021,VIN0021910,CUST017798,General Repair,51728,Routine
JC00029542,2025-01-21,DLR016,VIN0023372,CUST014404,General Repair,36336,Campaign
JC00029543,2025-09-16,DLR026,VIN0013803,CUST021900,Accident Repair,106201,Routine
JC00029544,2025-03-14,DLR026,VIN0002500,CUST018796,General Repair,47431,Routine
JC00029545,2025-11-17,DLR013,VIN0020001,CUST014145,Accident Repair,40407,Routine
JC00029546,2025-05-29,DLR001,VIN0024106,CUST013183,General Repair,109040,Routine
JC00029547,2025-10-28,DLR029,VIN0021442,CUST006075,General Repair,5895,Routine
JC00029548,2025-07-27,DLR022,VIN0005747,CUST016220,Inspection,14302,Routine
JC00029549,2025-12-21,DLR026,VIN0011736,CUST002427,Accident Repair,38295,Routine
JC00029550,2025-04-04,DLR006,VIN0001234,CUST022461,General Repair,10523,Routine
JC00029551,2025-09-10,DLR001,VIN0002774,CUST018187,General Repair,5968,Routine
JC00029552,2025-07-25,DLR026,VIN0000436,CUST003881,Accident Repair,102063,Routine
JC00029553,2025-05-05,DLR007,VIN0015766,CUST003610,Inspection,103947,Campaign
JC00029554,2025-01-05,DLR026,VIN0006355,CUST001905,General Repair,51389,Routine
JC00029555,2025-04-03,DLR024,VIN0000424,CUST014444,Inspection,32908,Routine
JC00029556,2025-07-16,DLR018,VIN0009161,CUST010323,General Repair,74538,Routine
JC00029557,2025-02-20,DLR030,VIN0022815,CUST009885,Accident Repair,24907,Routine
JC00029558,2025-04-17,DLR028,VIN0021835,CUST015683,Inspection,75454,Routine
JC00029559,2025-05-31,DLR002,VIN0012445,CUST015646,Accident Repair,13150,Routine
JC00029560,2025-12-24,DLR012,VIN0005114,CUST014300,Periodic Service,54758,Routine
JC00029561,2025-06-05,DLR024,VIN0016620,CUST007524,Inspection,13296,Routine
JC00029562,2025-03-01,DLR012,VIN0007101,CUST022924,Accident Repair,67955,Routine
JC00029563,2025-02-18,DLR005,VIN0008396,CUST014085,Inspection,57077,Routine
JC00029564,2025-04-21,DLR016,VIN0019475,CUST010043,General Repair,63346,Routine
JC00029565,2025-01-31,DLR029,VIN0003668,CUST014824,Inspection,114305,Routine
JC00029566,2025-10-03,DLR007,VIN0008580,CUST022837,Periodic Service,6763,Routine
JC00029567,2025-05-30,DLR010,VIN0000001,CUST010867,Accident Repair,105863,Routine
JC00029568,2025-09-23,DLR028,VIN0024790,CUST019947,General Repair,3541,Routine
JC00029569,2025-05-15,DLR026,VIN0010344,CUST019780,General Repair,86878,Routine
JC00029570,2025-03-09,DLR006,VIN0002273,CUST024333,Inspection,18888,Routine
JC00029571,2025-06-25,DLR020,VIN0024220,CUST000592,Accident Repair,78175,Routine
JC00029572,2025-10-29,DLR019,VIN0005864,CUST013635,Periodic Service,37852,Routine
JC00029573,2025-04-26,DLR019,VIN0010486,CUST006282,Periodic Service,72817,Routine
JC00029574,2025-08-07,DLR010,VIN0009772,CUST015234,Inspection,12471,Routine
JC00029575,2025-07-02,DLR021,VIN0019199,CUST011347,Inspection,75182,Routine
JC00029576,2025-04-29,DLR020,VIN0020525,CUST000832,General Repair,87896,Routine
JC00029577,2025-07-24,DLR018,VIN0008027,CUST000131,Inspection,109527,Routine
JC00029578,2025-05-05,DLR027,VIN0021910,CUST000379,Recall,108932,Routine
JC00029579,2025-05-16,DLR021,VIN0017777,CUST013331,General Repair,77829,Routine
JC00029580,2025-11-18,DLR001,VIN0006579,CUST019734,General Repair,52383,Routine
JC00029581,2025-12-28,DLR029,VIN0001394,CUST011967,General Repair,101045,Routine
JC00029582,2025-07-01,DLR024,VIN0023059,CUST004515,General Repair,31628,Routine
JC00029583,2025-05-07,DLR014,VIN0018665,CUST009991,Inspection,23082,Routine
JC00029584,2025-05-29,DLR027,VIN0010151,CUST019799,Accident Repair,73780,Routine
JC00029585,2025-05-02,DLR014,VIN0016843,CUST021218,Accident Repair,9463,Routine
JC00029586,2025-09-19,DLR023,VIN0006451,CUST014878,Inspection,81275,Routine
JC00029587,2025-06-07,DLR022,VIN0017266,CUST019802,Accident Repair,85069,Routine
JC00029588,2025-02-05,DLR003,VIN0004829,CUST017506,Accident Repair,8058,Routine
JC00029589,2025-11-21,DLR028,VIN0024034,CUST008882,Periodic Service,21879,Routine
JC00029590,2025-01-17,DLR013,VIN0002951,CUST006517,Inspection,61180,Routine
JC00029591,2025-10-10,DLR019,VIN0015105,CUST016214,Inspection,11557,Routine
JC00029592,2025-09-10,DLR028,VIN0024701,CUST008334,Periodic Service,6329,Routine
JC00029593,2025-03-21,DLR013,VIN0016502,CUST006489,Accident Repair,23467,Routine
JC00029594,2025-05-26,DLR029,VIN0008335,CUST006344,Accident Repair,31156,Routine
JC00029595,2025-01-04,DLR003,VIN0003248,CUST003589,Inspection,28961,Routine
JC00029596,2025-06-21,DLR004,VIN0008874,CUST023738,Accident Repair,62742,Routine
JC00029597,2025-05-18,DLR027,VIN0005708,CUST000880,General Repair,60296,Routine
JC00029598,2025-08-11,DLR010,VIN0021362,CUST002037,Accident Repair,17511,Routine
JC00029599,2025-02-11,DLR011,VIN0018863,CUST009146,Inspection,73438,Routine
JC00029600,2025-11-03,DLR020,VIN0016011,CUST017728,Accident Repair,68079,Routine
JC00029601,2025-09-08,DLR010,VIN0014046,CUST018697,Periodic Service,89080,Routine
JC00029602,2025-05-15,DLR003,VIN0018593,CUST020990,Accident Repair,107335,Routine
JC00029603,2025-08-20,DLR011,VIN0017715,CUST002833,Accident Repair,35046,Routine
JC00029604,2025-09-16,DLR022,VIN0013443,CUST013707,General Repair,67891,Routine
JC00029605,2025-05-28,DLR007,VIN0016465,CUST009745,General Repair,66323,Routine
JC00029606,2025-07-23,DLR015,VIN0010071,CUST012152,Periodic Service,42291,Campaign
JC00029607,2025-10-04,DLR005,VIN0014311,CUST007582,Accident Repair,111077,Routine
JC00029608,2025-09-13,DLR021,VIN0013454,CUST013615,Accident Repair,113203,Routine
JC00029609,2025-06-09,DLR003,VIN0018529,CUST015873,Periodic Service,45417,Routine
JC00029610,2025-07-07,DLR015,VIN0009174,CUST021350,Inspection,91746,Routine
JC00029611,2025-01-03,DLR025,VIN0016772,CUST008660,Accident Repair,24584,Routine
JC00029612,2025-09-01,DLR024,VIN0017031,CUST021505,Periodic Service,29740,Routine
JC00029613,2025-08-30,DLR005,VIN0000707,CUST005713,Accident Repair,74205,Routine
JC00029614,2025-10-25,DLR015,VIN0023363,CUST008278,Periodic Service,24820,Routine
JC00029615,2025-07-07,DLR009,VIN0019776,CUST024593,Inspection,51544,Routine
JC00029616,2025-08-16,DLR005,VIN0023931,CUST011524,Inspection,48428,Routine
JC00029617,2025-09-29,DLR025,VIN0015548,CUST007071,General Repair,87683,Routine
JC00029618,2025-01-16,DLR014,VIN0024751,CUST022170,General Repair,6454,Routine
JC00029619,2025-01-20,DLR009,VIN0000711,CUST013323,Inspection,52187,Routine
JC00029620,2025-03-29,DLR013,VIN0015067,CUST009485,Periodic Service,66763,Routine
JC00029621,2025-06-02,DLR001,VIN0013504,CUST004906,Inspection,85582,Routine
JC00029622,2025-09-08,DLR001,VIN0015931,CUST020309,Accident Repair,76401,Routine
JC00029623,2025-03-14,DLR020,VIN0021336,CUST016401,Inspection,44623,Routine
JC00029624,2025-03-26,DLR018,VIN0013783,CUST018909,Accident Repair,43380,Routine
JC00029625,2025-12-10,DLR013,VIN0014571,CUST003179,Inspection,10843,Routine
JC00029626,2025-01-10,DLR026,VIN0001264,CUST003229,Accident Repair,73414,Routine
JC00029627,2025-09-28,DLR002,VIN0018418,CUST024520,General Repair,2134,Routine
JC00029628,2025-12-30,DLR026,VIN0014816,CUST013227,Accident Repair,84976,Routine
JC00029629,2025-08-19,DLR016,VIN0021240,CUST018218,Inspection,72235,Routine
JC00029630,2025-07-26,DLR013,VIN0017827,CUST000843,Accident Repair,82183,Routine
JC00029631,2025-08-31,DLR005,VIN0009699,CUST008153,Accident Repair,12562,Campaign
JC00029632,2025-08-16,DLR028,VIN0022219,CUST005739,General Repair,25352,Routine
JC00029633,2025-03-06,DLR015,VIN0016471,CUST002898,Accident Repair,19976,Routine
JC00029634,2025-12-10,DLR029,VIN0004251,CUST006884,Accident Repair,112811,Routine
JC00029635,2025-05-30,DLR026,VIN0019151,CUST023860,Accident Repair,31322,Routine
JC00029636,2025-07-04,DLR008,VIN0022663,CUST014481,Inspection,55047,Routine
JC00029637,2025-11-12,DLR002,VIN0007825,CUST016051,Inspection,59245,Routine
JC00029638,2025-03-14,DLR021,VIN0006358,CUST012858,Accident Repair,30792,Campaign
JC00029639,2025-01-02,DLR026,VIN0007407,CUST004590,Accident Repair,78104,Routine
JC00029640,2025-11-22,DLR010,VIN0009122,CUST001226,Periodic Service,74883,Routine
JC00029641,2025-12-04,DLR008,VIN0012823,CUST012843,Accident Repair,15411,Routine
JC00029642,2025-10-31,DLR009,VIN0023822,CUST014784,Inspection,28000,Routine
JC00029643,2025-01-26,DLR022,VIN0014416,CUST013310,General Repair,43375,Routine
JC00029644,2025-09-30,DLR004,VIN0014836,CUST003243,Inspection,55332,Routine
JC00029645,2025-02-10,DLR027,VIN0019877,CUST019593,Inspection,36429,Campaign
JC00029646,2025-04-18,DLR020,VIN0004954,CUST012098,Inspection,61023,Routine
JC00029647,2025-06-25,DLR004,VIN0008296,CUST004481,Inspection,80688,Routine
JC00029648,2025-02-12,DLR017,VIN0017002,CUST009120,Accident Repair,86712,Routine
JC00029649,2025-01-13,DLR005,VIN0009652,CUST024443,General Repair,100310,Routine
JC00029650,2025-02-26,DLR015,VIN0003008,CUST003673,Accident Repair,92488,Routine
JC00029651,2025-06-18,DLR028,VIN0019817,CUST018795,General Repair,10958,Routine
JC00029652,2025-09-15,DLR022,VIN0019469,CUST020969,General Repair,51838,Routine
JC00029653,2025-03-29,DLR030,VIN0003339,CUST002274,General Repair,107802,Routine
JC00029654,2025-07-09,DLR013,VIN0024814,CUST008171,General Repair,74508,Campaign
JC00029655,2025-04-29,DLR022,VIN0007558,CUST006250,Periodic Service,21207,Routine
JC00029656,2025-03-20,DLR020,VIN0008577,CUST015037,Inspection,115708,Routine
JC00029657,2025-05-22,DLR001,VIN0015412,CUST012071,Recall,67010,Routine
JC00029658,2025-10-21,DLR024,VIN0022447,CUST011800,Inspection,74014,Routine
JC00029659,2025-05-19,DLR028,VIN0005311,CUST024653,Periodic Service,41282,Routine
JC00029660,2025-01-22,DLR016,VIN0005408,CUST003393,Accident Repair,100931,Routine
JC00029661,2025-07-06,DLR029,VIN0017999,CUST007189,Accident Repair,66257,Campaign
JC00029662,2025-06-10,DLR014,VIN0002239,CUST000102,Accident Repair,105140,Routine
JC00029663,2025-03-25,DLR025,VIN0012951,CUST017025,Accident Repair,103016,Routine
JC00029664,2025-06-24,DLR026,VIN0012889,CUST000560,Accident Repair,69124,Routine
JC00029665,2025-12-03,DLR022,VIN0000991,CUST005230,Inspection,13932,Routine
JC00029666,2025-01-06,DLR022,VIN0021795,CUST005241,Inspection,23850,Campaign
JC00029667,2025-04-10,DLR014,VIN0024721,CUST010527,Inspection,38340,Routine
JC00029668,2025-05-13,DLR022,VIN0012853,CUST016820,General Repair,26295,Routine
JC00029669,2025-01-12,DLR016,VIN0018512,CUST014510,Accident Repair,23856,Routine
JC00029670,2025-05-07,DLR014,VIN0014623,CUST003416,Periodic Service,12609,Routine
JC00029671,2025-04-15,DLR009,VIN0005796,CUST019783,General Repair,17095,Routine
JC00029672,2025-03-27,DLR013,VIN0019646,CUST009709,Accident Repair,99783,Routine
JC00029673,2025-08-03,DLR007,VIN0011515,CUST023789,Accident Repair,113330,Routine
JC00029674,2025-03-03,DLR016,VIN0001370,CUST022687,General Repair,77680,Routine
JC00029675,2025-12-12,DLR023,VIN0000961,CUST012662,Accident Repair,107620,Routine
JC00029676,2025-02-17,DLR008,VIN0000811,CUST004560,Periodic Service,76985,Routine
JC00029677,2025-01-24,DLR009,VIN0000708,CUST015088,Accident Repair,73092,Routine
JC00029678,2025-09-17,DLR028,VIN0020291,CUST017548,Periodic Service,110633,Routine
JC00029679,2025-02-01,DLR009,VIN0018351,CUST000830,General Repair,39779,Routine
JC00029680,2025-01-04,DLR011,VIN0003671,CUST022244,Accident Repair,83063,Routine
JC00029681,2025-06-27,DLR019,VIN0012670,CUST011019,General Repair,65730,Routine
JC00029682,2025-04-30,DLR003,VIN0010413,CUST016110,General Repair,78594,Routine
JC00029683,2025-03-16,DLR002,VIN0011357,CUST008243,Inspection,17414,Routine
JC00029684,2025-09-17,DLR020,VIN0000943,CUST022210,Accident Repair,81870,Routine
JC00029685,2025-08-15,DLR002,VIN0024206,CUST003422,Accident Repair,28175,Routine
JC00029686,2025-04-15,DLR015,VIN0003707,CUST006546,General Repair,63843,Routine
JC00029687,2025-08-13,DLR009,VIN0024396,CUST007284,Accident Repair,101464,Routine
JC00029688,2025-08-18,DLR009,VIN0023465,CUST005294,General Repair,90247,Routine
JC00029689,2025-10-05,DLR008,VIN0021355,CUST015995,General Repair,111046,Routine
JC00029690,2025-10-07,DLR020,VIN0014606,CUST022225,Periodic Service,15862,Routine
JC00029691,2025-08-01,DLR026,VIN0002603,CUST023941,Periodic Service,71436,Routine
JC00029692,2025-07-07,DLR019,VIN0004933,CUST019497,General Repair,17374,Routine
JC00029693,2025-07-27,DLR013,VIN0010304,CUST023391,Periodic Service,56806,Routine
JC00029694,2025-07-27,DLR026,VIN0021770,CUST015913,Accident Repair,55424,Routine
JC00029695,2025-02-02,DLR002,VIN0011700,CUST013040,Inspection,49130,Routine
JC00029696,2025-06-08,DLR009,VIN0012186,CUST022439,Inspection,74729,Routine
JC00029697,2025-08-25,DLR005,VIN0021617,CUST010708,General Repair,39932,Campaign
JC00029698,2025-02-12,DLR023,VIN0005770,CUST012316,Periodic Service,31413,Routine
JC00029699,2025-10-09,DLR027,VIN0007122,CUST016610,General Repair,65713,Routine
JC00029700,2025-12-26,DLR025,VIN0018583,CUST017572,General Repair,59960,Routine
JC00029701,2025-08-11,DLR001,VIN0021977,CUST013202,Accident Repair,38703,Routine
JC00029702,2025-12-21,DLR025,VIN0017308,CUST019118,Accident Repair,72523,Routine
JC00029703,2025-07-28,DLR001,VIN0019183,CUST020492,Inspection,107260,Routine
JC00029704,2025-05-27,DLR006,VIN0024059,CUST015183,General Repair,91205,Routine
JC00029705,2025-04-21,DLR002,VIN0024692,CUST012424,Recall,31890,Campaign
JC00029706,2025-07-29,DLR030,VIN0004536,CUST018285,Periodic Service,59616,Routine
JC00029707,2025-02-15,DLR013,VIN0001048,CUST005159,Inspection,21043,Routine
JC00029708,2025-08-29,DLR027,VIN0023927,CUST001232,Inspection,54715,Routine
JC00029709,2025-09-15,DLR012,VIN0013129,CUST002446,General Repair,109658,Routine
JC00029710,2025-10-03,DLR017,VIN0012187,CUST003176,Accident Repair,23414,Campaign
JC00029711,2025-10-31,DLR020,VIN0001881,CUST011256,Inspection,44683,Routine
JC00029712,2025-12-02,DLR008,VIN0004375,CUST006666,General Repair,91106,Routine
JC00029713,2025-07-19,DLR026,VIN0013875,CUST000874,Accident Repair,44843,Routine
JC00029714,2025-11-14,DLR029,VIN0001031,CUST002779,Accident Repair,72721,Routine
JC00029715,2025-08-24,DLR001,VIN0018587,CUST020124,Inspection,3535,Routine
JC00029716,2025-02-24,DLR004,VIN0014938,CUST015940,Inspection,20465,Routine
JC00029717,2025-04-15,DLR010,VIN0021620,CUST018631,Accident Repair,75725,Routine
JC00029718,2025-12-16,DLR013,VIN0003257,CUST003008,General Repair,109346,Routine
JC00029719,2025-09-24,DLR006,VIN0003395,CUST014309,Periodic Service,2276,Routine
JC00029720,2025-10-14,DLR011,VIN0021407,CUST001946,Inspection,95694,Routine
JC00029721,2025-12-01,DLR016,VIN0014284,CUST001699,Accident Repair,83199,Routine
JC00029722,2025-12-11,DLR015,VIN0023550,CUST000094,Inspection,57939,Routine
JC00029723,2025-11-27,DLR010,VIN0018474,CUST017340,Inspection,4357,Routine
JC00029724,2025-06-22,DLR023,VIN0005687,CUST021721,Accident Repair,29331,Routine
JC00029725,2025-11-21,DLR003,VIN0013207,CUST017550,Accident Repair,111858,Routine
JC00029726,2025-09-17,DLR022,VIN0021042,CUST019117,Periodic Service,108910,Routine
JC00029727,2025-07-06,DLR008,VIN0019589,CUST022565,Periodic Service,73306,Routine
JC00029728,2025-09-27,DLR022,VIN0015483,CUST021828,Periodic Service,8735,Routine
JC00029729,2025-06-02,DLR022,VIN0007174,CUST020852,Periodic Service,99127,Campaign
JC00029730,2025-12-31,DLR003,VIN0010604,CUST010659,General Repair,68033,Routine
JC00029731,2025-12-28,DLR030,VIN0006903,CUST019604,General Repair,73491,Routine
JC00029732,2025-02-21,DLR010,VIN0017499,CUST019473,General Repair,108250,Routine
JC00029733,2025-10-06,DLR027,VIN0015486,CUST011032,Periodic Service,22304,Routine
JC00029734,2025-06-12,DLR028,VIN0001691,CUST019295,Accident Repair,58291,Routine
JC00029735,2025-11-05,DLR008,VIN0013240,CUST001194,General Repair,74208,Routine
JC00029736,2025-04-20,DLR013,VIN0008875,CUST001027,Accident Repair,9829,Routine
JC00029737,2025-01-10,DLR009,VIN0011575,CUST016617,Accident Repair,112838,Routine
JC00029738,2025-06-21,DLR026,VIN0006535,CUST006583,Periodic Service,71621,Routine
JC00029739,2025-03-14,DLR016,VIN0020924,CUST000504,Accident Repair,105702,Routine
JC00029740,2025-07-26,DLR018,VIN0024406,CUST024204,Accident Repair,97024,Routine
JC00029741,2025-12-24,DLR007,VIN0018667,CUST020916,General Repair,98970,Routine
JC00029742,2025-11-20,DLR029,VIN0006875,CUST004893,Inspection,29795,Routine
JC00029743,2025-10-18,DLR013,VIN0012687,CUST006504,Accident Repair,97200,Routine
JC00029744,2025-04-14,DLR012,VIN0003966,CUST015786,General Repair,115412,Routine
JC00029745,2025-12-31,DLR013,VIN0016174,CUST022038,Periodic Service,113402,Routine
JC00029746,2025-03-12,DLR023,VIN0017170,CUST006314,Inspection,38965,Routine
JC00029747,2025-11-15,DLR002,VIN0012210,CUST000960,General Repair,3486,Routine
JC00029748,2025-06-02,DLR015,VIN0022585,CUST011027,Accident Repair,95592,Routine
JC00029749,2025-05-18,DLR017,VIN0020643,CUST022584,General Repair,41039,Routine
JC00029750,2025-09-03,DLR025,VIN0000021,CUST018238,Inspection,44432,Routine
JC00029751,2025-11-30,DLR002,VIN0010113,CUST017197,Accident Repair,29458,Routine
JC00029752,2025-05-01,DLR004,VIN0006657,CUST002042,Periodic Service,82953,Routine
JC00029753,2025-12-06,DLR023,VIN0006439,CUST014675,Periodic Service,39380,Routine
JC00029754,2025-05-29,DLR007,VIN0024140,CUST012055,General Repair,83725,Routine
JC00029755,2025-07-27,DLR006,VIN0012724,CUST002906,General Repair,27614,Routine
JC00029756,2025-12-05,DLR017,VIN0022493,CUST009814,Inspection,49106,Routine
JC00029757,2025-11-10,DLR022,VIN0009052,CUST004384,Periodic Service,60550,Routine
JC00029758,2025-09-30,DLR029,VIN0007784,CUST017266,General Repair,75786,Routine
JC00029759,2025-04-18,DLR026,VIN0018255,CUST021822,Periodic Service,7368,Routine
JC00029760,2025-12-16,DLR006,VIN0009824,CUST012499,General Repair,64993,Routine
JC00029761,2025-12-26,DLR009,VIN0009666,CUST003005,Inspection,53762,Routine
JC00029762,2025-08-23,DLR017,VIN0005064,CUST016389,General Repair,111826,Routine
JC00029763,2025-11-22,DLR023,VIN0002742,CUST008986,General Repair,46865,Routine
JC00029764,2025-10-26,DLR004,VIN0010232,CUST011502,Accident Repair,41272,Routine
JC00029765,2025-11-17,DLR029,VIN0002200,CUST008259,General Repair,51818,Routine
JC00029766,2025-12-01,DLR025,VIN0021709,CUST007362,Accident Repair,3901,Routine
JC00029767,2025-04-14,DLR016,VIN0015660,CUST004440,General Repair,9628,Routine
JC00029768,2025-09-17,DLR014,VIN0015666,CUST013186,Accident Repair,104099,Routine
JC00029769,2025-05-14,DLR022,VIN0000094,CUST003887,Recall,110914,Routine
JC00029770,2025-03-29,DLR004,VIN0024464,CUST005983,Accident Repair,117096,Routine
JC00029771,2025-10-25,DLR004,VIN0007383,CUST024698,Periodic Service,19301,Routine
JC00029772,2025-06-09,DLR027,VIN0021400,CUST010479,Inspection,110868,Routine
JC00029773,2025-02-22,DLR007,VIN0017065,CUST013253,General Repair,51138,Campaign
JC00029774,2025-05-01,DLR023,VIN0010434,CUST021737,General Repair,31477,Routine
JC00029775,2025-08-13,DLR009,VIN0015186,CUST005311,Accident Repair,88619,Routine
JC00029776,2025-09-22,DLR001,VIN0002905,CUST011538,General Repair,92554,Routine
JC00029777,2025-09-13,DLR002,VIN0014858,CUST023156,Accident Repair,69619,Routine
JC00029778,2025-08-12,DLR013,VIN0009998,CUST011649,General Repair,93423,Routine
JC00029779,2025-03-21,DLR007,VIN0021717,CUST021316,General Repair,82578,Routine
JC00029780,2025-10-06,DLR002,VIN0010259,CUST011493,Accident Repair,964,Routine
JC00029781,2025-08-15,DLR019,VIN0002303,CUST019356,Accident Repair,62568,Campaign
JC00029782,2025-01-06,DLR023,VIN0023453,CUST009074,Periodic Service,61525,Routine
JC00029783,2025-05-07,DLR010,VIN0018219,CUST005341,Accident Repair,23038,Routine
JC00029784,2025-03-12,DLR026,VIN0018763,CUST021766,Periodic Service,30732,Routine
JC00029785,2025-12-04,DLR007,VIN0011417,CUST005964,General Repair,48377,Routine
JC00029786,2025-09-27,DLR014,VIN0010707,CUST017838,Inspection,48454,Routine
JC00029787,2025-08-28,DLR019,VIN0000318,CUST003918,General Repair,109754,Routine
JC00029788,2025-08-07,DLR025,VIN0013723,CUST023257,Accident Repair,939,Routine
JC00029789,2025-03-19,DLR029,VIN0013863,CUST009056,Accident Repair,84773,Routine
JC00029790,2025-07-03,DLR005,VIN0005213,CUST008644,Accident Repair,104664,Routine
JC00029791,2025-03-03,DLR022,VIN0012374,CUST015577,Inspection,12155,Routine
JC00029792,2025-12-18,DLR008,VIN0010402,CUST024492,General Repair,32878,Routine
JC00029793,2025-04-15,DLR014,VIN0022750,CUST018640,Inspection,20997,Routine
JC00029794,2025-01-01,DLR016,VIN0018672,CUST007921,Inspection,41605,Routine
JC00029795,2025-12-31,DLR022,VIN0009321,CUST008698,General Repair,23179,Routine
JC00029796,2025-11-22,DLR027,VIN0018702,CUST017857,Accident Repair,88594,Campaign
JC00029797,2025-11-14,DLR016,VIN0001553,CUST000386,Accident Repair,116939,Routine
JC00029798,2025-01-01,DLR026,VIN0015038,CUST004735,Periodic Service,70968,Routine
JC00029799,2025-08-19,DLR015,VIN0018129,CUST008206,Accident Repair,52267,Routine
JC00029800,2025-04-04,DLR027,VIN0006200,CUST004346,Inspection,57351,Routine
JC00029801,2025-09-07,DLR024,VIN0012448,CUST007012,General Repair,4764,Routine
JC00029802,2025-09-08,DLR015,VIN0004977,CUST006317,Inspection,77742,Routine
JC00029803,2025-11-19,DLR022,VIN0016528,CUST000849,Accident Repair,109078,Routine
JC00029804,2025-11-09,DLR016,VIN0019401,CUST010898,Accident Repair,81679,Routine
JC00029805,2025-01-15,DLR003,VIN0018215,CUST024342,Inspection,38565,Routine
JC00029806,2025-11-14,DLR006,VIN0009745,CUST021531,General Repair,63490,Routine
JC00029807,2025-03-02,DLR009,VIN0013609,CUST000272,Accident Repair,102554,Routine
JC00029808,2025-01-03,DLR005,VIN0001878,CUST012935,Periodic Service,101663,Routine
JC00029809,2025-05-13,DLR020,VIN0018223,CUST015364,Inspection,92443,Campaign
JC00029810,2025-09-19,DLR025,VIN0002508,CUST022221,General Repair,46879,Routine
JC00029811,2025-08-24,DLR011,VIN0005547,CUST010711,Periodic Service,6623,Routine
JC00029812,2025-11-14,DLR011,VIN0006696,CUST019545,Periodic Service,82194,Routine
JC00029813,2025-09-22,DLR022,VIN0009731,CUST011736,Periodic Service,32458,Routine
JC00029814,2025-09-28,DLR015,VIN0012743,CUST019455,Inspection,119600,Routine
JC00029815,2025-10-08,DLR006,VIN0006850,CUST013227,Periodic Service,42628,Campaign
JC00029816,2025-06-19,DLR020,VIN0023647,CUST017931,General Repair,93908,Routine
JC00029817,2025-08-19,DLR006,VIN0018994,CUST022839,Inspection,20025,Routine
JC00029818,2025-08-20,DLR021,VIN0014492,CUST022313,Accident Repair,94577,Routine
JC00029819,2025-03-10,DLR009,VIN0008256,CUST005503,Inspection,12112,Routine
JC00029820,2025-10-10,DLR006,VIN0007697,CUST006226,Accident Repair,43562,Routine
JC00029821,2025-03-06,DLR015,VIN0001184,CUST012558,General Repair,104290,Routine
JC00029822,2025-07-13,DLR008,VIN0006499,CUST023553,Accident Repair,3100,Routine
JC00029823,2025-11-14,DLR026,VIN0002670,CUST024341,Periodic Service,14567,Routine
JC00029824,2025-01-30,DLR004,VIN0012827,CUST011568,Periodic Service,82068,Routine
JC00029825,2025-05-20,DLR018,VIN0019122,CUST003825,Accident Repair,102579,Routine
JC00029826,2025-11-05,DLR025,VIN0005283,CUST006191,Inspection,28185,Routine
JC00029827,2025-03-13,DLR004,VIN0013217,CUST002044,Accident Repair,23586,Routine
JC00029828,2025-12-14,DLR018,VIN0000939,CUST017150,Inspection,33834,Routine
JC00029829,2025-12-26,DLR026,VIN0018331,CUST015603,Accident Repair,39913,Routine
JC00029830,2025-07-16,DLR013,VIN0014588,CUST017692,General Repair,45992,Routine
JC00029831,2025-12-21,DLR006,VIN0022076,CUST009904,Inspection,94837,Routine
JC00029832,2025-09-06,DLR006,VIN0016558,CUST007453,Accident Repair,99870,Routine
JC00029833,2025-04-14,DLR011,VIN0000336,CUST010244,General Repair,40172,Routine
JC00029834,2025-06-04,DLR025,VIN0013285,CUST020546,Accident Repair,113735,Routine
JC00029835,2025-02-22,DLR016,VIN0017878,CUST007237,Inspection,84805,Routine
JC00029836,2025-10-04,DLR019,VIN0014040,CUST018929,Periodic Service,99534,Routine
JC00029837,2025-11-23,DLR016,VIN0005997,CUST014639,Inspection,59763,Routine
